Feature 1 name,Feature 1 value,Feature 2 name,Feature 2 value,Target name,Target value,task_id,trial_id
Minutes of exercise,40.0,Protein intake,25.0,Muscle gain,1.6,53,13
Minutes of exercise,50.0,Protein intake,30.0,Muscle gain,1.7,53,14
Minutes of exercise,30.0,Protein intake,20.0,Muscle gain,1.2,53,15
Minutes of exercise,40.0,Protein intake,15.0,Muscle gain,1.0,53,16
Minutes of exercise,25.0,Protein intake,15.0,Muscle gain,1.0,53,17
Minutes of exercise,35.0,Protein intake,20.0,Muscle gain,1.3,53,18
Minutes of exercise,45.0,Protein intake,25.0,Muscle gain,1.5,53,19
Minutes of exercise,55.0,Protein intake,30.0,Muscle gain,1.6,53,20
Number of ingredients,5.0,Prep time (minutes),15.0,Recipe difficulty,6.0,54,1
Number of ingredients,6.0,Prep time (minutes),20.0,Recipe difficulty,7.0,54,2
Number of ingredients,4.0,Prep time (minutes),10.0,Recipe difficulty,5.0,54,3
Number of ingredients,5.0,Prep time (minutes),15.0,Recipe difficulty,6.0,54,4
Number of ingredients,7.0,Prep time (minutes),25.0,Recipe difficulty,8.0,54,5
Number of ingredients,6.0,Prep time (minutes),20.0,Recipe difficulty,7.0,54,6
Number of ingredients,6.0,Prep time (minutes),20.0,Recipe difficulty,7.0,54,7
Number of ingredients,7.0,Prep time (minutes),25.0,Recipe difficulty,8.0,54,8
Number of ingredients,3.0,Prep time (minutes),8.0,Recipe difficulty,4.0,54,9
Number of ingredients,4.0,Prep time (minutes),12.0,Recipe difficulty,5.0,54,10
Number of ingredients,5.0,Prep time (minutes),15.0,Recipe difficulty,6.0,54,11
Number of ingredients,6.0,Prep time (minutes),20.0,Recipe difficulty,7.0,54,12
Number of ingredients,6.0,Prep time (minutes),18.0,Recipe difficulty,6.5,54,13
Number of ingredients,7.0,Prep time (minutes),22.0,Recipe difficulty,7.5,54,14
Number of ingredients,4.0,Prep time (minutes),12.0,Recipe difficulty,5.0,54,15
Number of ingredients,5.0,Prep time (minutes),16.0,Recipe difficulty,6.0,54,16
Number of ingredients,7.0,Prep time (minutes),25.0,Recipe difficulty,8.0,54,17
Number of ingredients,8.0,Prep time (minutes),30.0,Recipe difficulty,9.0,54,18
Number of ingredients,5.0,Prep time (minutes),14.0,Recipe difficulty,5.5,54,19
Number of ingredients,6.0,Prep time (minutes),18.0,Recipe difficulty,6.5,54,20
Car Engine Size,2.0,Horsepower,150.0,Speed,120.0,55,1
Car Engine Size,2.5,Horsepower,180.0,Speed,140.0,55,2
Car Engine Size,1.6,Horsepower,120.0,Speed,100.0,55,3
Car Engine Size,1.8,Horsepower,140.0,Speed,115.0,55,4
Car Engine Size,3.0,Horsepower,200.0,Speed,160.0,55,5
Car Engine Size,3.2,Horsepower,190.0,Speed,165.0,55,6
Car Engine Size,1.4,Horsepower,100.0,Speed,90.0,55,7
Car Engine Size,1.5,Horsepower,110.0,Speed,100.0,55,8
Car Engine Size,2.2,Horsepower,170.0,Speed,135.0,55,9
Car Engine Size,2.0,Horsepower,160.0,Speed,125.0,55,10
Car Engine Size,1.8,Horsepower,130.0,Speed,110.0,55,11
Car Engine Size,1.6,Horsepower,125.0,Speed,105.0,55,12
Car Engine Size,2.4,Horsepower,190.0,Speed,145.0,55,13
Car Engine Size,2.6,Horsepower,180.0,Speed,150.0,55,14
Car Engine Size,2.0,Horsepower,160.0,Speed,130.0,55,15
Car Engine Size,1.9,Horsepower,150.0,Speed,120.0,55,16
Car Engine Size,2.8,Horsepower,220.0,Speed,180.0,55,17
Car Engine Size,3.0,Horsepower,210.0,Speed,185.0,55,18
Car Engine Size,1.2,Horsepower,90.0,Speed,80.0,55,19
Car Engine Size,1.3,Horsepower,100.0,Speed,90.0,55,20
Shoe Weight,200.0,Brand Reputation,4.0,Comfort,70.0,56,1
Shoe Weight,250.0,Brand Reputation,5.0,Comfort,75.0,56,2
Shoe Weight,180.0,Brand Reputation,3.0,Comfort,65.0,56,3
Shoe Weight,200.0,Brand Reputation,4.0,Comfort,70.0,56,4
Shoe Weight,220.0,Brand Reputation,5.0,Comfort,75.0,56,5
Shoe Weight,230.0,Brand Reputation,6.0,Comfort,80.0,56,6
Shoe Weight,160.0,Brand Reputation,2.0,Comfort,60.0,56,7
Shoe Weight,180.0,Brand Reputation,3.0,Comfort,65.0,56,8
Shoe Weight,240.0,Brand Reputation,6.0,Comfort,80.0,56,9
Shoe Weight,250.0,Brand Reputation,7.0,Comfort,85.0,56,10
Shoe Weight,190.0,Brand Reputation,4.0,Comfort,70.0,56,11
Shoe Weight,210.0,Brand Reputation,5.0,Comfort,75.0,56,12
Shoe Weight,210.0,Brand Reputation,5.0,Comfort,75.0,56,13
Shoe Weight,220.0,Brand Reputation,6.0,Comfort,80.0,56,14
Shoe Weight,170.0,Brand Reputation,3.0,Comfort,65.0,56,15
Shoe Weight,190.0,Brand Reputation,4.0,Comfort,70.0,56,16
Shoe Weight,230.0,Brand Reputation,6.0,Comfort,80.0,56,17
Shoe Weight,240.0,Brand Reputation,7.0,Comfort,85.0,56,18
Shoe Weight,150.0,Brand Reputation,2.0,Comfort,60.0,56,19
Shoe Weight,170.0,Brand Reputation,3.0,Comfort,65.0,56,20
Coffee Bean Size,5.0,Bean Roast,2.0,Flavor Strength,7.0,57,1
Coffee Bean Size,6.0,Bean Roast,3.0,Flavor Strength,8.0,57,2
Coffee Bean Size,4.0,Bean Roast,1.0,Flavor Strength,6.0,57,3
Coffee Bean Size,5.0,Bean Roast,2.0,Flavor Strength,7.0,57,4
Coffee Bean Size,6.0,Bean Roast,4.0,Flavor Strength,9.0,57,5
Coffee Bean Size,7.0,Bean Roast,3.0,Flavor Strength,10.0,57,6
Coffee Bean Size,3.0,Bean Roast,1.0,Flavor Strength,5.0,57,7
Coffee Bean Size,4.0,Bean Roast,2.0,Flavor Strength,6.0,57,8
Coffee Bean Size,7.0,Bean Roast,5.0,Flavor Strength,10.0,57,9
Coffee Bean Size,6.0,Bean Roast,4.0,Flavor Strength,9.0,57,10
Coffee Bean Size,5.0,Bean Roast,2.0,Flavor Strength,7.0,57,11
Coffee Bean Size,6.0,Bean Roast,1.0,Flavor Strength,6.0,57,12
Coffee Bean Size,6.0,Bean Roast,3.0,Flavor Strength,8.0,57,13
Coffee Bean Size,7.0,Bean Roast,4.0,Flavor Strength,9.0,57,14
Coffee Bean Size,4.0,Bean Roast,1.0,Flavor Strength,5.0,57,15
Coffee Bean Size,5.0,Bean Roast,2.0,Flavor Strength,6.0,57,16
Coffee Bean Size,7.0,Bean Roast,4.0,Flavor Strength,9.0,57,17
Coffee Bean Size,6.0,Bean Roast,3.0,Flavor Strength,8.0,57,18
Coffee Bean Size,5.0,Bean Roast,2.0,Flavor Strength,7.0,57,19
Coffee Bean Size,6.0,Bean Roast,3.0,Flavor Strength,8.0,57,20
Plant Leaf Size,10.0,Plant Height,50.0,Growth Rate,3.0,58,1
Plant Leaf Size,12.0,Plant Height,60.0,Growth Rate,4.0,58,2
Plant Leaf Size,8.0,Plant Height,40.0,Growth Rate,2.0,58,3
Plant Leaf Size,10.0,Plant Height,50.0,Growth Rate,3.0,58,4
Plant Leaf Size,14.0,Plant Height,70.0,Growth Rate,5.0,58,5
Plant Leaf Size,16.0,Plant Height,80.0,Growth Rate,6.0,58,6
Plant Leaf Size,6.0,Plant Height,30.0,Growth Rate,1.0,58,7
Plant Leaf Size,8.0,Plant Height,40.0,Growth Rate,2.0,58,8
Plant Leaf Size,12.0,Plant Height,60.0,Growth Rate,4.0,58,9
Plant Leaf Size,14.0,Plant Height,70.0,Growth Rate,5.0,58,10
Plant Leaf Size,10.0,Plant Height,50.0,Growth Rate,3.0,58,11
Plant Leaf Size,12.0,Plant Height,60.0,Growth Rate,4.0,58,12
Plant Leaf Size,16.0,Plant Height,80.0,Growth Rate,6.0,58,13
Plant Leaf Size,18.0,Plant Height,90.0,Growth Rate,7.0,58,14
Plant Leaf Size,8.0,Plant Height,40.0,Growth Rate,2.0,58,15
Plant Leaf Size,10.0,Plant Height,50.0,Growth Rate,3.0,58,16
Plant Leaf Size,14.0,Plant Height,70.0,Growth Rate,5.0,58,17
Plant Leaf Size,16.0,Plant Height,80.0,Growth Rate,6.0,58,18
Plant Leaf Size,6.0,Plant Height,30.0,Growth Rate,1.0,58,19
Plant Leaf Size,8.0,Plant Height,40.0,Growth Rate,2.0,58,20
Room size,100.0,Window count,3.0,Natural light,7.0,59,1
Room size,120.0,Window count,2.0,Natural light,6.0,59,2
Room size,80.0,Window count,2.0,Natural light,6.0,59,3
Room size,100.0,Window count,3.0,Natural light,7.0,59,4
Room size,150.0,Window count,4.0,Natural light,8.0,59,5
Room size,130.0,Window count,3.0,Natural light,7.0,59,6
Room size,90.0,Window count,1.0,Natural light,5.0,59,7
Room size,110.0,Window count,2.0,Natural light,6.0,59,8
Room size,120.0,Window count,3.0,Natural light,7.0,59,9
Room size,140.0,Window count,2.0,Natural light,6.0,59,10
Room size,110.0,Window count,2.0,Natural light,6.0,59,11
Room size,100.0,Window count,3.0,Natural light,7.0,59,12
Room size,130.0,Window count,3.0,Natural light,7.0,59,13
Room size,150.0,Window count,4.0,Natural light,8.0,59,14
Room size,100.0,Window count,3.0,Natural light,7.0,59,15
Room size,90.0,Window count,1.0,Natural light,5.0,59,16
Room size,140.0,Window count,2.0,Natural light,6.0,59,17
Room size,120.0,Window count,3.0,Natural light,7.0,59,18
Room size,120.0,Window count,3.0,Natural light,7.0,59,19
Room size,110.0,Window count,2.0,Natural light,6.0,59,20
Exercise duration,30.0,Intensity level,5.0,Weight loss,1.5,60,1
Exercise duration,45.0,Intensity level,4.0,Weight loss,1.2,60,2
Exercise duration,40.0,Intensity level,6.0,Weight loss,1.8,60,3
Exercise duration,30.0,Intensity level,5.0,Weight loss,1.5,60,4
Exercise duration,60.0,Intensity level,7.0,Weight loss,2.2,60,5
Exercise duration,40.0,Intensity level,6.0,Weight loss,1.8,60,6
Exercise duration,20.0,Intensity level,3.0,Weight loss,0.8,60,7
Exercise duration,30.0,Intensity level,4.0,Weight loss,1.2,60,8
Exercise duration,50.0,Intensity level,5.0,Weight loss,1.7,60,9
Exercise duration,40.0,Intensity level,6.0,Weight loss,1.8,60,10
Exercise duration,30.0,Intensity level,4.0,Weight loss,1.2,60,11
Exercise duration,45.0,Intensity level,5.0,Weight loss,1.5,60,12
Exercise duration,40.0,Intensity level,6.0,Weight loss,1.8,60,13
Exercise duration,50.0,Intensity level,7.0,Weight loss,2.0,60,14
Exercise duration,25.0,Intensity level,4.0,Weight loss,1.0,60,15
Exercise duration,35.0,Intensity level,5.0,Weight loss,1.4,60,16
Exercise duration,45.0,Intensity level,5.0,Weight loss,1.6,60,17
Exercise duration,30.0,Intensity level,4.0,Weight loss,1.2,60,18
Exercise duration,30.0,Intensity level,5.0,Weight loss,1.5,60,19
Exercise duration,40.0,Intensity level,6.0,Weight loss,1.8,60,20
Phone battery,3000.0,Screen size,5.0,Battery life,12.0,61,1
Phone battery,4000.0,Screen size,6.0,Battery life,13.0,61,2
Phone battery,2500.0,Screen size,4.0,Battery life,10.0,61,3
Phone battery,3500.0,Screen size,5.0,Battery life,11.0,61,4
Phone battery,4000.0,Screen size,6.0,Battery life,13.0,61,5
Phone battery,3000.0,Screen size,5.0,Battery life,12.0,61,6
Phone battery,3500.0,Screen size,5.0,Battery life,11.0,61,7
Phone battery,2500.0,Screen size,4.0,Battery life,10.0,61,8
Phone battery,4500.0,Screen size,7.0,Battery life,14.0,61,9
Phone battery,3500.0,Screen size,6.0,Battery life,13.0,61,10
Phone battery,3000.0,Screen size,5.0,Battery life,12.0,61,11
Phone battery,4000.0,Screen size,6.0,Battery life,13.0,61,12
Phone battery,3500.0,Screen size,6.0,Battery life,12.0,61,13
Phone battery,4500.0,Screen size,7.0,Battery life,14.0,61,14
Phone battery,2500.0,Screen size,4.0,Battery life,10.0,61,15
Phone battery,3000.0,Screen size,5.0,Battery life,11.0,61,16
Phone battery,4000.0,Screen size,6.0,Battery life,13.0,61,17
Phone battery,3500.0,Screen size,5.0,Battery life,12.0,61,18
Phone battery,3500.0,Screen size,5.0,Battery life,11.0,61,19
Phone battery,2500.0,Screen size,4.0,Battery life,10.0,61,20
House size,120.0,Neighborhood quality,8.0,Home value,300000.0,62,1
House size,150.0,Neighborhood quality,7.0,Home value,290000.0,62,2
House size,100.0,Neighborhood quality,7.0,Home value,270000.0,62,3
House size,130.0,Neighborhood quality,8.0,Home value,280000.0,62,4
House size,160.0,Neighborhood quality,9.0,Home value,320000.0,62,5
House size,140.0,Neighborhood quality,8.0,Home value,310000.0,62,6
House size,90.0,Neighborhood quality,6.0,Home value,250000.0,62,7
House size,110.0,Neighborhood quality,7.0,Home value,260000.0,62,8
House size,140.0,Neighborhood quality,8.0,Home value,300000.0,62,9
House size,160.0,Neighborhood quality,9.0,Home value,320000.0,62,10
House size,130.0,Neighborhood quality,7.0,Home value,280000.0,62,11
House size,120.0,Neighborhood quality,8.0,Home value,290000.0,62,12
House size,150.0,Neighborhood quality,8.0,Home value,300000.0,62,13
House size,140.0,Neighborhood quality,9.0,Home value,310000.0,62,14
House size,110.0,Neighborhood quality,7.0,Home value,270000.0,62,15
House size,100.0,Neighborhood quality,6.0,Home value,260000.0,62,16
House size,120.0,Neighborhood quality,8.0,Home value,300000.0,62,17
House size,140.0,Neighborhood quality,9.0,Home value,310000.0,62,18
House size,100.0,Neighborhood quality,6.0,Home value,250000.0,62,19
House size,120.0,Neighborhood quality,7.0,Home value,270000.0,62,20
Number of followers,10000.0,Post quality score,7.0,Engagement rate (%),5.5,63,1
Number of followers,15000.0,Post quality score,5.0,Engagement rate (%),6.0,63,2
Number of followers,12000.0,Post quality score,6.0,Engagement rate (%),5.0,63,3
Number of followers,14000.0,Post quality score,4.0,Engagement rate (%),5.2,63,4
Number of followers,8000.0,Post quality score,8.0,Engagement rate (%),5.8,63,5
Number of followers,10000.0,Post quality score,6.0,Engagement rate (%),6.0,63,6
Number of followers,11000.0,Post quality score,5.0,Engagement rate (%),4.8,63,7
Number of followers,13000.0,Post quality score,3.0,Engagement rate (%),5.0,63,8
Number of followers,9000.0,Post quality score,7.0,Engagement rate (%),5.4,63,9
Number of followers,12000.0,Post quality score,5.0,Engagement rate (%),5.6,63,10
Number of followers,13000.0,Post quality score,6.0,Engagement rate (%),5.5,63,11
Number of followers,16000.0,Post quality score,4.0,Engagement rate (%),5.8,63,12
Number of followers,10000.0,Post quality score,8.0,Engagement rate (%),5.9,63,13
Number of followers,14000.0,Post quality score,6.0,Engagement rate (%),6.1,63,14
Number of followers,12000.0,Post quality score,5.0,Engagement rate (%),5.2,63,15
Number of followers,15000.0,Post quality score,3.0,Engagement rate (%),5.4,63,16
Number of followers,9000.0,Post quality score,6.0,Engagement rate (%),5.3,63,17
Number of followers,11000.0,Post quality score,4.0,Engagement rate (%),5.5,63,18
Number of followers,14000.0,Post quality score,7.0,Engagement rate (%),6.0,63,19
Number of followers,17000.0,Post quality score,5.0,Engagement rate (%),6.2,63,20
Book pages,300.0,Book chapters,15.0,Reading time,6.0,64,1
Book pages,400.0,Book chapters,20.0,Reading time,8.0,64,2
Book pages,250.0,Book chapters,10.0,Reading time,5.0,64,3
Book pages,350.0,Book chapters,18.0,Reading time,7.0,64,4
Book pages,450.0,Book chapters,25.0,Reading time,10.0,64,5
Book pages,300.0,Book chapters,15.0,Reading time,6.0,64,6
Book pages,200.0,Book chapters,10.0,Reading time,4.0,64,7
Book pages,320.0,Book chapters,16.0,Reading time,7.0,64,8
Book pages,350.0,Book chapters,20.0,Reading time,8.0,64,9
Book pages,280.0,Book chapters,12.0,Reading time,5.0,64,10
Book pages,400.0,Book chapters,22.0,Reading time,9.0,64,11
Book pages,300.0,Book chapters,14.0,Reading time,6.0,64,12
Book pages,280.0,Book chapters,14.0,Reading time,6.0,64,13
Book pages,420.0,Book chapters,24.0,Reading time,9.0,64,14
Book pages,320.0,Book chapters,16.0,Reading time,7.0,64,15
Book pages,250.0,Book chapters,10.0,Reading time,4.0,64,16
Book pages,380.0,Book chapters,19.0,Reading time,8.0,64,17
Book pages,300.0,Book chapters,15.0,Reading time,6.0,64,18
Book pages,260.0,Book chapters,13.0,Reading time,5.0,64,19
Book pages,400.0,Book chapters,20.0,Reading time,8.0,64,20
Movie runtime,120.0,Movie rating,7.5,Movie enjoyment,8.0,65,1
Movie runtime,110.0,Movie rating,7.0,Movie enjoyment,7.0,65,2
Movie runtime,150.0,Movie rating,8.5,Movie enjoyment,9.0,65,3
Movie runtime,140.0,Movie rating,8.0,Movie enjoyment,8.5,65,4
Movie runtime,90.0,Movie rating,6.5,Movie enjoyment,6.0,65,5
Movie runtime,100.0,Movie rating,6.0,Movie enjoyment,5.5,65,6
Movie runtime,130.0,Movie rating,8.0,Movie enjoyment,8.5,65,7
Movie runtime,120.0,Movie rating,7.5,Movie enjoyment,8.0,65,8
Movie runtime,110.0,Movie rating,7.0,Movie enjoyment,7.5,65,9
Movie runtime,100.0,Movie rating,6.5,Movie enjoyment,7.0,65,10
Movie runtime,140.0,Movie rating,8.5,Movie enjoyment,9.0,65,11
Movie runtime,130.0,Movie rating,8.0,Movie enjoyment,8.5,65,12
Movie runtime,100.0,Movie rating,7.0,Movie enjoyment,7.0,65,13
Movie runtime,110.0,Movie rating,7.5,Movie enjoyment,7.5,65,14
Movie runtime,160.0,Movie rating,9.0,Movie enjoyment,9.5,65,15
Movie runtime,150.0,Movie rating,8.5,Movie enjoyment,9.0,65,16
Movie runtime,120.0,Movie rating,7.5,Movie enjoyment,8.0,65,17
Movie runtime,130.0,Movie rating,7.5,Movie enjoyment,8.0,65,18
Movie runtime,140.0,Movie rating,8.0,Movie enjoyment,8.5,65,19
Movie runtime,130.0,Movie rating,7.5,Movie enjoyment,8.0,65,20
Hours of Practice,10.0,Natural Talent (1-10),7.0,Performance,85.0,66,1
Hours of Practice,8.0,Natural Talent (1-10),9.0,Performance,90.0,66,2
Hours of Practice,12.0,Natural Talent (1-10),6.0,Performance,90.0,66,3
Hours of Practice,9.0,Natural Talent (1-10),8.0,Performance,88.0,66,4
Hours of Practice,8.0,Natural Talent (1-10),8.0,Performance,88.0,66,5
Hours of Practice,10.0,Natural Talent (1-10),7.0,Performance,85.0,66,6
Hours of Practice,9.0,Natural Talent (1-10),9.0,Performance,92.0,66,7
Hours of Practice,7.0,Natural Talent (1-10),10.0,Performance,93.0,66,8
Hours of Practice,7.0,Natural Talent (1-10),7.0,Performance,80.0,66,9
Hours of Practice,11.0,Natural Talent (1-10),8.0,Performance,90.0,66,10
Hours of Practice,11.0,Natural Talent (1-10),5.0,Performance,85.0,66,11
Hours of Practice,10.0,Natural Talent (1-10),7.0,Performance,88.0,66,12
Hours of Practice,10.0,Natural Talent (1-10),9.0,Performance,93.0,66,13
Hours of Practice,8.0,Natural Talent (1-10),10.0,Performance,95.0,66,14
Hours of Practice,6.0,Natural Talent (1-10),6.0,Performance,75.0,66,15
Hours of Practice,12.0,Natural Talent (1-10),7.0,Performance,90.0,66,16
Hours of Practice,9.0,Natural Talent (1-10),8.0,Performance,88.0,66,17
Hours of Practice,10.0,Natural Talent (1-10),6.0,Performance,85.0,66,18
Hours of Practice,8.0,Natural Talent (1-10),10.0,Performance,92.0,66,19
Hours of Practice,11.0,Natural Talent (1-10),8.0,Performance,90.0,66,20
House Size (m²),120.0,House Distance to City (km),5.0,House Price (thousands),300.0,67,1
House Size (m²),150.0,House Distance to City (km),10.0,House Price (thousands),350.0,67,2
House Size (m²),100.0,House Distance to City (km),3.0,House Price (thousands),280.0,67,3
House Size (m²),130.0,House Distance to City (km),8.0,House Price (thousands),320.0,67,4
House Size (m²),140.0,House Distance to City (km),10.0,House Price (thousands),340.0,67,5
House Size (m²),160.0,House Distance to City (km),15.0,House Price (thousands),380.0,67,6
House Size (m²),90.0,House Distance to City (km),2.0,House Price (thousands),270.0,67,7
House Size (m²),120.0,House Distance to City (km),7.0,House Price (thousands),310.0,67,8
House Size (m²),130.0,House Distance to City (km),6.0,House Price (thousands),320.0,67,9
House Size (m²),150.0,House Distance to City (km),12.0,House Price (thousands),360.0,67,10
House Size (m²),110.0,House Distance to City (km),4.0,House Price (thousands),290.0,67,11
House Size (m²),140.0,House Distance to City (km),10.0,House Price (thousands),340.0,67,12
House Size (m²),120.0,House Distance to City (km),5.0,House Price (thousands),300.0,67,13
House Size (m²),150.0,House Distance to City (km),10.0,House Price (thousands),350.0,67,14
House Size (m²),100.0,House Distance to City (km),3.0,House Price (thousands),280.0,67,15
House Size (m²),130.0,House Distance to City (km),8.0,House Price (thousands),320.0,67,16
House Size (m²),140.0,House Distance to City (km),10.0,House Price (thousands),340.0,67,17
House Size (m²),160.0,House Distance to City (km),15.0,House Price (thousands),380.0,67,18
House Size (m²),90.0,House Distance to City (km),2.0,House Price (thousands),270.0,67,19
House Size (m²),120.0,House Distance to City (km),7.0,House Price (thousands),310.0,67,20
Tea Leaf Quality (1-10),7.0,Tea Steeping Time (minutes),3.0,Tea Strength (1-10),6.0,68,1
Tea Leaf Quality (1-10),8.0,Tea Steeping Time (minutes),4.0,Tea Strength (1-10),7.0,68,2
Tea Leaf Quality (1-10),6.0,Tea Steeping Time (minutes),2.0,Tea Strength (1-10),5.0,68,3
Tea Leaf Quality (1-10),9.0,Tea Steeping Time (minutes),5.0,Tea Strength (1-10),8.0,68,4
Tea Leaf Quality (1-10),8.0,Tea Steeping Time (minutes),4.0,Tea Strength (1-10),7.0,68,5
Tea Leaf Quality (1-10),7.0,Tea Steeping Time (minutes),3.0,Tea Strength (1-10),6.0,68,6
Tea Leaf Quality (1-10),5.0,Tea Steeping Time (minutes),1.0,Tea Strength (1-10),4.0,68,7
Tea Leaf Quality (1-10),10.0,Tea Steeping Time (minutes),6.0,Tea Strength (1-10),9.0,68,8
Tea Leaf Quality (1-10),7.0,Tea Steeping Time (minutes),3.0,Tea Strength (1-10),6.0,68,9
Tea Leaf Quality (1-10),9.0,Tea Steeping Time (minutes),5.0,Tea Strength (1-10),8.0,68,10
Tea Leaf Quality (1-10),6.0,Tea Steeping Time (minutes),2.0,Tea Strength (1-10),5.0,68,11
Tea Leaf Quality (1-10),8.0,Tea Steeping Time (minutes),4.0,Tea Strength (1-10),7.0,68,12
Tea Leaf Quality (1-10),8.0,Tea Steeping Time (minutes),4.0,Tea Strength (1-10),7.0,68,13
Tea Leaf Quality (1-10),7.0,Tea Steeping Time (minutes),3.0,Tea Strength (1-10),6.0,68,14
Tea Leaf Quality (1-10),5.0,Tea Steeping Time (minutes),1.0,Tea Strength (1-10),4.0,68,15
Tea Leaf Quality (1-10),10.0,Tea Steeping Time (minutes),6.0,Tea Strength (1-10),9.0,68,16
Tea Leaf Quality (1-10),7.0,Tea Steeping Time (minutes),3.0,Tea Strength (1-10),6.0,68,17
Tea Leaf Quality (1-10),9.0,Tea Steeping Time (minutes),5.0,Tea Strength (1-10),8.0,68,18
Tea Leaf Quality (1-10),6.0,Tea Steeping Time (minutes),2.0,Tea Strength (1-10),5.0,68,19
Tea Leaf Quality (1-10),8.0,Tea Steeping Time (minutes),4.0,Tea Strength (1-10),7.0,68,20
Plant Soil Quality (1-10),7.0,Plant Water Frequency (times/week),3.0,Plant Growth Rate (cm/week),5.0,69,1
Plant Soil Quality (1-10),8.0,Plant Water Frequency (times/week),4.0,Plant Growth Rate (cm/week),6.0,69,2
Plant Soil Quality (1-10),6.0,Plant Water Frequency (times/week),2.0,Plant Growth Rate (cm/week),4.0,69,3
Plant Soil Quality (1-10),9.0,Plant Water Frequency (times/week),5.0,Plant Growth Rate (cm/week),7.0,69,4
Plant Soil Quality (1-10),8.0,Plant Water Frequency (times/week),4.0,Plant Growth Rate (cm/week),6.0,69,5
