Feature 1 name,Feature 1 value,Feature 2 name,Feature 2 value,Target name,Target value,task_id,trial_id
Shoe Width (cm),10.0,Arch Support (1-10),6,Comfort (1-10),7.0,3,17
Shoe Width (cm),9.0,Arch Support (1-10),5,Comfort (1-10),8.0,3,18
Shoe Width (cm),9.0,Arch Support (1-10),5,Comfort (1-10),8.0,3,19
Shoe Width (cm),10.0,Arch Support (1-10),6,Comfort (1-10),7.0,3,20
Student Study Hours,10.0,Student Distractions,2,Student Exam Score,85.0,4,1
Student Study Hours,8.0,Student Distractions,3,Student Exam Score,80.0,4,2
Student Study Hours,12.0,Student Distractions,1,Student Exam Score,88.0,4,3
Student Study Hours,10.0,Student Distractions,2,Student Exam Score,85.0,4,4
Student Study Hours,14.0,Student Distractions,0,Student Exam Score,90.0,4,5
Student Study Hours,12.0,Student Distractions,1,Student Exam Score,88.0,4,6
Student Study Hours,8.0,Student Distractions,4,Student Exam Score,78.0,4,7
Student Study Hours,6.0,Student Distractions,5,Student Exam Score,75.0,4,8
Student Study Hours,6.0,Student Distractions,5,Student Exam Score,75.0,4,9
Student Study Hours,4.0,Student Distractions,6,Student Exam Score,72.0,4,10
Student Study Hours,4.0,Student Distractions,6,Student Exam Score,72.0,4,11
Student Study Hours,2.0,Student Distractions,7,Student Exam Score,70.0,4,12
Student Study Hours,2.0,Student Distractions,7,Student Exam Score,70.0,4,13
Student Study Hours,0.0,Student Distractions,8,Student Exam Score,65.0,4,14
Student Study Hours,16.0,Student Distractions,0,Student Exam Score,92.0,4,15
Student Study Hours,14.0,Student Distractions,0,Student Exam Score,90.0,4,16
Student Study Hours,18.0,Student Distractions,1,Student Exam Score,93.0,4,17
Student Study Hours,16.0,Student Distractions,0,Student Exam Score,92.0,4,18
Student Study Hours,20.0,Student Distractions,2,Student Exam Score,94.0,4,19
Student Study Hours,18.0,Student Distractions,1,Student Exam Score,93.0,4,20
House Square Feet,2000.0,House Age,10,House Price,350000.0,5,1
House Square Feet,1800.0,House Age,15,House Price,300000.0,5,2
House Square Feet,2200.0,House Age,8,House Price,380000.0,5,3
House Square Feet,2000.0,House Age,10,House Price,350000.0,5,4
House Square Feet,2400.0,House Age,5,House Price,400000.0,5,5
House Square Feet,2200.0,House Age,8,House Price,380000.0,5,6
House Square Feet,1600.0,House Age,20,House Price,280000.0,5,7
House Square Feet,1400.0,House Age,25,House Price,250000.0,5,8
House Square Feet,1400.0,House Age,25,House Price,250000.0,5,9
House Square Feet,1200.0,House Age,30,House Price,220000.0,5,10
House Square Feet,1200.0,House Age,30,House Price,220000.0,5,11
House Square Feet,1000.0,House Age,35,House Price,200000.0,5,12
House Square Feet,1000.0,House Age,35,House Price,200000.0,5,13
House Square Feet,800.0,House Age,40,House Price,180000.0,5,14
House Square Feet,2600.0,House Age,3,House Price,420000.0,5,15
House Square Feet,2400.0,House Age,5,House Price,400000.0,5,16
House Square Feet,2800.0,House Age,2,House Price,440000.0,5,17
House Square Feet,2600.0,House Age,3,House Price,420000.0,5,18
House Square Feet,3000.0,House Age,1,House Price,460000.0,5,19
House Square Feet,2800.0,House Age,2,House Price,440000.0,5,20
Phone Processor Speed,3.5,Phone Battery Capacity,4000,Phone Performance Score,8.7,6,1
Phone Processor Speed,3.0,Phone Battery Capacity,4500,Phone Performance Score,8.5,6,2
Phone Processor Speed,4.0,Phone Battery Capacity,3500,Phone Performance Score,9.0,6,3
Phone Processor Speed,3.5,Phone Battery Capacity,4000,Phone Performance Score,8.7,6,4
Phone Processor Speed,4.5,Phone Battery Capacity,3000,Phone Performance Score,9.3,6,5
Phone Processor Speed,4.0,Phone Battery Capacity,3500,Phone Performance Score,9.0,6,6
Phone Processor Speed,3.0,Phone Battery Capacity,5000,Phone Performance Score,8.4,6,7
Phone Processor Speed,2.5,Phone Battery Capacity,5500,Phone Performance Score,8.2,6,8
Phone Processor Speed,2.5,Phone Battery Capacity,5500,Phone Performance Score,8.2,6,9
Phone Processor Speed,2.0,Phone Battery Capacity,6000,Phone Performance Score,8.0,6,10
Phone Processor Speed,2.0,Phone Battery Capacity,6000,Phone Performance Score,8.0,6,11
Phone Processor Speed,1.5,Phone Battery Capacity,6500,Phone Performance Score,7.8,6,12
Phone Processor Speed,1.5,Phone Battery Capacity,6500,Phone Performance Score,7.8,6,13
Phone Processor Speed,1.0,Phone Battery Capacity,7000,Phone Performance Score,7.5,6,14
Phone Processor Speed,5.0,Phone Battery Capacity,2500,Phone Performance Score,9.6,6,15
Phone Processor Speed,4.5,Phone Battery Capacity,3000,Phone Performance Score,9.3,6,16
Phone Processor Speed,5.5,Phone Battery Capacity,2000,Phone Performance Score,9.9,6,17
Phone Processor Speed,5.0,Phone Battery Capacity,2500,Phone Performance Score,9.6,6,18
Phone Processor Speed,6.0,Phone Battery Capacity,1500,Phone Performance Score,10.2,6,19
Phone Processor Speed,5.5,Phone Battery Capacity,2000,Phone Performance Score,9.9,6,20
Restaurant Menu Variety,50.0,Restaurant Wait Time,15,Restaurant Rating,4.2,7,1
Restaurant Menu Variety,40.0,Restaurant Wait Time,20,Restaurant Rating,4.0,7,2
Restaurant Menu Variety,60.0,Restaurant Wait Time,10,Restaurant Rating,4.5,7,3
Restaurant Menu Variety,50.0,Restaurant Wait Time,15,Restaurant Rating,4.2,7,4
Restaurant Menu Variety,70.0,Restaurant Wait Time,5,Restaurant Rating,4.8,7,5
Restaurant Menu Variety,60.0,Restaurant Wait Time,10,Restaurant Rating,4.5,7,6
Restaurant Menu Variety,40.0,Restaurant Wait Time,25,Restaurant Rating,3.8,7,7
Restaurant Menu Variety,30.0,Restaurant Wait Time,30,Restaurant Rating,3.6,7,8
Restaurant Menu Variety,30.0,Restaurant Wait Time,30,Restaurant Rating,3.6,7,9
Restaurant Menu Variety,20.0,Restaurant Wait Time,35,Restaurant Rating,3.4,7,10
Restaurant Menu Variety,20.0,Restaurant Wait Time,35,Restaurant Rating,3.4,7,11
Restaurant Menu Variety,10.0,Restaurant Wait Time,40,Restaurant Rating,3.2,7,12
Restaurant Menu Variety,10.0,Restaurant Wait Time,40,Restaurant Rating,3.2,7,13
Restaurant Menu Variety,0.0,Restaurant Wait Time,45,Restaurant Rating,3.0,7,14
Restaurant Menu Variety,80.0,Restaurant Wait Time,0,Restaurant Rating,5.0,7,15
Restaurant Menu Variety,70.0,Restaurant Wait Time,5,Restaurant Rating,4.8,7,16
Restaurant Menu Variety,90.0,Restaurant Wait Time,0,Restaurant Rating,5.2,7,17
Restaurant Menu Variety,80.0,Restaurant Wait Time,0,Restaurant Rating,5.0,7,18
Restaurant Menu Variety,100.0,Restaurant Wait Time,0,Restaurant Rating,5.4,7,19
Restaurant Menu Variety,90.0,Restaurant Wait Time,0,Restaurant Rating,5.2,7,20
Dog Training Hours,10.0,Dog Distractions,2,Dog Obedience Score,8.5,8,1
Dog Training Hours,8.0,Dog Distractions,3,Dog Obedience Score,8.0,8,2
Dog Training Hours,12.0,Dog Distractions,1,Dog Obedience Score,8.8,8,3
Dog Training Hours,10.0,Dog Distractions,2,Dog Obedience Score,8.5,8,4
Dog Training Hours,14.0,Dog Distractions,0,Dog Obedience Score,9.0,8,5
Dog Training Hours,12.0,Dog Distractions,1,Dog Obedience Score,8.8,8,6
Dog Training Hours,8.0,Dog Distractions,4,Dog Obedience Score,7.8,8,7
Dog Training Hours,6.0,Dog Distractions,5,Dog Obedience Score,7.5,8,8
Dog Training Hours,6.0,Dog Distractions,5,Dog Obedience Score,7.5,8,9
Dog Training Hours,4.0,Dog Distractions,6,Dog Obedience Score,7.2,8,10
Dog Training Hours,4.0,Dog Distractions,6,Dog Obedience Score,7.2,8,11
Dog Training Hours,2.0,Dog Distractions,7,Dog Obedience Score,7.0,8,12
Dog Training Hours,2.0,Dog Distractions,7,Dog Obedience Score,7.0,8,13
Dog Training Hours,0.0,Dog Distractions,8,Dog Obedience Score,6.5,8,14
Dog Training Hours,16.0,Dog Distractions,0,Dog Obedience Score,9.2,8,15
Dog Training Hours,14.0,Dog Distractions,0,Dog Obedience Score,9.0,8,16
Dog Training Hours,18.0,Dog Distractions,1,Dog Obedience Score,9.3,8,17
Dog Training Hours,16.0,Dog Distractions,0,Dog Obedience Score,9.2,8,18
Dog Training Hours,20.0,Dog Distractions,2,Dog Obedience Score,9.4,8,19
Dog Training Hours,18.0,Dog Distractions,1,Dog Obedience Score,9.3,8,20
Exercise Intensity,7.0,Exercise Duration,30,Exercise Burned Calories,300.0,9,1
Exercise Intensity,6.0,Exercise Duration,40,Exercise Burned Calories,280.0,9,2
Exercise Intensity,8.0,Exercise Duration,25,Exercise Burned Calories,320.0,9,3
Exercise Intensity,7.0,Exercise Duration,30,Exercise Burned Calories,300.0,9,4
Exercise Intensity,9.0,Exercise Duration,20,Exercise Burned Calories,340.0,9,5
Exercise Intensity,8.0,Exercise Duration,25,Exercise Burned Calories,320.0,9,6
Exercise Intensity,6.0,Exercise Duration,50,Exercise Burned Calories,270.0,9,7
Exercise Intensity,5.0,Exercise Duration,60,Exercise Burned Calories,250.0,9,8
Exercise Intensity,5.0,Exercise Duration,60,Exercise Burned Calories,250.0,9,9
Exercise Intensity,4.0,Exercise Duration,70,Exercise Burned Calories,230.0,9,10
Exercise Intensity,4.0,Exercise Duration,70,Exercise Burned Calories,230.0,9,11
Exercise Intensity,3.0,Exercise Duration,80,Exercise Burned Calories,210.0,9,12
Exercise Intensity,3.0,Exercise Duration,80,Exercise Burned Calories,210.0,9,13
Exercise Intensity,2.0,Exercise Duration,90,Exercise Burned Calories,190.0,9,14
Exercise Intensity,10.0,Exercise Duration,10,Exercise Burned Calories,360.0,9,15
Exercise Intensity,9.0,Exercise Duration,20,Exercise Burned Calories,340.0,9,16
Exercise Intensity,11.0,Exercise Duration,5,Exercise Burned Calories,380.0,9,17
Exercise Intensity,10.0,Exercise Duration,10,Exercise Burned Calories,360.0,9,18
Exercise Intensity,12.0,Exercise Duration,0,Exercise Burned Calories,400.0,9,19
Exercise Intensity,11.0,Exercise Duration,5,Exercise Burned Calories,380.0,9,20
House Size,2000.0,Bedrooms,3,Price,350000.0,10,1
House Size,1800.0,Bedrooms,4,Price,330000.0,10,2
House Size,2200.0,Bedrooms,2,Price,400000.0,10,3
House Size,2000.0,Bedrooms,3,Price,380000.0,10,4
House Size,1800.0,Bedrooms,4,Price,320000.0,10,5
House Size,1600.0,Bedrooms,5,Price,300000.0,10,6
House Size,2400.0,Bedrooms,3,Price,450000.0,10,7
House Size,2200.0,Bedrooms,4,Price,430000.0,10,8
House Size,2100.0,Bedrooms,2,Price,420000.0,10,9
House Size,1900.0,Bedrooms,3,Price,400000.0,10,10
House Size,1900.0,Bedrooms,5,Price,340000.0,10,11
House Size,1700.0,Bedrooms,6,Price,320000.0,10,12
House Size,2300.0,Bedrooms,2,Price,440000.0,10,13
House Size,2100.0,Bedrooms,3,Price,420000.0,10,14
House Size,2000.0,Bedrooms,4,Price,360000.0,10,15
House Size,1800.0,Bedrooms,5,Price,340000.0,10,16
House Size,2200.0,Bedrooms,3,Price,410000.0,10,17
House Size,2000.0,Bedrooms,4,Price,390000.0,10,18
House Size,2100.0,Bedrooms,5,Price,370000.0,10,19
House Size,1900.0,Bedrooms,6,Price,350000.0,10,20
Age,30.0,Exercise Hours,3,Heart Health,90.0,11,1
Age,40.0,Exercise Hours,2,Heart Health,85.0,11,2
Age,50.0,Exercise Hours,1,Heart Health,70.0,11,3
Age,60.0,Exercise Hours,0,Heart Health,65.0,11,4
Age,25.0,Exercise Hours,4,Heart Health,88.0,11,5
Age,35.0,Exercise Hours,3,Heart Health,83.0,11,6
Age,45.0,Exercise Hours,2,Heart Health,80.0,11,7
Age,55.0,Exercise Hours,1,Heart Health,75.0,11,8
Age,60.0,Exercise Hours,0,Heart Health,68.0,11,9
Age,70.0,Exercise Hours,0,Heart Health,63.0,11,10
Age,35.0,Exercise Hours,3,Heart Health,85.0,11,11
Age,45.0,Exercise Hours,2,Heart Health,80.0,11,12
Age,40.0,Exercise Hours,1,Heart Health,78.0,11,13
Age,50.0,Exercise Hours,0,Heart Health,73.0,11,14
Age,28.0,Exercise Hours,5,Heart Health,92.0,11,15
Age,38.0,Exercise Hours,4,Heart Health,88.0,11,16
Age,55.0,Exercise Hours,1,Heart Health,76.0,11,17
Age,65.0,Exercise Hours,0,Heart Health,71.0,11,18
Age,30.0,Exercise Hours,2,Heart Health,84.0,11,19
Age,40.0,Exercise Hours,1,Heart Health,80.0,11,20
Height,180.0,Weight,70,BMI,21.6,12,1
Height,170.0,Weight,75,BMI,25.95,12,2
Height,175.0,Weight,65,BMI,21.2,12,3
Height,165.0,Weight,70,BMI,25.7,12,4
Height,160.0,Weight,60,BMI,23.4,12,5
Height,150.0,Weight,65,BMI,28.9,12,6
Height,190.0,Weight,80,BMI,22.2,12,7
Height,180.0,Weight,85,BMI,26.2,12,8
Height,165.0,Weight,68,BMI,24.9,12,9
Height,155.0,Weight,73,BMI,30.0,12,10
Height,170.0,Weight,72,BMI,24.9,12,11
Height,160.0,Weight,77,BMI,30.1,12,12
Height,185.0,Weight,85,BMI,25.2,12,13
Height,175.0,Weight,90,BMI,29.4,12,14
Height,155.0,Weight,55,BMI,22.9,12,15
Height,145.0,Weight,60,BMI,28.7,12,16
Height,175.0,Weight,75,BMI,24.9,12,17
Height,165.0,Weight,80,BMI,29.6,12,18
Height,160.0,Weight,68,BMI,27.3,12,19
Height,150.0,Weight,73,BMI,32.4,12,20
Coffee Amount,3.0,Sugar Amount,1,Coffee Rating,7.0,13,1
Coffee Amount,4.0,Sugar Amount,2,Coffee Rating,6.5,13,2
Coffee Amount,2.0,Sugar Amount,2,Coffee Rating,6.5,13,3
Coffee Amount,3.0,Sugar Amount,3,Coffee Rating,6.0,13,4
Coffee Amount,4.0,Sugar Amount,0,Coffee Rating,5.0,13,5
Coffee Amount,5.0,Sugar Amount,1,Coffee Rating,4.5,13,6
Coffee Amount,3.0,Sugar Amount,3,Coffee Rating,6.0,13,7
Coffee Amount,4.0,Sugar Amount,4,Coffee Rating,5.5,13,8
Coffee Amount,2.0,Sugar Amount,1,Coffee Rating,5.5,13,9
Coffee Amount,3.0,Sugar Amount,2,Coffee Rating,5.0,13,10
Coffee Amount,3.0,Sugar Amount,2,Coffee Rating,6.0,13,11
Coffee Amount,4.0,Sugar Amount,3,Coffee Rating,5.5,13,12
Coffee Amount,4.0,Sugar Amount,1,Coffee Rating,5.5,13,13
Coffee Amount,5.0,Sugar Amount,2,Coffee Rating,5.0,13,14
Coffee Amount,2.0,Sugar Amount,3,Coffee Rating,6.0,13,15
Coffee Amount,3.0,Sugar Amount,4,Coffee Rating,5.5,13,16
Coffee Amount,3.0,Sugar Amount,0,Coffee Rating,5.0,13,17
Coffee Amount,4.0,Sugar Amount,1,Coffee Rating,4.5,13,18
Coffee Amount,4.0,Sugar Amount,2,Coffee Rating,6.5,13,19
Coffee Amount,5.0,Sugar Amount,3,Coffee Rating,6.0,13,20
Price,100.0,Size,5.0,Quality,80.0,14,1
Price,120.0,Size,6.0,Quality,75.0,14,2
Price,80.0,Size,4.0,Quality,85.0,14,3
Price,90.0,Size,5.0,Quality,82.0,14,4
Price,130.0,Size,7.0,Quality,70.0,14,5
Price,110.0,Size,8.0,Quality,74.0,14,6
Price,90.0,Size,3.0,Quality,87.0,14,7
Price,100.0,Size,4.0,Quality,84.0,14,8
Price,70.0,Size,2.0,Quality,90.0,14,9
Price,80.0,Size,3.0,Quality,88.0,14,10
Price,110.0,Size,6.0,Quality,75.0,14,11
Price,100.0,Size,7.0,Quality,78.0,14,12
Price,120.0,Size,8.0,Quality,68.0,14,13
Price,130.0,Size,9.0,Quality,65.0,14,14
Price,100.0,Size,5.0,Quality,79.0,14,15
Price,90.0,Size,6.0,Quality,81.0,14,16
Price,95.0,Size,4.0,Quality,83.0,14,17
Price,85.0,Size,5.0,Quality,85.0,14,18
Price,85.0,Size,3.0,Quality,86.0,14,19
Price,75.0,Size,4.0,Quality,88.0,14,20
Coffee Strength (scale 1-10),8.0,Caffeine Content (mg),100,Energy Boost (scale 1-10),7.0,15,1
Coffee Strength (scale 1-10),6.0,Caffeine Content (mg),120,Energy Boost (scale 1-10),6.0,15,2
Coffee Strength (scale 1-10),6.0,Caffeine Content (mg),120,Energy Boost (scale 1-10),6.0,15,3
Coffee Strength (scale 1-10),8.0,Caffeine Content (mg),100,Energy Boost (scale 1-10),7.0,15,4
Coffee Strength (scale 1-10),10.0,Caffeine Content (mg),90,Energy Boost (scale 1-10),7.0,15,5
Coffee Strength (scale 1-10),7.0,Caffeine Content (mg),110,Energy Boost (scale 1-10),6.0,15,6
Coffee Strength (scale 1-10),7.0,Caffeine Content (mg),110,Energy Boost (scale 1-10),6.0,15,7
Coffee Strength (scale 1-10),10.0,Caffeine Content (mg),90,Energy Boost (scale 1-10),7.0,15,8
Coffee Strength (scale 1-10),9.0,Caffeine Content (mg),80,Energy Boost (scale 1-10),6.0,15,9
Coffee Strength (scale 1-10),8.0,Caffeine Content (mg),95,Energy Boost (scale 1-10),6.5,15,10
Coffee Strength (scale 1-10),8.0,Caffeine Content (mg),95,Energy Boost (scale 1-10),6.5,15,11
Coffee Strength (scale 1-10),9.0,Caffeine Content (mg),80,Energy Boost (scale 1-10),6.0,15,12
Coffee Strength (scale 1-10),6.0,Caffeine Content (mg),125,Energy Boost (scale 1-10),5.5,15,13
Coffee Strength (scale 1-10),7.0,Caffeine Content (mg),110,Energy Boost (scale 1-10),6.0,15,14
Coffee Strength (scale 1-10),7.0,Caffeine Content (mg),110,Energy Boost (scale 1-10),6.0,15,15
Coffee Strength (scale 1-10),6.0,Caffeine Content (mg),125,Energy Boost (scale 1-10),5.5,15,16
Coffee Strength (scale 1-10),10.0,Caffeine Content (mg),90,Energy Boost (scale 1-10),7.0,15,17
Coffee Strength (scale 1-10),9.0,Caffeine Content (mg),80,Energy Boost (scale 1-10),6.0,15,18
Coffee Strength (scale 1-10),8.0,Caffeine Content (mg),100,Energy Boost (scale 1-10),7.0,15,19
Coffee Strength (scale 1-10),6.0,Caffeine Content (mg),120,Energy Boost (scale 1-10),6.0,15,20
Number of Ingredients,5.0,Prep Time (minutes),10.0,Cooking Time (minutes),20.0,16,1
Number of Ingredients,10.0,Prep Time (minutes),20.0,Cooking Time (minutes),15.0,16,2
Number of Ingredients,8.0,Prep Time (minutes),15.0,Cooking Time (minutes),18.0,16,3
Number of Ingredients,12.0,Prep Time (minutes),25.0,Cooking Time (minutes),10.0,16,4
Number of Ingredients,3.0,Prep Time (minutes),5.0,Cooking Time (minutes),15.0,16,5
Number of Ingredients,6.0,Prep Time (minutes),10.0,Cooking Time (minutes),10.0,16,6
Number of Ingredients,10.0,Prep Time (minutes),20.0,Cooking Time (minutes),10.0,16,7
Number of Ingredients,8.0,Prep Time (minutes),15.0,Cooking Time (minutes),12.0,16,8
Number of Ingredients,7.0,Prep Time (minutes),12.0,Cooking Time (minutes),16.0,16,9
Number of Ingredients,9.0,Prep Time (minutes),18.0,Cooking Time (minutes),12.0,16,10
Number of Ingredients,4.0,Prep Time (minutes),8.0,Cooking Time (minutes),14.0,16,11
Number of Ingredients,6.0,Prep Time (minutes),10.0,Cooking Time (minutes),12.0,16,12
Number of Ingredients,6.0,Prep Time (minutes),10.0,Cooking Time (minutes),13.0,16,13
Number of Ingredients,10.0,Prep Time (minutes),20.0,Cooking Time (minutes),10.0,16,14
Number of Ingredients,9.0,Prep Time (minutes),18.0,Cooking Time (minutes),12.0,16,15
Number of Ingredients,12.0,Prep Time (minutes),25.0,Cooking Time (minutes),10.0,16,16
Number of Ingredients,5.0,Prep Time (minutes),10.0,Cooking Time (minutes),15.0,16,17
Number of Ingredients,7.0,Prep Time (minutes),14.0,Cooking Time (minutes),13.0,16,18
Number of Ingredients,12.0,Prep Time (minutes),25.0,Cooking Time (minutes),10.0,16,19
Number of Ingredients,10.0,Prep Time (minutes),20.0,Cooking Time (minutes),12.0,16,20
Shoe Weight,200.0,Brand Popularity,8.0,Comfort Rating,8.0,17,1
Shoe Weight,250.0,Brand Popularity,9.0,Comfort Rating,7.5,17,2
Shoe Weight,220.0,Brand Popularity,7.0,Comfort Rating,7.8,17,3
Shoe Weight,240.0,Brand Popularity,10.0,Comfort Rating,7.7,17,4
Shoe Weight,180.0,Brand Popularity,9.0,Comfort Rating,8.2,17,5
Shoe Weight,260.0,Brand Popularity,6.0,Comfort Rating,7.3,17,6
Shoe Weight,210.0,Brand Popularity,10.0,Comfort Rating,8.1,17,7
Shoe Weight,230.0,Brand Popularity,8.0,Comfort Rating,7.6,17,8
Shoe Weight,190.0,Brand Popularity,8.0,Comfort Rating,8.3,17,9
Shoe Weight,250.0,Brand Popularity,7.0,Comfort Rating,7.4,17,10
Shoe Weight,230.0,Brand Popularity,9.0,Comfort Rating,7.9,17,11
Shoe Weight,220.0,Brand Popularity,10.0,Comfort Rating,7.8,17,12
Shoe Weight,200.0,Brand Popularity,7.0,Comfort Rating,8.0,17,13
Shoe Weight,240.0,Brand Popularity,8.0,Comfort Rating,7.6,17,14
Shoe Weight,190.0,Brand Popularity,10.0,Comfort Rating,8.4,17,15
Shoe Weight,260.0,Brand Popularity,6.0,Comfort Rating,7.2,17,16
Shoe Weight,220.0,Brand Popularity,8.0,Comfort Rating,8.1,17,17
Shoe Weight,210.0,Brand Popularity,9.0,Comfort Rating,7.9,17,18
Shoe Weight,240.0,Brand Popularity,7.0,Comfort Rating,7.7,17,19
Shoe Weight,200.0,Brand Popularity,10.0,Comfort Rating,8.2,17,20
Car Speed (mph),60.0,Fuel Efficiency (mpg),30.0,Time to Destination (hours),2.0,18,1
Car Speed (mph),40.0,Fuel Efficiency (mpg),35.0,Time to Destination (hours),3.0,18,2
Car Speed (mph),70.0,Fuel Efficiency (mpg),25.0,Time to Destination (hours),1.5,18,3
Car Speed (mph),50.0,Fuel Efficiency (mpg),30.0,Time to Destination (hours),2.5,18,4
Car Speed (mph),80.0,Fuel Efficiency (mpg),20.0,Time to Destination (hours),1.0,18,5
Car Speed (mph),60.0,Fuel Efficiency (mpg),25.0,Time to Destination (hours),2.0,18,6
Car Speed (mph),90.0,Fuel Efficiency (mpg),15.0,Time to Destination (hours),0.8,18,7
Car Speed (mph),70.0,Fuel Efficiency (mpg),20.0,Time to Destination (hours),1.5,18,8
Car Speed (mph),100.0,Fuel Efficiency (mpg),10.0,Time to Destination (hours),0.6,18,9
Car Speed (mph),80.0,Fuel Efficiency (mpg),15.0,Time to Destination (hours),1.0,18,10
Car Speed (mph),65.0,Fuel Efficiency (mpg),28.0,Time to Destination (hours),1.8,18,11
Car Speed (mph),55.0,Fuel Efficiency (mpg),32.0,Time to Destination (hours),2.2,18,12
Car Speed (mph),75.0,Fuel Efficiency (mpg),22.0,Time to Destination (hours),1.3,18,13
