,task_id,participant,target,feature,answer,confidence
204,13,4,['anxietylevel'],Negativeaffect,J,5
205,13,5,['anxietylevel'],Negativeaffect,J,3
206,13,6,['anxietylevel'],Negativeaffect,J,4
207,13,7,['anxietylevel'],Negativeaffect,J,3
208,13,8,['anxietylevel'],Negativeaffect,J,3
209,13,9,['anxietylevel'],Negativeaffect,J,3
210,13,0,['anxietylevel'],copingabilities,F,4
211,13,1,['anxietylevel'],copingabilities,F,4
212,13,2,['anxietylevel'],copingabilities,J,1
213,13,3,['anxietylevel'],copingabilities,F,4
214,13,4,['anxietylevel'],copingabilities,F,4
215,13,5,['anxietylevel'],copingabilities,F,3
216,13,6,['anxietylevel'],copingabilities,F,5
217,13,7,['anxietylevel'],copingabilities,J,3
218,13,8,['anxietylevel'],copingabilities,J,4
219,13,9,['anxietylevel'],copingabilities,F,4
220,14,0,['confidencelevel'],esteem,J,3
221,14,1,['confidencelevel'],esteem,J,5
222,14,2,['confidencelevel'],esteem,J,4
223,14,3,['confidencelevel'],esteem,J,3
224,14,4,['confidencelevel'],esteem,J,3
225,14,5,['confidencelevel'],esteem,J,2
226,14,6,['confidencelevel'],esteem,F,4
227,14,7,['confidencelevel'],esteem,J,4
228,14,8,['confidencelevel'],esteem,J,4
229,14,9,['confidencelevel'],esteem,F,3
230,14,0,['confidencelevel'],socialsupport,J,3
231,14,1,['confidencelevel'],socialsupport,J,3
232,14,2,['confidencelevel'],socialsupport,J,4
233,14,3,['confidencelevel'],socialsupport,J,5
234,14,4,['confidencelevel'],socialsupport,J,5
235,14,5,['confidencelevel'],socialsupport,J,3
236,14,6,['confidencelevel'],socialsupport,J,4
237,14,7,['confidencelevel'],socialsupport,J,3
238,14,8,['confidencelevel'],socialsupport,J,4
239,14,9,['confidencelevel'],socialsupport,J,2
240,15,0,['burnoutrisk'],Stresslevel,J,3
241,15,1,['burnoutrisk'],Stresslevel,J,4
242,15,2,['burnoutrisk'],Stresslevel,J,3
243,15,3,['burnoutrisk'],Stresslevel,F,3
244,15,4,['burnoutrisk'],Stresslevel,J,4
245,15,5,['burnoutrisk'],Stresslevel,J,3
246,15,6,['burnoutrisk'],Stresslevel,J,3
247,15,7,['burnoutrisk'],Stresslevel,J,2
248,15,8,['burnoutrisk'],Stresslevel,J,4
249,15,9,['burnoutrisk'],Stresslevel,J,3
250,15,0,['burnoutrisk'],leisuretime,F,5
251,15,1,['burnoutrisk'],leisuretime,F,4
252,15,2,['burnoutrisk'],leisuretime,J,3
253,15,3,['burnoutrisk'],leisuretime,J,1
254,15,4,['burnoutrisk'],leisuretime,F,5
255,15,5,['burnoutrisk'],leisuretime,F,3
256,15,6,['burnoutrisk'],leisuretime,F,4
257,15,7,['burnoutrisk'],leisuretime,F,4
258,15,8,['burnoutrisk'],leisuretime,J,4
259,15,9,['burnoutrisk'],leisuretime,F,4
260,18,0,['meaninginlife'],Optimism,J,5
261,18,1,['meaninginlife'],Optimism,F,3
262,18,2,['meaninginlife'],Optimism,J,2
263,18,3,['meaninginlife'],Optimism,J,2
264,18,4,['meaninginlife'],Optimism,J,4
265,18,5,['meaninginlife'],Optimism,F,4
266,18,6,['meaninginlife'],Optimism,J,4
267,18,7,['meaninginlife'],Optimism,J,4
268,18,8,['meaninginlife'],Optimism,J,5
269,18,9,['meaninginlife'],Optimism,J,4
270,18,0,['meaninginlife'],purpose,J,3
271,18,1,['meaninginlife'],purpose,J,3
272,18,2,['meaninginlife'],purpose,J,4
273,18,3,['meaninginlife'],purpose,J,4
274,18,4,['meaninginlife'],purpose,F,3
275,18,5,['meaninginlife'],purpose,J,5
276,18,6,['meaninginlife'],purpose,J,4
277,18,7,['meaninginlife'],purpose,J,4
278,18,8,['meaninginlife'],purpose,J,2
279,18,9,['meaninginlife'],purpose,J,3
280,19,0,['communityengagement'],Altruism,J,3
281,19,1,['communityengagement'],Altruism,J,4
282,19,2,['communityengagement'],Altruism,J,3
283,19,3,['communityengagement'],Altruism,J,4
284,19,4,['communityengagement'],Altruism,J,4
285,19,5,['communityengagement'],Altruism,J,5
286,19,6,['communityengagement'],Altruism,J,3
287,19,7,['communityengagement'],Altruism,J,4
288,19,8,['communityengagement'],Altruism,J,4
289,19,9,['communityengagement'],Altruism,J,4
290,19,0,['communityengagement'],volunteerhours,F,2
291,19,1,['communityengagement'],volunteerhours,J,5
292,19,2,['communityengagement'],volunteerhours,J,5
293,19,3,['communityengagement'],volunteerhours,J,4
294,19,4,['communityengagement'],volunteerhours,J,5
295,19,5,['communityengagement'],volunteerhours,J,4
296,19,6,['communityengagement'],volunteerhours,F,5
297,19,7,['communityengagement'],volunteerhours,J,5
298,19,8,['communityengagement'],volunteerhours,J,2
299,19,9,['communityengagement'],volunteerhours,J,2
300,20,0,['wisdomscore'],Curiosity,J,5
301,20,1,['wisdomscore'],Curiosity,J,4
302,20,2,['wisdomscore'],Curiosity,J,4
303,20,3,['wisdomscore'],Curiosity,F,3
304,20,4,['wisdomscore'],Curiosity,J,4
305,20,5,['wisdomscore'],Curiosity,F,3
306,20,6,['wisdomscore'],Curiosity,F,3
307,20,7,['wisdomscore'],Curiosity,F,2
308,20,8,['wisdomscore'],Curiosity,F,2
309,20,9,['wisdomscore'],Curiosity,J,3
310,20,0,['wisdomscore'],knowledgeseeking,J,3
311,20,1,['wisdomscore'],knowledgeseeking,J,5
312,20,2,['wisdomscore'],knowledgeseeking,J,3
313,20,3,['wisdomscore'],knowledgeseeking,F,4
314,20,4,['wisdomscore'],knowledgeseeking,J,5
315,20,5,['wisdomscore'],knowledgeseeking,J,5
316,20,6,['wisdomscore'],knowledgeseeking,J,3
317,20,7,['wisdomscore'],knowledgeseeking,J,4
318,20,8,['wisdomscore'],knowledgeseeking,J,3
319,20,9,['wisdomscore'],knowledgeseeking,J,5
320,24,0,['skilledplaying'],Musicalability,J,3
321,24,1,['skilledplaying'],Musicalability,J,4
322,24,2,['skilledplaying'],Musicalability,J,5
323,24,3,['skilledplaying'],Musicalability,F,2
324,24,4,['skilledplaying'],Musicalability,J,3
325,24,5,['skilledplaying'],Musicalability,J,4
326,24,6,['skilledplaying'],Musicalability,J,3
327,24,7,['skilledplaying'],Musicalability,F,3
328,24,8,['skilledplaying'],Musicalability,J,5
329,24,9,['skilledplaying'],Musicalability,F,3
330,24,0,['skilledplaying'],practiceroutines,F,5
331,24,1,['skilledplaying'],practiceroutines,J,2
332,24,2,['skilledplaying'],practiceroutines,J,2
333,24,3,['skilledplaying'],practiceroutines,J,4
334,24,4,['skilledplaying'],practiceroutines,J,4
335,24,5,['skilledplaying'],practiceroutines,F,4
336,24,6,['skilledplaying'],practiceroutines,F,3
337,24,7,['skilledplaying'],practiceroutines,J,4
338,24,8,['skilledplaying'],practiceroutines,J,3
339,24,9,['skilledplaying'],practiceroutines,J,5
340,26,0,['teamperformance'],Leadership,J,3
341,26,1,['teamperformance'],Leadership,J,5
342,26,2,['teamperformance'],Leadership,J,4
343,26,3,['teamperformance'],Leadership,J,4
344,26,4,['teamperformance'],Leadership,J,4
345,26,5,['teamperformance'],Leadership,F,3
346,26,6,['teamperformance'],Leadership,F,4
347,26,7,['teamperformance'],Leadership,J,3
348,26,8,['teamperformance'],Leadership,J,4
349,26,9,['teamperformance'],Leadership,J,2
350,26,0,['teamperformance'],socialinfluence,F,4
351,26,1,['teamperformance'],socialinfluence,F,3
352,26,2,['teamperformance'],socialinfluence,J,4
353,26,3,['teamperformance'],socialinfluence,J,3
354,26,4,['teamperformance'],socialinfluence,J,3
355,26,5,['teamperformance'],socialinfluence,J,3
356,26,6,['teamperformance'],socialinfluence,J,4
357,26,7,['teamperformance'],socialinfluence,J,5
358,26,8,['teamperformance'],socialinfluence,F,5
359,26,9,['teamperformance'],socialinfluence,J,5
360,27,0,['collaborationquality'],Agreeableness,J,4
361,27,1,['collaborationquality'],Agreeableness,J,3
362,27,2,['collaborationquality'],Agreeableness,J,3
363,27,3,['collaborationquality'],Agreeableness,F,4
364,27,4,['collaborationquality'],Agreeableness,J,4
365,27,5,['collaborationquality'],Agreeableness,F,4
366,27,6,['collaborationquality'],Agreeableness,J,2
367,27,7,['collaborationquality'],Agreeableness,F,4
368,27,8,['collaborationquality'],Agreeableness,F,3
369,27,9,['collaborationquality'],Agreeableness,J,3
370,27,0,['collaborationquality'],cooperationtendency,J,5
371,27,1,['collaborationquality'],cooperationtendency,F,3
372,27,2,['collaborationquality'],cooperationtendency,J,4
373,27,3,['collaborationquality'],cooperationtendency,J,2
374,27,4,['collaborationquality'],cooperationtendency,J,3
375,27,5,['collaborationquality'],cooperationtendency,J,5
376,27,6,['collaborationquality'],cooperationtendency,J,3
377,27,7,['collaborationquality'],cooperationtendency,F,4
378,27,8,['collaborationquality'],cooperationtendency,J,2
379,27,9,['collaborationquality'],cooperationtendency,F,4
380,32,0,['recklessbehavior'],Impulsiveness,F,3
381,32,1,['recklessbehavior'],Impulsiveness,J,3
382,32,2,['recklessbehavior'],Impulsiveness,J,3
383,32,3,['recklessbehavior'],Impulsiveness,J,3
384,32,4,['recklessbehavior'],Impulsiveness,F,5
385,32,5,['recklessbehavior'],Impulsiveness,J,2
386,32,6,['recklessbehavior'],Impulsiveness,J,3
387,32,7,['recklessbehavior'],Impulsiveness,J,2
388,32,8,['recklessbehavior'],Impulsiveness,F,3
389,32,9,['recklessbehavior'],Impulsiveness,J,3
390,32,0,['recklessbehavior'],risktaking,J,4
391,32,1,['recklessbehavior'],risktaking,J,4
392,32,2,['recklessbehavior'],risktaking,J,3
393,32,3,['recklessbehavior'],risktaking,J,3
394,32,4,['recklessbehavior'],risktaking,F,1
395,32,5,['recklessbehavior'],risktaking,F,2
396,32,6,['recklessbehavior'],risktaking,F,4
397,32,7,['recklessbehavior'],risktaking,F,2
398,32,8,['recklessbehavior'],risktaking,F,3
399,32,9,['recklessbehavior'],risktaking,F,1
400,33,0,['creativitylevel'],Noveltyseeking,F,5
401,33,1,['creativitylevel'],Noveltyseeking,J,2
402,33,2,['creativitylevel'],Noveltyseeking,J,5
403,33,3,['creativitylevel'],Noveltyseeking,F,2
404,33,4,['creativitylevel'],Noveltyseeking,J,5
405,33,5,['creativitylevel'],Noveltyseeking,F,4
406,33,6,['creativitylevel'],Noveltyseeking,J,3
407,33,7,['creativitylevel'],Noveltyseeking,F,3
408,33,8,['creativitylevel'],Noveltyseeking,J,4
409,33,9,['creativitylevel'],Noveltyseeking,J,4
410,33,0,['creativitylevel'],curiosity,F,5
411,33,1,['creativitylevel'],curiosity,F,2
412,33,2,['creativitylevel'],curiosity,F,1
413,33,3,['creativitylevel'],curiosity,J,3
414,33,4,['creativitylevel'],curiosity,J,4
415,33,5,['creativitylevel'],curiosity,F,3
416,33,6,['creativitylevel'],curiosity,J,3
417,33,7,['creativitylevel'],curiosity,J,4
418,33,8,['creativitylevel'],curiosity,J,2
419,33,9,['creativitylevel'],curiosity,J,3
420,34,0,['civicengagement'],Socialparticipation,J,5
421,34,1,['civicengagement'],Socialparticipation,J,5
422,34,2,['civicengagement'],Socialparticipation,J,5
423,34,3,['civicengagement'],Socialparticipation,F,5
424,34,4,['civicengagement'],Socialparticipation,F,1
425,34,5,['civicengagement'],Socialparticipation,J,4
426,34,6,['civicengagement'],Socialparticipation,J,3
427,34,7,['civicengagement'],Socialparticipation,J,5
428,34,8,['civicengagement'],Socialparticipation,F,3
429,34,9,['civicengagement'],Socialparticipation,F,4
430,34,0,['civicengagement'],communitybelonging,J,2
431,34,1,['civicengagement'],communitybelonging,F,3
432,34,2,['civicengagement'],communitybelonging,J,3
433,34,3,['civicengagement'],communitybelonging,J,3
434,34,4,['civicengagement'],communitybelonging,J,5
435,34,5,['civicengagement'],communitybelonging,F,4
436,34,6,['civicengagement'],communitybelonging,J,4
437,34,7,['civicengagement'],communitybelonging,J,5
438,34,8,['civicengagement'],communitybelonging,J,3
439,34,9,['civicengagement'],communitybelonging,F,4
440,37,0,['resiliencefactors'],Familysupport,F,2
441,37,1,['resiliencefactors'],Familysupport,J,4
442,37,2,['resiliencefactors'],Familysupport,J,3
443,37,3,['resiliencefactors'],Familysupport,J,4
444,37,4,['resiliencefactors'],Familysupport,J,5
445,37,5,['resiliencefactors'],Familysupport,J,3
446,37,6,['resiliencefactors'],Familysupport,J,4
447,37,7,['resiliencefactors'],Familysupport,J,4
448,37,8,['resiliencefactors'],Familysupport,J,3
449,37,9,['resiliencefactors'],Familysupport,J,3
450,37,0,['resiliencefactors'],friendsupport,J,4
451,37,1,['resiliencefactors'],friendsupport,J,2
452,37,2,['resiliencefactors'],friendsupport,F,3
453,37,3,['resiliencefactors'],friendsupport,J,4
454,37,4,['resiliencefactors'],friendsupport,F,4
455,37,5,['resiliencefactors'],friendsupport,F,2
456,37,6,['resiliencefactors'],friendsupport,J,3
457,37,7,['resiliencefactors'],friendsupport,J,2
458,37,8,['resiliencefactors'],friendsupport,J,5
459,37,9,['resiliencefactors'],friendsupport,F,3
460,39,0,['dailyproductivity'],Morningness,J,5
461,39,1,['dailyproductivity'],Morningness,F,3
462,39,2,['dailyproductivity'],Morningness,J,4
463,39,3,['dailyproductivity'],Morningness,F,4
464,39,4,['dailyproductivity'],Morningness,F,4
465,39,5,['dailyproductivity'],Morningness,J,3
466,39,6,['dailyproductivity'],Morningness,J,3
467,39,7,['dailyproductivity'],Morningness,J,4
468,39,8,['dailyproductivity'],Morningness,J,4
469,39,9,['dailyproductivity'],Morningness,J,4
470,39,0,['dailyproductivity'],sleepconsistency,F,1
471,39,1,['dailyproductivity'],sleepconsistency,J,3
472,39,2,['dailyproductivity'],sleepconsistency,J,5
473,39,3,['dailyproductivity'],sleepconsistency,J,2
474,39,4,['dailyproductivity'],sleepconsistency,J,4
475,39,5,['dailyproductivity'],sleepconsistency,J,4
476,39,6,['dailyproductivity'],sleepconsistency,F,4
477,39,7,['dailyproductivity'],sleepconsistency,J,5
478,39,8,['dailyproductivity'],sleepconsistency,J,4
479,39,9,['dailyproductivity'],sleepconsistency,J,4
480,40,0,['tidinessscore'],Orderliness,F,2
481,40,1,['tidinessscore'],Orderliness,J,3
482,40,2,['tidinessscore'],Orderliness,F,2
483,40,3,['tidinessscore'],Orderliness,F,4
484,40,4,['tidinessscore'],Orderliness,J,4
485,40,5,['tidinessscore'],Orderliness,F,2
486,40,6,['tidinessscore'],Orderliness,J,4
487,40,7,['tidinessscore'],Orderliness,J,4
488,40,8,['tidinessscore'],Orderliness,J,3
489,40,9,['tidinessscore'],Orderliness,J,5
490,40,0,['tidinessscore'],organizationabilities,J,4
491,40,1,['tidinessscore'],organizationabilities,F,3
492,40,2,['tidinessscore'],organizationabilities,J,4
493,40,3,['tidinessscore'],organizationabilities,J,2
494,40,4,['tidinessscore'],organizationabilities,J,3
495,40,5,['tidinessscore'],organizationabilities,J,3
496,40,6,['tidinessscore'],organizationabilities,J,3
497,40,7,['tidinessscore'],organizationabilities,J,3
498,40,8,['tidinessscore'],organizationabilities,F,2
499,40,9,['tidinessscore'],organizationabilities,J,4
500,41,0,['accuracylevel'],Attentiontodetail,J,5
501,41,1,['accuracylevel'],Attentiontodetail,J,5
502,41,2,['accuracylevel'],Attentiontodetail,J,3
503,41,3,['accuracylevel'],Attentiontodetail,F,5
504,41,4,['accuracylevel'],Attentiontodetail,J,3
505,41,5,['accuracylevel'],Attentiontodetail,F,3
506,41,6,['accuracylevel'],Attentiontodetail,J,4
507,41,7,['accuracylevel'],Attentiontodetail,J,3
508,41,8,['accuracylevel'],Attentiontodetail,J,5
509,41,9,['accuracylevel'],Attentiontodetail,J,4
510,41,0,['accuracylevel'],precisionabilities,J,4
511,41,1,['accuracylevel'],precisionabilities,J,4
512,41,2,['accuracylevel'],precisionabilities,J,4
513,41,3,['accuracylevel'],precisionabilities,F,3
514,41,4,['accuracylevel'],precisionabilities,J,4
515,41,5,['accuracylevel'],precisionabilities,J,5
516,41,6,['accuracylevel'],precisionabilities,J,4
517,41,7,['accuracylevel'],precisionabilities,J,5
518,41,8,['accuracylevel'],precisionabilities,J,4
519,41,9,['accuracylevel'],precisionabilities,F,4
520,49,0,['safetylevel'],Caution,J,3
521,49,1,['safetylevel'],Caution,F,4
522,49,2,['safetylevel'],Caution,F,4
523,49,3,['safetylevel'],Caution,J,4
524,49,4,['safetylevel'],Caution,F,5
525,49,5,['safetylevel'],Caution,F,4
526,49,6,['safetylevel'],Caution,J,2
527,49,7,['safetylevel'],Caution,J,3
528,49,8,['safetylevel'],Caution,J,2
529,49,9,['safetylevel'],Caution,J,5
530,49,0,['safetylevel'],riskaversion,F,5
531,49,1,['safetylevel'],riskaversion,J,4
532,49,2,['safetylevel'],riskaversion,J,5
533,49,3,['safetylevel'],riskaversion,F,3
534,49,4,['safetylevel'],riskaversion,J,2
535,49,5,['safetylevel'],riskaversion,J,3
536,49,6,['safetylevel'],riskaversion,J,2
537,49,7,['safetylevel'],riskaversion,F,5
538,49,8,['safetylevel'],riskaversion,J,3
539,49,9,['safetylevel'],riskaversion,J,4
540,50,0,['goalperseverance'],Patience,F,3
541,50,1,['goalperseverance'],Patience,J,4
542,50,2,['goalperseverance'],Patience,J,5
543,50,3,['goalperseverance'],Patience,J,2
544,50,4,['goalperseverance'],Patience,F,3
545,50,5,['goalperseverance'],Patience,J,2
546,50,6,['goalperseverance'],Patience,F,3
547,50,7,['goalperseverance'],Patience,F,3
548,50,8,['goalperseverance'],Patience,F,3
549,50,9,['goalperseverance'],Patience,F,4
550,50,0,['goalperseverance'],delayofgratification,J,2
551,50,1,['goalperseverance'],delayofgratification,J,2
552,50,2,['goalperseverance'],delayofgratification,J,4
553,50,3,['goalperseverance'],delayofgratification,F,4
