,task_id,participant,target,features,answer,confidence
169,24,9,['skilledplaying'],"('Musicalability', 'practiceroutines')",F,4
170,26,0,['teamperformance'],"('Leadership', 'socialinfluence')",F,4
171,26,1,['teamperformance'],"('Leadership', 'socialinfluence')",F,5
172,26,2,['teamperformance'],"('Leadership', 'socialinfluence')",F,3
173,26,3,['teamperformance'],"('Leadership', 'socialinfluence')",J,4
174,26,4,['teamperformance'],"('Leadership', 'socialinfluence')",F,5
175,26,5,['teamperformance'],"('Leadership', 'socialinfluence')",F,4
176,26,6,['teamperformance'],"('Leadership', 'socialinfluence')",F,4
177,26,7,['teamperformance'],"('Leadership', 'socialinfluence')",F,2
178,26,8,['teamperformance'],"('Leadership', 'socialinfluence')",F,2
179,26,9,['teamperformance'],"('Leadership', 'socialinfluence')",J,3
180,27,0,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",J,5
181,27,1,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,3
182,27,2,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,4
183,27,3,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,5
184,27,4,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,4
185,27,5,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",J,2
186,27,6,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,4
187,27,7,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,4
188,27,8,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",J,2
189,27,9,['collaborationquality'],"('Agreeableness', 'cooperationtendency')",F,4
190,32,0,['recklessbehavior'],"('Impulsiveness', 'risktaking')",F,3
191,32,1,['recklessbehavior'],"('Impulsiveness', 'risktaking')",J,5
192,32,2,['recklessbehavior'],"('Impulsiveness', 'risktaking')",F,4
193,32,3,['recklessbehavior'],"('Impulsiveness', 'risktaking')",F,2
194,32,4,['recklessbehavior'],"('Impulsiveness', 'risktaking')",F,3
195,32,5,['recklessbehavior'],"('Impulsiveness', 'risktaking')",J,2
196,32,6,['recklessbehavior'],"('Impulsiveness', 'risktaking')",F,4
197,32,7,['recklessbehavior'],"('Impulsiveness', 'risktaking')",J,3
198,32,8,['recklessbehavior'],"('Impulsiveness', 'risktaking')",J,3
199,32,9,['recklessbehavior'],"('Impulsiveness', 'risktaking')",F,4
200,33,0,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,4
201,33,1,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,4
202,33,2,['creativitylevel'],"('Noveltyseeking', 'curiosity')",J,3
203,33,3,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,4
204,33,4,['creativitylevel'],"('Noveltyseeking', 'curiosity')",J,3
205,33,5,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,4
206,33,6,['creativitylevel'],"('Noveltyseeking', 'curiosity')",J,3
207,33,7,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,3
208,33,8,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,3
209,33,9,['creativitylevel'],"('Noveltyseeking', 'curiosity')",F,3
210,34,0,['civicengagement'],"('Socialparticipation', 'communitybelonging')",J,2
211,34,1,['civicengagement'],"('Socialparticipation', 'communitybelonging')",F,4
212,34,2,['civicengagement'],"('Socialparticipation', 'communitybelonging')",F,4
213,34,3,['civicengagement'],"('Socialparticipation', 'communitybelonging')",F,3
214,34,4,['civicengagement'],"('Socialparticipation', 'communitybelonging')",J,4
215,34,5,['civicengagement'],"('Socialparticipation', 'communitybelonging')",F,4
216,34,6,['civicengagement'],"('Socialparticipation', 'communitybelonging')",J,2
217,34,7,['civicengagement'],"('Socialparticipation', 'communitybelonging')",J,4
218,34,8,['civicengagement'],"('Socialparticipation', 'communitybelonging')",F,4
219,34,9,['civicengagement'],"('Socialparticipation', 'communitybelonging')",F,4
220,37,0,['resiliencefactors'],"('Familysupport', 'friendsupport')",J,2
221,37,1,['resiliencefactors'],"('Familysupport', 'friendsupport')",J,5
222,37,2,['resiliencefactors'],"('Familysupport', 'friendsupport')",F,3
223,37,3,['resiliencefactors'],"('Familysupport', 'friendsupport')",J,2
224,37,4,['resiliencefactors'],"('Familysupport', 'friendsupport')",F,4
225,37,5,['resiliencefactors'],"('Familysupport', 'friendsupport')",F,5
226,37,6,['resiliencefactors'],"('Familysupport', 'friendsupport')",F,4
227,37,7,['resiliencefactors'],"('Familysupport', 'friendsupport')",J,4
228,37,8,['resiliencefactors'],"('Familysupport', 'friendsupport')",J,2
229,37,9,['resiliencefactors'],"('Familysupport', 'friendsupport')",F,3
230,39,0,['dailyproductivity'],"('Morningness', 'sleepconsistency')",J,3
231,39,1,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,4
232,39,2,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,3
233,39,3,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,4
234,39,4,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,5
235,39,5,['dailyproductivity'],"('Morningness', 'sleepconsistency')",J,3
236,39,6,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,3
237,39,7,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,2
238,39,8,['dailyproductivity'],"('Morningness', 'sleepconsistency')",F,3
239,39,9,['dailyproductivity'],"('Morningness', 'sleepconsistency')",J,4
240,40,0,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,4
241,40,1,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,3
242,40,2,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,5
243,40,3,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,5
244,40,4,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,5
245,40,5,['tidinessscore'],"('Orderliness', 'organizationabilities')",F,4
246,40,6,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,4
247,40,7,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,5
248,40,8,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,4
249,40,9,['tidinessscore'],"('Orderliness', 'organizationabilities')",J,3
250,41,0,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",J,4
251,41,1,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",J,5
252,41,2,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",J,3
253,41,3,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",F,5
254,41,4,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",J,3
255,41,5,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",F,2
256,41,6,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",J,2
257,41,7,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",F,5
258,41,8,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",F,3
259,41,9,['accuracylevel'],"('Attentiontodetail', 'precisionabilities')",F,3
260,49,0,['safetylevel'],"('Caution', 'riskaversion')",F,3
261,49,1,['safetylevel'],"('Caution', 'riskaversion')",F,4
262,49,2,['safetylevel'],"('Caution', 'riskaversion')",F,3
263,49,3,['safetylevel'],"('Caution', 'riskaversion')",F,3
264,49,4,['safetylevel'],"('Caution', 'riskaversion')",F,3
265,49,5,['safetylevel'],"('Caution', 'riskaversion')",J,4
266,49,6,['safetylevel'],"('Caution', 'riskaversion')",J,3
267,49,7,['safetylevel'],"('Caution', 'riskaversion')",J,3
268,49,8,['safetylevel'],"('Caution', 'riskaversion')",J,3
269,49,9,['safetylevel'],"('Caution', 'riskaversion')",F,4
270,50,0,['goalperseverance'],"('Patience', 'delayofgratification')",J,3
271,50,1,['goalperseverance'],"('Patience', 'delayofgratification')",F,5
272,50,2,['goalperseverance'],"('Patience', 'delayofgratification')",F,4
273,50,3,['goalperseverance'],"('Patience', 'delayofgratification')",F,5
274,50,4,['goalperseverance'],"('Patience', 'delayofgratification')",F,4
275,50,5,['goalperseverance'],"('Patience', 'delayofgratification')",J,2
276,50,6,['goalperseverance'],"('Patience', 'delayofgratification')",J,4
277,50,7,['goalperseverance'],"('Patience', 'delayofgratification')",J,5
278,50,8,['goalperseverance'],"('Patience', 'delayofgratification')",F,2
279,50,9,['goalperseverance'],"('Patience', 'delayofgratification')",F,4
280,53,0,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",J,2
281,53,1,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",J,5
282,53,2,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",J,4
283,53,3,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",F,3
284,53,4,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",J,2
285,53,5,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",F,4
286,53,6,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",F,3
287,53,7,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",F,4
288,53,8,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",J,2
289,53,9,['leadershipcapacity'],"('Peerpopularity', 'socialskills')",J,4
290,54,0,['verbalintelligence'],"('Readingamount', 'vocabularysize')",J,4
291,54,1,['verbalintelligence'],"('Readingamount', 'vocabularysize')",F,4
292,54,2,['verbalintelligence'],"('Readingamount', 'vocabularysize')",J,5
293,54,3,['verbalintelligence'],"('Readingamount', 'vocabularysize')",J,4
294,54,4,['verbalintelligence'],"('Readingamount', 'vocabularysize')",F,4
295,54,5,['verbalintelligence'],"('Readingamount', 'vocabularysize')",J,3
296,54,6,['verbalintelligence'],"('Readingamount', 'vocabularysize')",J,2
297,54,7,['verbalintelligence'],"('Readingamount', 'vocabularysize')",F,4
298,54,8,['verbalintelligence'],"('Readingamount', 'vocabularysize')",F,3
299,54,9,['verbalintelligence'],"('Readingamount', 'vocabularysize')",F,3
300,55,0,['skilllevelattained'],"('Practicehours', 'tutorsupport')",F,3
301,55,1,['skilllevelattained'],"('Practicehours', 'tutorsupport')",F,4
302,55,2,['skilllevelattained'],"('Practicehours', 'tutorsupport')",J,2
303,55,3,['skilllevelattained'],"('Practicehours', 'tutorsupport')",F,2
304,55,4,['skilllevelattained'],"('Practicehours', 'tutorsupport')",J,5
305,55,5,['skilllevelattained'],"('Practicehours', 'tutorsupport')",F,3
306,55,6,['skilllevelattained'],"('Practicehours', 'tutorsupport')",F,4
307,55,7,['skilllevelattained'],"('Practicehours', 'tutorsupport')",J,3
308,55,8,['skilllevelattained'],"('Practicehours', 'tutorsupport')",J,2
309,55,9,['skilllevelattained'],"('Practicehours', 'tutorsupport')",J,4
310,56,0,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",F,3
311,56,1,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",J,3
312,56,2,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",J,2
313,56,3,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",F,3
314,56,4,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",J,3
315,56,5,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",F,3
316,56,6,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",F,3
317,56,7,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",J,3
318,56,8,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",F,5
319,56,9,['creativityindex'],"('Exploratorytendency', 'noveltyseeking')",F,2
320,57,0,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,3
321,57,1,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,5
322,57,2,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,3
323,57,3,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,2
324,57,4,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,5
325,57,5,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",J,4
326,57,6,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,4
327,57,7,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",J,3
328,57,8,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,3
329,57,9,['goalachievement'],"('Sensitivitytoreward', 'motivationlevel')",F,3
330,59,0,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,2
331,59,1,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",J,3
332,59,2,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,4
333,59,3,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",J,4
334,59,4,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,4
335,59,5,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,3
336,59,6,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,3
337,59,7,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,4
338,59,8,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",F,5
339,59,9,['problemsolving'],"('Workingmemorycapacity', 'processingspeed')",J,3
340,61,0,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,2
341,61,1,['athleticachievement'],"('Physicalendurance', 'perseverance')",J,3
342,61,2,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,5
343,61,3,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,5
344,61,4,['athleticachievement'],"('Physicalendurance', 'perseverance')",J,4
345,61,5,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,4
346,61,6,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,2
347,61,7,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,3
348,61,8,['athleticachievement'],"('Physicalendurance', 'perseverance')",F,4
349,61,9,['athleticachievement'],"('Physicalendurance', 'perseverance')",J,4
350,63,0,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,4
351,63,1,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,3
352,63,2,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",J,4
353,63,3,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,3
354,63,4,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",J,3
355,63,5,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,2
356,63,6,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,3
357,63,7,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",J,3
358,63,8,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,2
359,63,9,['teamcohesion'],"('Cooperationtendency', 'agreeableness')",F,3
360,65,0,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,4
361,65,1,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,4
362,65,2,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,4
363,65,3,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,5
364,65,4,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,3
365,65,5,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,2
366,65,6,['parentingquality'],"('Nurturance', 'caregivingaptitude')",J,4
367,65,7,['parentingquality'],"('Nurturance', 'caregivingaptitude')",J,5
368,65,8,['parentingquality'],"('Nurturance', 'caregivingaptitude')",J,4
369,65,9,['parentingquality'],"('Nurturance', 'caregivingaptitude')",F,5
370,67,0,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",F,4
371,67,1,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",J,5
372,67,2,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",F,3
373,67,3,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",F,2
374,67,4,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",F,4
