prolific_id,condition_group,source_file,question_number,target,target_value,option1,option2,selected_option,button_pressed,optionA_trial_id,optionA_task_id,optionA_values,optionA_target_value,optionA_value1,optionA_value2,optionB_trial_id,optionB_task_id,optionB_values,optionB_target_value,optionB_value1,optionB_value2
UNKNOWN,ranking,comp-result_1229035_data.json,14,Exam Score,90,Study Time,Coffee Consumption,OptionB,J,7,14,"7.0, 1",90,7.0,1.0,19,14,"7.0, 3",90,7.0,3.0
UNKNOWN,ranking,comp-result_1229035_data.json,15,Enjoyment,95,Book pages,Author fame,OptionB,J,10,84,"580.0, 5",95,580.0,5.0,11,84,"250.0, 7",70,250.0,7.0
UNKNOWN,ranking,comp-result_1229035_data.json,16,Flower Size (inches),4,Plant Height (inches),Plant Width (inches),OptionB,J,20,152,"12.0, 6.0",4,12.0,6.0,14,152,"9.0, 8.0",2,9.0,8.0
UNKNOWN,ranking,comp-result_1229035_data.json,17,Customer satisfaction (1-10),8,Number of reviews,Price (in $),OptionB,J,10,56,"150.0, 50",8,150.0,50.0,11,56,"120.0, 50",8,120.0,50.0
UNKNOWN,ranking,comp-result_1229035_data.json,18,Student Exam Score,88,Student Study Hours,Student Distractions,OptionB,J,3,8,"12.0, 1",88,12.0,1.0,20,8,"18.0, 1",93,18.0,1.0
UNKNOWN,ranking,comp-result_1229035_data.json,19,Flower size (cm),6.2,Plant height (cm),Plant age (months),OptionB,J,19,146,"24.0, 3",6.2,24.0,3.0,3,146,"25.0, 4",6,25.0,4.0
UNKNOWN,ranking,comp-result_1229035_data.json,20,Calories Burned,200,Exercise Duration,Exercise Intensity,OptionB,J,17,71,"35.0, 4.0",200,35.0,4.0,12,71,"35.0, 6.0",190,35.0,6.0
UNKNOWN,ranking,comp-result_1229035_data.json,21,Training time,28,Dog weight,Dog breed,OptionA,F,12,59,"18.0, 2.0",28,18.0,2.0,3,59,"25.0, 1.0",35,25.0,1.0
UNKNOWN,ranking,comp-result_1229035_data.json,22,Energy Level (1-10),4.5,Dog Weight (lbs),Dog Age (years),OptionA,F,13,36,"27.0, 3.5",4.5,27.0,3.5,15,36,"32.0, 4.5",3.5,32.0,4.5
UNKNOWN,ranking,comp-result_1229035_data.json,23,Flower size (cm),3.8,Plant height (cm),Plant age (months),OptionA,F,10,146,"37.0, 7",3.8,37.0,7.0,9,146,"27.0, 4",5.8,27.0,4.0
UNKNOWN,ranking,comp-result_1229035_data.json,24,BMI,29.3,Height (inches),Weight (lbs),OptionB,J,10,158,"64.0, 150.0",29.3,64.0,150.0,12,158,"66.0, 170.0",30.1,66.0,170.0
UNKNOWN,ranking,comp-result_1229035_data.json,25,Battery Life (hours),9,Phone Battery Capacity (mAh),Phone Weight (g),OptionB,J,4,34,"3500.0, 150.0",9,3500.0,150.0,5,34,"5000.0, 130.0",12,5000.0,130.0
UNKNOWN,ranking,comp-result_1229035_data.json,26,Customer Satisfaction,7,Restaurant Wait Time (in mins),Restaurant Rating (1-5),OptionB,J,13,174,"18.0, 4",7,18.0,4.0,15,174,"14.0, 5",7,14.0,5.0
UNKNOWN,ranking,comp-result_1229035_data.json,27,Speed (km/h),16,Bike wheel size (inches),Frame weight (kg),OptionB,J,12,164,"22.0, 3.4",16,22.0,3.4,7,164,"26.0, 2.6",19,26.0,2.6
UNKNOWN,ranking,comp-result_1229035_data.json,28,Health index,80,Age,Exercise hours,OptionB,J,1,82,"40.0, 2",80,40.0,2.0,9,77,"35.0, 5",68,35.0,5.0
UNKNOWN,ranking,comp-result_1229035_data.json,29,Car speed (mph),100,Engine power (hp),Weight (kg),OptionB,J,12,90,"150.0, 1500",100,150.0,1500.0,7,90,"180.0, 1300",105,180.0,1300.0
UNKNOWN,ranking,comp-result_1229035_data.json,30,Energy Level (scale 1-10),5,Age (years),Number of Pets,OptionA,F,19,165,"5.0, 3",5,5.0,3.0,17,165,"6.0, 1",4,6.0,1.0
UNKNOWN,ranking,comp-result_1229035_data.json,31,Fuel Efficiency (km/l),8,Car Engine Size (liters),Weight (kg),OptionB,J,4,103,"3.5, 1400.0",8,3.5,1400.0,6,103,"2.4, 1300.0",11,2.4,1300.0
UNKNOWN,ranking,comp-result_1229035_data.json,32,Daily travel cost ($),25,Distance to work (miles),Commute time (minutes),OptionB,J,12,138,"5.0, 18",25,5.0,18.0,18,138,"1.0, 18",6,1.0,18.0
UNKNOWN,ranking,comp-result_1229035_data.json,33,Mobile Phone Performance,105,Mobile Phone RAM,Mobile Phone Battery Size,OptionA,F,15,40,"18.0, 2600",105,18.0,2600.0,7,40,"10.0, 3400",85,10.0,3400.0
UNKNOWN,ranking,comp-result_1229035_data.json,34,Morning Alertness,6,Hours of Sleep,Number of Alarms,OptionB,J,2,160,"6.0, 2",6,6.0,2.0,3,160,"8.0, 0",9,8.0,0.0
UNKNOWN,ranking,comp-result_1229035_data.json,35,Warmth Rating (1-10),7,Shirt Thickness (mm),Shirt Weight (g),OptionA,F,1,35,"2.0, 150.0",7,2.0,150.0,2,35,"1.0, 160.0",5,1.0,160.0
UNKNOWN,ranking,comp-result_1229035_data.json,36,Cooking time (minutes),20,Number of ingredients,Prep time (minutes),OptionB,J,3,140,"8.0, 8",20,8.0,8.0,9,140,"6.0, 10",24,6.0,10.0
UNKNOWN,ranking,comp-result_1229035_data.json,37,Energy level (1-10),5,Hours of sleep,Caffeine intake (mg),OptionB,J,3,54,"6.0, 150",5,6.0,150.0,11,54,"7.0, 120",5,7.0,120.0
UNKNOWN,ranking,comp-result_1229035_data.json,38,Engagement rate (%),4,Number of followers (count),Time posted (hours ago),OptionB,J,2,98,"800.0, 4",4,800.0,4.0,15,98,"800.0, 4",3,800.0,4.0
UNKNOWN,ranking,comp-result_1229035_data.json,39,Taste rating (1-10),5,Number of ingredients (count),Prep time (minutes),OptionB,J,9,97,"18.0, 15",5,18.0,15.0,20,97,"20.0, 10",3,20.0,10.0
UNKNOWN,ranking,comp-result_1229035_data.json,40,Morning alertness (1-10),6,Amount of sleep (hours),Time to bed (minutes past 10pm),OptionA,F,3,96,"7.0, 45",6,7.0,45.0,10,96,"6.0, 60",4,6.0,60.0
UNKNOWN,ranking,comp-result_1229035_data.json,41,Car Fuel Efficiency,16,Car Engine Size,Car Weight,OptionA,F,20,105,"2.5, 1600",16,2.5,1600.0,12,105,"2.6, 1700",15,2.6,1700.0
UNKNOWN,ranking,comp-result_1229035_data.json,42,Freshness,5,Cooking Time,Ingredients,OptionB,J,5,19,"45.0, 3.0",5,45.0,3.0,20,65,"40.0, 2",5,40.0,2.0
UNKNOWN,ranking,comp-result_1229035_data.json,43,Deliciousness,7,Cooking Time,Ingredients,OptionB,J,1,65,"30.0, 5",7,30.0,5.0,11,19,"35.0, 5.0",7,35.0,5.0
UNKNOWN,ranking,comp-result_1229035_data.json,44,Water Usage (ml/day),175,Plant Height,Plant Leaves,OptionA,F,12,73,"42.0, 14.0",175,42.0,14.0,10,73,"37.0, 10.0",155,37.0,10.0
UNKNOWN,ranking,comp-result_1229035_data.json,45,Health index,85,Age,Exercise hours,OptionB,J,11,82,"45.0, 2",85,45.0,2.0,6,82,"35.0, 3",88,35.0,3.0
UNKNOWN,ranking,comp-result_1229035_data.json,46,Fuel efficiency (km/l),15,Engine size (cc),Weight (kg),OptionA,F,13,51,"1550.0, 1220",15,1550.0,1220.0,6,51,"1900.0, 1400",11,1900.0,1400.0
UNKNOWN,ranking,comp-result_1229035_data.json,47,Exam score (points),70,Time spent studying (hours),Number of breaks (times),OptionB,J,17,89,"2.0, 4",70,2.0,4.0,16,139,"3.0, 5",60,3.0,5.0
UNKNOWN,ranking,comp-result_1229035_data.json,48,Exam score (%),80,Time spent studying (hours),Number of breaks (times),OptionA,F,9,139,"6.0, 1",80,6.0,1.0,15,139,"5.0, 3",70,5.0,3.0
UNKNOWN,ranking,comp-result_1229035_data.json,49,Weight loss,5,Exercise intensity,Exercise duration,OptionB,J,13,61,"8.0, 40.0",5,8.0,40.0,15,61,"10.0, 30.0",6,10.0,30.0
UNKNOWN,ranking,comp-result_1229035_data.json,50,Job Success,5.5,Age,Experience,OptionA,F,6,133,"45.0, 2.0",5.5,45.0,2.0,14,133,"65.0, 0.2",3.5,65.0,0.2
UNKNOWN,ranking,comp-result_1224321_data.json,1,Fuel Efficiency (km per liter),15,Car Engine Size (in liters),Car Weight (in kg),OptionB,J,17,173,"1.6, 1300",15,1.6,1300.0,7,173,"3.0, 1600",8,3.0,1600.0
UNKNOWN,ranking,comp-result_1224321_data.json,2,Exercise Burned Calories,340,Exercise Intensity,Exercise Duration,OptionB,J,16,13,"9.0, 20",340,9.0,20.0,5,13,"9.0, 20",340,9.0,20.0
UNKNOWN,ranking,comp-result_1224321_data.json,3,Taste Rating,7,Number of Ingredients,Prep Time (min),OptionA,F,16,148,"6.0, 30.0",7,6.0,30.0,18,148,"4.0, 20.0",9,4.0,20.0
UNKNOWN,ranking,comp-result_1224321_data.json,4,Energy Level,7,Age of Dog (years),Size (lbs),OptionA,F,7,159,"3.0, 15.0",7,3.0,15.0,13,159,"5.0, 25.0",4,5.0,25.0
UNKNOWN,ranking,comp-result_1224321_data.json,5,Comfort Rating,8.1,Shoe Weight,Brand Popularity,OptionA,F,17,29,"220.0, 8.0",8.1,220.0,8.0,4,29,"240.0, 10.0",7.7,240.0,10.0
UNKNOWN,ranking,comp-result_1224321_data.json,6,Plant Health,12,Plant Height,Water Amount,OptionB,J,11,169,"80.0, 1",12,80.0,1.0,17,169,"110.0, 1",15,110.0,1.0
UNKNOWN,ranking,comp-result_1224321_data.json,7,Calories burned,330,Exercise time (min),Heart rate (bpm),OptionB,J,17,116,"40.0, 110",330,40.0,110.0,6,116,"45.0, 110",370,45.0,110.0
UNKNOWN,ranking,comp-result_1224321_data.json,8,Value,8,Price,Size,OptionA,F,11,67,"100.0, 40",8,100.0,40.0,19,21,"85.0, 3.0",86,85.0,3.0
UNKNOWN,ranking,comp-result_1224321_data.json,9,Heart Health,83,Age,Exercise Hours,OptionA,F,6,16,"35.0, 3",83,35.0,3.0,11,16,"35.0, 3",85,35.0,3.0
UNKNOWN,ranking,comp-result_1224321_data.json,10,Reading time (hours),6.5,Book pages,Book weight (g),OptionA,F,9,114,"550.0, 330",6.5,550.0,330.0,14,114,"400.0, 390",5,400.0,390.0
UNKNOWN,ranking,comp-result_1224321_data.json,11,Time to Destination (hours),1.7,Car Speed (mph),Fuel Efficiency (mpg),OptionB,J,14,32,"65.0, 26.0",1.7,65.0,26.0,19,32,"110.0, 8.0",0.5,110.0,8.0
UNKNOWN,ranking,comp-result_1224321_data.json,12,Enjoyment Score,4.7,Book Thickness,Number of Reviews,OptionA,F,15,27,"250.0, 160.0",4.7,250.0,160.0,9,27,"200.0, 150.0",4.6,200.0,150.0
UNKNOWN,ranking,comp-result_1224321_data.json,13,Time to Destination (hours),2,Car Speed (mph),Fuel Efficiency (mpg),OptionA,F,6,32,"60.0, 25.0",2,60.0,25.0,14,32,"65.0, 26.0",1.7,65.0,26.0
UNKNOWN,ranking,comp-result_1224321_data.json,14,Exam score,75,Study time,Hours slept,OptionB,J,9,102,"3.0, 8",75,3.0,8.0,10,102,"2.0, 9",70,2.0,9.0
UNKNOWN,ranking,comp-result_1224321_data.json,15,Fuel Efficiency (km/l),14,Car Engine Size (liters),Weight (kg),OptionB,J,15,103,"1.7, 1250.0",14,1.7,1250.0,19,103,"2.1, 1400.0",12,2.1,1400.0
UNKNOWN,ranking,comp-result_1224321_data.json,16,Flower size (cm),5.8,Plant height (cm),Plant age (months),OptionB,J,9,146,"27.0, 4",5.8,27.0,4.0,1,146,"30.0, 3",5,30.0,3.0
UNKNOWN,ranking,comp-result_1224321_data.json,17,Taste Score,7.2,Cooking Time,Spice Level,OptionA,F,7,130,"35.0, 8.0",7.2,35.0,8.0,5,130,"30.0, 7.0",7.5,30.0,7.0
UNKNOWN,ranking,comp-result_1224321_data.json,18,Student Exam Score,65,Student Study Hours,Student Distractions,OptionB,J,14,8,"0.0, 8",65,0.0,8.0,1,8,"10.0, 2",85,10.0,2.0
UNKNOWN,ranking,comp-result_1224321_data.json,19,BMI,28.7,Height,Weight,OptionA,F,16,17,"145.0, 60",28.7,145.0,60.0,9,17,"165.0, 68",24.9,165.0,68.0
UNKNOWN,ranking,comp-result_1224321_data.json,20,Rent (per month),1400,Distance from center (km),Size (m²),OptionB,J,16,53,"3.0, 70",1400,3.0,70.0,17,53,"2.0, 40",1400,2.0,40.0
UNKNOWN,ranking,comp-result_1224321_data.json,21,Battery Life (hours),7,Phone Battery (mAh),Screen Brightness (%),OptionB,J,12,5,"3000.0, 60",7,3000.0,60.0,16,5,"3500.0, 60",9,3500.0,60.0
UNKNOWN,ranking,comp-result_1224321_data.json,22,Value for Money,42,Price,Weight,OptionB,J,4,20,"90.0, 2.5",42,90.0,2.5,13,20,"105.0, 2.2",43,105.0,2.2
UNKNOWN,ranking,comp-result_1224321_data.json,23,Favorability,7,Coffee strength,Coffee cream,OptionA,F,1,57,"8.0, 0.5",7,8.0,0.5,11,57,"10.0, 0.5",9,10.0,0.5
UNKNOWN,ranking,comp-result_1224321_data.json,24,Exam score (points),75,Time spent studying (hours),Number of breaks (times),OptionB,J,7,89,"2.0, 1",75,2.0,1.0,17,89,"2.0, 4",70,2.0,4.0
UNKNOWN,ranking,comp-result_1224321_data.json,25,Reliability,98,Car age,Maintenance cost,OptionA,F,18,83,"2.0, 2700",98,2.0,2700.0,14,83,"3.0, 1600",85,3.0,1600.0
UNKNOWN,ranking,comp-result_1224321_data.json,26,Quality,65,Price,Size,OptionB,J,14,21,"130.0, 9.0",65,130.0,9.0,4,67,"100.0, 50",8,100.0,50.0
UNKNOWN,ranking,comp-result_1224321_data.json,27,Exam score,92,Study hours,Intelligence score,OptionB,J,11,122,"8.0, 60.0",92,8.0,60.0,10,122,"2.0, 100.0",69,2.0,100.0
UNKNOWN,ranking,comp-result_1224321_data.json,28,Exam score,92,Study hours,Intelligence score,OptionA,F,11,122,"8.0, 60.0",92,8.0,60.0,15,122,"9.0, 50.0",95,9.0,50.0
UNKNOWN,ranking,comp-result_1224321_data.json,29,Price,410000,House Size,Bedrooms,OptionA,F,17,15,"2200.0, 3",410000,2200.0,3.0,5,15,"1800.0, 4",320000,1800.0,4.0
UNKNOWN,ranking,comp-result_1224321_data.json,30,Taste Score,6.8,Cooking Time,Spice Level,OptionB,J,11,130,"45.0, 10.0",6.8,45.0,10.0,18,130,"65.0, 12.0",5.8,65.0,12.0
UNKNOWN,ranking,comp-result_1224321_data.json,31,Bike Speed,24,Bike Weight,Bike Frame Size,OptionA,F,13,106,"11.0, 21",24,11.0,21.0,6,106,"13.0, 22",22,13.0,22.0
UNKNOWN,ranking,comp-result_1224321_data.json,32,Exam Score,82,Study Time (hours),Intelligence Score,OptionB,J,18,157,"5.0, 65.0",82,5.0,65.0,3,157,"5.0, 75.0",82,5.0,75.0
UNKNOWN,ranking,comp-result_1224321_data.json,33,Growth Rate (cm/week),4,Plant Height (cm),Sunlight (hours/day),OptionB,J,19,4,"30.0, 4",4,30.0,4.0,19,4,"30.0, 4",4,30.0,4.0
UNKNOWN,ranking,comp-result_1224321_data.json,34,Energy Level,6,Age of Dog (years),Size (lbs),OptionA,F,17,159,"3.0, 18.0",6,3.0,18.0,10,159,"3.0, 22.0",5,3.0,22.0
UNKNOWN,ranking,comp-result_1224321_data.json,35,Comfort (1-10),9,Shoe Width (cm),Arch Support (1-10),OptionA,F,16,7,"8.0, 8",9,8.0,8.0,2,7,"10.0, 5",7,10.0,5.0
UNKNOWN,ranking,comp-result_1224321_data.json,36,Speed on Flat Ground,23,Bike Weight,Wheel Size,OptionA,F,12,30,"12.0, 28.0",23,12.0,28.0,12,30,"12.0, 28.0",23,12.0,28.0
UNKNOWN,ranking,comp-result_1224321_data.json,37,Reading time (hours),7.5,Book pages,Book weight (g),OptionA,F,11,114,"650.0, 320",7.5,650.0,320.0,2,114,"300.0, 350",4.2,300.0,350.0
UNKNOWN,ranking,comp-result_1224321_data.json,38,Battery Life,44,Phone Battery Capacity,Phone Weight,OptionA,F,17,171,"11000.0, 180",44,11000.0,180.0,20,171,"12000.0, 200",46,12000.0,200.0
UNKNOWN,ranking,comp-result_1224321_data.json,39,Job Success,2,Age,Experience,OptionB,J,20,133,"80.0, 0.02",2,80.0,0.02,12,133,"60.0, 0.3",4,60.0,0.3
UNKNOWN,ranking,comp-result_1224321_data.json,40,Fuel efficiency (km/l),11,Engine size (cc),Weight (kg),OptionA,F,11,51,"1800.0, 1350",11,1800.0,1350.0,5,51,"1400.0, 1300",16,1400.0,1300.0
UNKNOWN,ranking,comp-result_1224321_data.json,41,Value for Money,40,Price,Weight,OptionB,J,8,20,"100.0, 2.0",40,100.0,2.0,11,20,"120.0, 1.8",38,120.0,1.8
UNKNOWN,ranking,comp-result_1224321_data.json,42,Reliability,85,Car age,Maintenance cost,OptionA,F,14,83,"3.0, 1600",85,3.0,1600.0,5,83,"10.0, 500",50,10.0,500.0
UNKNOWN,ranking,comp-result_1224321_data.json,43,Fuel efficiency (km/l),9,Engine power (in horsepower),Weight (in kg),OptionA,F,11,87,"190.0, 1400",9,190.0,1400.0,17,87,"210.0, 1400",8,210.0,1400.0
UNKNOWN,ranking,comp-result_1224321_data.json,44,Lighting (lux),500,Room size (m2),Number of windows,OptionA,F,7,115,"18.0, 3",500,18.0,3.0,12,115,"25.0, 3",680,25.0,3.0
UNKNOWN,ranking,comp-result_1224321_data.json,45,Resale value (in $),15000,Age of car (years),Mileage (km),OptionB,J,1,55,"5.0, 50000",15000,5.0,50000.0,2,55,"3.0, 30000",20000,3.0,30000.0
UNKNOWN,ranking,comp-result_1224321_data.json,46,Daily travel cost ($),30,Distance to work (miles),Commute time (minutes),OptionB,J,1,138,"5.0, 15",30,5.0,15.0,12,138,"5.0, 18",25,5.0,18.0
UNKNOWN,ranking,comp-result_1224321_data.json,47,Cooling Time (min),26,Room Size (m²),Window Size (m²),OptionA,F,9,143,"24.0, 3.0",26,24.0,3.0,17,143,"17.0, 1.6",36,17.0,1.6
UNKNOWN,ranking,comp-result_1224321_data.json,48,Fuel efficiency (km/l),15,Engine size (cc),Weight (kg),OptionA,F,10,51,"1500.0, 1200",15,1500.0,1200.0,17,51,"1450.0, 1190",16,1450.0,1190.0
UNKNOWN,ranking,comp-result_1224321_data.json,49,Plant Health,14,Plant Height,Water Amount,OptionA,F,18,169,"110.0, 2",14,110.0,2.0,19,169,"120.0, 1",16,120.0,1.0
UNKNOWN,ranking,comp-result_1224321_data.json,50,Quality,82,Price,Size,OptionB,J,4,21,"90.0, 5.0",82,90.0,5.0,7,67,"90.0, 30",6,90.0,30.0
UNKNOWN,ranking,comp-result_1224319_data.json,1,Energy level (1-10),7,Hours of sleep,Caffeine intake (mg),OptionA,F,5,54,"8.0, 80",7,8.0,80.0,7,54,"5.0, 200",4,5.0,200.0
UNKNOWN,ranking,comp-result_1224319_data.json,2,Heart rate,70,Age,Exercise hours,OptionA,F,18,77,"40.0, 4",70,40.0,4.0,8,82,"55.0, 2",65,55.0,2.0
UNKNOWN,ranking,comp-result_1224319_data.json,3,Retention Rate (%),88,Study Time (hours),Number of Distractions,OptionA,F,15,161,"5.0, 1",88,5.0,1.0,13,161,"2.0, 4",55,2.0,4.0
UNKNOWN,ranking,comp-result_1224319_data.json,4,Car speed (mph),105,Engine power (hp),Weight (kg),OptionB,J,7,90,"180.0, 1300",105,180.0,1300.0,17,90,"260.0, 1600",125,260.0,1600.0
UNKNOWN,ranking,comp-result_1224319_data.json,5,Flower blooming time,5,Hours of sunlight,Humidity,OptionB,J,5,101,"5.0, 80.0",5,5.0,80.0,4,101,"7.0, 55.0",4,7.0,55.0
UNKNOWN,ranking,comp-result_1224319_data.json,6,Battery life,11,Battery capacity,Weight,OptionA,F,10,75,"4500.0, 280",11,4500.0,280.0,6,75,"3000.0, 300",8,3000.0,300.0
UNKNOWN,ranking,comp-result_1224319_data.json,7,Mood Score (1-10),5,Hours of Sleep,Screen Time (hours),OptionB,J,10,109,"4.0, 5",5,4.0,5.0,2,109,"7.0, 3",8,7.0,3.0
UNKNOWN,ranking,comp-result_1224319_data.json,8,Phone Performance Score,7.5,Phone Processor Speed,Phone Battery Capacity,OptionB,J,14,10,"1.0, 7000",7.5,1.0,7000.0,9,10,"2.5, 5500",8.2,2.5,5500.0
UNKNOWN,ranking,comp-result_1224319_data.json,9,Cooling Time (min),27,Room Size (m²),Window Size (m²),OptionB,J,16,143,"25.0, 3.2",27,25.0,3.2,10,143,"28.0, 4.0",22,28.0,4.0
UNKNOWN,ranking,comp-result_1224319_data.json,10,Usage Time,15,Battery Capacity,Weight,OptionA,F,11,22,"5500.0, 170.0",15,5500.0,170.0,5,22,"3000.0, 250.0",10,3000.0,250.0
UNKNOWN,ranking,comp-result_1224319_data.json,11,Weight loss,6,Exercise intensity,Exercise duration,OptionA,F,15,61,"10.0, 30.0",6,10.0,30.0,19,61,"9.0, 35.0",5,9.0,35.0
UNKNOWN,ranking,comp-result_1224319_data.json,12,Morning Alertness,8,Hours of Sleep,Number of Alarms,OptionA,F,8,160,"8.0, 1",8,8.0,1.0,4,160,"7.0, 1",7,7.0,1.0
UNKNOWN,ranking,comp-result_1224319_data.json,13,Mood Score (1-10),9,Hours of Sleep,Screen Time (hours),OptionA,F,12,109,"9.0, 1",9,9.0,1.0,12,109,"9.0, 1",9,9.0,1.0
UNKNOWN,ranking,comp-result_1224319_data.json,14,Exam score,69,Study hours,Intelligence score,OptionA,F,10,122,"2.0, 100.0",69,2.0,100.0,20,122,"9.0, 45.0",99,9.0,45.0
UNKNOWN,ranking,comp-result_1224319_data.json,15,Fuel Efficiency (km/L),14,Car Weight (kg),Engine Power (hp),OptionB,J,18,3,"1200.0, 130",14,1200.0,130.0,16,3,"1100.0, 110",16,1100.0,110.0
UNKNOWN,ranking,comp-result_1224319_data.json,16,Cooking Time (minutes),13,Number of Ingredients,Prep Time (minutes),OptionB,J,18,26,"7.0, 14.0",13,7.0,14.0,15,26,"9.0, 18.0",12,9.0,18.0
UNKNOWN,ranking,comp-result_1224319_data.json,17,Distance Traveled,525,Speed,Comfort,OptionA,F,12,129,"105.0, 3.0",525,105.0,3.0,3,129,"70.0, 6.0",350,70.0,6.0
UNKNOWN,ranking,comp-result_1224319_data.json,18,Energy level (1-10),8,Hours of sleep,Caffeine intake (mg),OptionA,F,2,54,"8.0, 50",8,8.0,50.0,15,54,"6.0, 100",5,6.0,100.0
UNKNOWN,ranking,comp-result_1224319_data.json,19,Deliciousness,3,Cooking time,Ingredients,OptionB,J,18,125,"75.0, 1.0",3,75.0,1.0,10,125,"5.0, 10.0",10,5.0,10.0
UNKNOWN,ranking,comp-result_1224319_data.json,20,Physical Endurance,8.5,Age,Height,OptionA,F,5,135,"25.0, 165.0",8.5,25.0,165.0,11,135,"45.0, 175.0",5.5,45.0,175.0
UNKNOWN,ranking,comp-result_1224319_data.json,21,Deliciousness,4,Cooking time,Ingredients,OptionB,J,11,125,"60.0, 2.0",4,60.0,2.0,12,125,"55.0, 3.0",5,55.0,3.0
UNKNOWN,ranking,comp-result_1224319_data.json,22,Muscle gain,60,Exercise intensity,Water intake,OptionB,J,5,86,"5.0, 1",60,5.0,1.0,11,86,"7.0, 1",70,7.0,1.0
UNKNOWN,ranking,comp-result_1224319_data.json,23,House price ($),280000,House size (sq ft),House age (years),OptionB,J,2,155,"2500.0, 20.0",280000,2500.0,20.0,20,155,"2550.0, 21.0",275000,2550.0,21.0
UNKNOWN,ranking,comp-result_1224319_data.json,24,Taste rating (1-10),6,Number of ingredients,Prep time (in minutes),OptionB,J,9,88,"7.0, 30",6,7.0,30.0,20,88,"9.0, 25",4,9.0,25.0
UNKNOWN,ranking,comp-result_1224319_data.json,25,Engagement rate (%),5,Number of followers (count),Time posted (hours ago),OptionA,F,14,98,"1200.0, 3",5,1200.0,3.0,2,98,"800.0, 4",4,800.0,4.0
UNKNOWN,ranking,comp-result_1224319_data.json,26,Exam score (points),55,Time spent studying (hours),Number of breaks (times),OptionB,J,6,89,"0.0, 5",55,0.0,5.0,18,139,"4.0, 4",65,4.0,4.0
UNKNOWN,ranking,comp-result_1224319_data.json,27,Quality,88,Price,Size,OptionA,F,10,21,"80.0, 3.0",88,80.0,3.0,5,67,"120.0, 60",7,120.0,60.0
UNKNOWN,ranking,comp-result_1224319_data.json,28,Student Exam Score,93,Student Study Hours,Student Distractions,OptionA,F,20,8,"18.0, 1",93,18.0,1.0,3,8,"12.0, 1",88,12.0,1.0
