,Feature 1 name,Feature 2 name,Feature 3 name,Object 1 Feature 1 value,Object 1 Feature 2 value,Object 1 Feature 3 value,Object 2 Feature 1 value,Object 2 Feature 2 value,Object 2 Feature 3 value
28,Phone Camera Megapixels,Phone Battery Capacity,Phone Photo Quality,18.0,4000.0,9.0,16.0,4100.0,9.0
29,Phone Camera Megapixels,Phone Battery Capacity,Phone Photo Quality,12.0,3300.0,8.0,14.0,3400.0,8.0
30,Plant Height,Plant Leaf Size,Plant Sunlight Needs,150.0,10.0,5.0,140.0,12.0,6.0
31,Plant Height,Plant Leaf Size,Plant Sunlight Needs,200.0,8.0,4.0,190.0,10.0,5.0
32,Plant Height,Plant Leaf Size,Plant Sunlight Needs,100.0,6.0,3.0,110.0,8.0,4.0
33,Plant Height,Plant Leaf Size,Plant Sunlight Needs,180.0,9.0,5.0,170.0,11.0,6.0
34,Plant Height,Plant Leaf Size,Plant Sunlight Needs,130.0,7.0,4.0,140.0,9.0,5.0
35,Plant Height,Plant Leaf Size,Plant Sunlight Needs,220.0,10.0,5.0,210.0,12.0,6.0
36,Plant Height,Plant Leaf Size,Plant Sunlight Needs,110.0,5.0,3.0,120.0,7.0,4.0
37,Plant Height,Plant Leaf Size,Plant Sunlight Needs,160.0,8.0,4.0,150.0,10.0,5.0
38,Plant Height,Plant Leaf Size,Plant Sunlight Needs,170.0,9.0,5.0,160.0,11.0,6.0
39,Plant Height,Plant Leaf Size,Plant Sunlight Needs,120.0,6.0,3.0,130.0,8.0,4.0
40,Dog Size,Dog Exercise Needs,Dog Activity Level,50.0,2.0,7.0,45.0,3.0,8.0
41,Dog Size,Dog Exercise Needs,Dog Activity Level,30.0,1.0,5.0,35.0,2.0,6.0
42,Dog Size,Dog Exercise Needs,Dog Activity Level,60.0,4.0,9.0,55.0,5.0,10.0
43,Dog Size,Dog Exercise Needs,Dog Activity Level,40.0,2.0,6.0,42.0,3.0,7.0
44,Dog Size,Dog Exercise Needs,Dog Activity Level,25.0,1.0,4.0,28.0,2.0,5.0
45,Dog Size,Dog Exercise Needs,Dog Activity Level,70.0,5.0,10.0,65.0,6.0,11.0
46,Dog Size,Dog Exercise Needs,Dog Activity Level,55.0,3.0,8.0,50.0,4.0,9.0
47,Dog Size,Dog Exercise Needs,Dog Activity Level,35.0,2.0,6.0,38.0,3.0,7.0
48,Dog Size,Dog Exercise Needs,Dog Activity Level,65.0,4.0,9.0,60.0,5.0,10.0
49,Dog Size,Dog Exercise Needs,Dog Activity Level,20.0,1.0,3.0,22.0,2.0,4.0
50,Coffee Caffeine Content,Coffee Richness,Energy Boost,100.0,3.0,7.0,90.0,4.0,6.0
51,Coffee Caffeine Content,Coffee Richness,Energy Boost,80.0,5.0,8.0,70.0,6.0,7.0
52,Coffee Caffeine Content,Coffee Richness,Energy Boost,120.0,2.0,6.0,110.0,3.0,7.0
53,Coffee Caffeine Content,Coffee Richness,Energy Boost,95.0,4.0,7.0,85.0,5.0,8.0
54,Coffee Caffeine Content,Coffee Richness,Energy Boost,110.0,3.0,6.0,100.0,4.0,7.0
55,Coffee Caffeine Content,Coffee Richness,Energy Boost,130.0,5.0,9.0,120.0,6.0,10.0
56,Coffee Caffeine Content,Coffee Richness,Energy Boost,75.0,2.0,5.0,80.0,3.0,6.0
57,Coffee Caffeine Content,Coffee Richness,Energy Boost,105.0,4.0,7.0,95.0,5.0,8.0
58,Coffee Caffeine Content,Coffee Richness,Energy Boost,85.0,3.0,6.0,90.0,4.0,7.0
59,Coffee Caffeine Content,Coffee Richness,Energy Boost,125.0,5.0,8.0,115.0,6.0,9.0
60,Shoe Weight,Shoe Armor,Comfort Level,300.0,5.0,7.0,280.0,6.0,8.0
61,Shoe Weight,Shoe Armor,Comfort Level,250.0,4.0,6.0,230.0,5.0,7.0
62,Shoe Weight,Shoe Armor,Comfort Level,320.0,3.0,5.0,300.0,4.0,6.0
63,Shoe Weight,Shoe Armor,Comfort Level,270.0,5.0,7.0,250.0,6.0,8.0
64,Shoe Weight,Shoe Armor,Comfort Level,240.0,4.0,6.0,220.0,5.0,7.0
65,Shoe Weight,Shoe Armor,Comfort Level,350.0,2.0,4.0,330.0,3.0,5.0
66,Shoe Weight,Shoe Armor,Comfort Level,290.0,6.0,8.0,270.0,7.0,9.0
67,Shoe Weight,Shoe Armor,Comfort Level,260.0,5.0,7.0,240.0,6.0,8.0
68,Shoe Weight,Shoe Armor,Comfort Level,310.0,3.0,5.0,290.0,4.0,6.0
69,Shoe Weight,Shoe Armor,Comfort Level,280.0,5.0,7.0,260.0,6.0,8.0
70,Phone Price,Phone Camera Megapixels,Photo Quality,600.0,12.0,8.0,550.0,14.0,9.0
71,Phone Price,Phone Camera Megapixels,Photo Quality,500.0,10.0,7.0,480.0,12.0,8.0
72,Phone Price,Phone Camera Megapixels,Photo Quality,700.0,16.0,9.0,680.0,18.0,10.0
73,Phone Price,Phone Camera Megapixels,Photo Quality,400.0,8.0,6.0,420.0,10.0,7.0
74,Phone Price,Phone Camera Megapixels,Photo Quality,650.0,14.0,8.0,630.0,16.0,9.0
75,Phone Price,Phone Camera Megapixels,Photo Quality,750.0,20.0,10.0,730.0,22.0,11.0
76,Phone Price,Phone Camera Megapixels,Photo Quality,450.0,10.0,7.0,470.0,12.0,8.0
77,Phone Price,Phone Camera Megapixels,Photo Quality,550.0,12.0,8.0,530.0,14.0,9.0
78,Phone Price,Phone Camera Megapixels,Photo Quality,600.0,16.0,9.0,580.0,18.0,10.0
79,Phone Price,Phone Camera Megapixels,Photo Quality,420.0,9.0,6.0,440.0,11.0,7.0
80,Book Thickness,Book Reading Level,Knowledge Content,30.0,3.0,6.0,28.0,4.0,7.0
81,Book Thickness,Book Reading Level,Knowledge Content,40.0,5.0,8.0,38.0,6.0,9.0
82,Book Thickness,Book Reading Level,Knowledge Content,20.0,2.0,4.0,22.0,3.0,5.0
83,Book Thickness,Book Reading Level,Knowledge Content,35.0,4.0,7.0,33.0,5.0,8.0
84,Book Thickness,Book Reading Level,Knowledge Content,25.0,3.0,5.0,27.0,4.0,6.0
85,Book Thickness,Book Reading Level,Knowledge Content,45.0,6.0,9.0,43.0,7.0,10.0
86,Book Thickness,Book Reading Level,Knowledge Content,32.0,4.0,7.0,30.0,5.0,8.0
87,Book Thickness,Book Reading Level,Knowledge Content,28.0,2.0,4.0,30.0,3.0,5.0
88,Book Thickness,Book Reading Level,Knowledge Content,38.0,5.0,8.0,36.0,6.0,9.0
89,Book Thickness,Book Reading Level,Knowledge Content,22.0,3.0,5.0,24.0,4.0,6.0
90,Bike Speed,Bike Weight,Distance Covered,25.0,10.0,50.0,24.0,11.0,52.0
91,Bike Speed,Bike Weight,Distance Covered,28.0,12.0,55.0,26.0,13.0,57.0
92,Bike Speed,Bike Weight,Distance Covered,20.0,8.0,45.0,19.0,9.0,47.0
93,Bike Speed,Bike Weight,Distance Covered,27.0,11.0,54.0,25.0,12.0,56.0
94,Bike Speed,Bike Weight,Distance Covered,22.0,9.0,48.0,21.0,10.0,50.0
95,Bike Speed,Bike Weight,Distance Covered,30.0,14.0,60.0,28.0,15.0,62.0
96,Bike Speed,Bike Weight,Distance Covered,24.0,10.0,50.0,22.0,11.0,52.0
97,Bike Speed,Bike Weight,Distance Covered,26.0,12.0,55.0,24.0,13.0,57.0
98,Bike Speed,Bike Weight,Distance Covered,21.0,9.0,47.0,20.0,10.0,49.0
99,Bike Speed,Bike Weight,Distance Covered,23.0,11.0,51.0,21.0,12.0,53.0
100,Number of Calories,Fat Content (g),Taste Rating (1-10),300.0,10.0,6.0,200.0,15.0,5.0
101,Number of Calories,Fat Content (g),Taste Rating (1-10),250.0,8.0,7.0,180.0,12.0,6.0
102,Number of Calories,Fat Content (g),Taste Rating (1-10),400.0,12.0,8.0,350.0,16.0,7.0
103,Number of Calories,Fat Content (g),Taste Rating (1-10),150.0,6.0,5.0,120.0,9.0,5.0
104,Number of Calories,Fat Content (g),Taste Rating (1-10),320.0,14.0,7.0,280.0,10.0,6.0
105,Number of Calories,Fat Content (g),Taste Rating (1-10),220.0,7.0,6.0,190.0,11.0,5.0
106,Number of Calories,Fat Content (g),Taste Rating (1-10),280.0,10.0,7.0,260.0,13.0,6.0
107,Number of Calories,Fat Content (g),Taste Rating (1-10),310.0,11.0,7.0,290.0,15.0,6.0
108,Number of Calories,Fat Content (g),Taste Rating (1-10),270.0,9.0,6.0,240.0,12.0,5.0
109,Number of Calories,Fat Content (g),Taste Rating (1-10),330.0,13.0,8.0,300.0,17.0,7.0
110,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),250.0,20.0,7.0,300.0,15.0,7.0
111,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),320.0,18.0,8.0,280.0,16.0,7.0
112,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),200.0,25.0,6.0,220.0,22.0,6.0
113,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),280.0,16.0,7.0,260.0,18.0,7.0
114,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),350.0,14.0,8.0,330.0,12.0,7.0
115,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),240.0,22.0,6.0,260.0,20.0,6.0
116,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),300.0,17.0,7.0,280.0,19.0,7.0
117,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),270.0,19.0,7.0,250.0,21.0,6.0
118,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),290.0,16.0,7.0,270.0,18.0,6.0
119,Engine Power (HP),Fuel Efficiency (MPG),Driving Satisfaction (1-10),310.0,15.0,8.0,290.0,17.0,7.0
120,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),100.0,4.5,7.0,200.0,4.0,7.0
121,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),150.0,4.2,6.0,300.0,3.9,6.0
122,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),50.0,4.7,6.0,100.0,4.6,6.0
123,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),250.0,4.3,7.0,200.0,4.6,7.0
124,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),300.0,4.1,7.0,250.0,4.4,7.0
125,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),120.0,4.6,7.0,180.0,4.3,6.0
126,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),180.0,4.4,7.0,220.0,4.2,6.0
127,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),200.0,4.5,7.0,150.0,4.7,6.0
128,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),170.0,4.3,6.0,210.0,4.1,6.0
129,Number of Reviews,Average Rating (1-5),Quality Perception (1-10),220.0,4.2,7.0,260.0,4.0,6.0
130,Size (inches),Price ($),Value for Money (1-10),55.0,500.0,7.0,65.0,700.0,6.0
131,Size (inches),Price ($),Value for Money (1-10),60.0,600.0,7.0,50.0,550.0,6.0
132,Size (inches),Price ($),Value for Money (1-10),40.0,300.0,6.0,45.0,350.0,6.0
133,Size (inches),Price ($),Value for Money (1-10),70.0,900.0,6.0,60.0,800.0,6.0
134,Size (inches),Price ($),Value for Money (1-10),55.0,450.0,7.0,60.0,500.0,7.0
135,Size (inches),Price ($),Value for Money (1-10),45.0,320.0,6.0,50.0,340.0,6.0
136,Size (inches),Price ($),Value for Money (1-10),65.0,750.0,6.0,70.0,850.0,6.0
137,Size (inches),Price ($),Value for Money (1-10),50.0,400.0,7.0,55.0,450.0,7.0
138,Size (inches),Price ($),Value for Money (1-10),60.0,650.0,6.0,55.0,600.0,6.0
139,Size (inches),Price ($),Value for Money (1-10),40.0,330.0,6.0,45.0,360.0,6.0
140,Age (years),Training Hours,Athletic Performance (1-10),20.0,100.0,7.0,25.0,80.0,6.0
141,Age (years),Training Hours,Athletic Performance (1-10),22.0,120.0,8.0,28.0,90.0,6.0
142,Age (years),Training Hours,Athletic Performance (1-10),18.0,90.0,6.0,24.0,70.0,5.0
143,Age (years),Training Hours,Athletic Performance (1-10),24.0,110.0,7.0,26.0,95.0,6.0
144,Age (years),Training Hours,Athletic Performance (1-10),19.0,80.0,6.0,23.0,60.0,5.0
145,Age (years),Training Hours,Athletic Performance (1-10),23.0,130.0,8.0,27.0,100.0,7.0
146,Age (years),Training Hours,Athletic Performance (1-10),21.0,105.0,7.0,25.0,85.0,6.0
147,Age (years),Training Hours,Athletic Performance (1-10),25.0,115.0,7.0,29.0,95.0,6.0
148,Age (years),Training Hours,Athletic Performance (1-10),20.0,95.0,6.0,24.0,75.0,5.0
149,Age (years),Training Hours,Athletic Performance (1-10),22.0,100.0,7.0,26.0,80.0,6.0
150,Price ($),Warranty (years),Durability Perception (1-10),200.0,3.0,7.0,250.0,2.0,6.0
151,Price ($),Warranty (years),Durability Perception (1-10),250.0,4.0,8.0,300.0,3.0,7.0
152,Price ($),Warranty (years),Durability Perception (1-10),180.0,2.0,6.0,220.0,1.0,5.0
153,Price ($),Warranty (years),Durability Perception (1-10),220.0,3.0,7.0,240.0,2.0,6.0
154,Price ($),Warranty (years),Durability Perception (1-10),270.0,5.0,8.0,300.0,4.0,7.0
155,Price ($),Warranty (years),Durability Perception (1-10),190.0,2.0,6.0,210.0,1.0,5.0
156,Price ($),Warranty (years),Durability Perception (1-10),230.0,4.0,7.0,260.0,3.0,6.0
157,Price ($),Warranty (years),Durability Perception (1-10),210.0,3.0,7.0,240.0,2.0,6.0
158,Price ($),Warranty (years),Durability Perception (1-10),240.0,4.0,7.0,270.0,3.0,6.0
159,Price ($),Warranty (years),Durability Perception (1-10),260.0,5.0,8.0,300.0,4.0,7.0
160,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),6.0,30.0,7.0,6.5,25.0,6.0
161,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),6.5,28.0,7.0,7.0,22.0,6.0
162,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),5.5,35.0,6.0,6.0,30.0,6.0
163,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),7.0,26.0,7.0,6.5,28.0,6.0
164,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),6.0,32.0,7.0,6.5,27.0,6.0
165,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),5.8,34.0,6.0,6.2,30.0,6.0
166,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),6.7,24.0,7.0,7.0,20.0,6.0
167,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),6.2,30.0,7.0,6.5,26.0,6.0
168,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),5.9,33.0,6.0,6.3,29.0,6.0
169,Screen Size (inches),Battery Life (hours),Smartphone Satisfaction (1-10),6.5,28.0,7.0,7.0,23.0,6.0
170,Number of Bedrooms,Square Feet,Home Comfort (1-10),3.0,1500.0,7.0,4.0,1400.0,6.0
171,Number of Bedrooms,Square Feet,Home Comfort (1-10),4.0,1600.0,8.0,3.0,1500.0,6.0
172,Number of Bedrooms,Square Feet,Home Comfort (1-10),2.0,1300.0,6.0,3.0,1200.0,5.0
173,Number of Bedrooms,Square Feet,Home Comfort (1-10),3.0,1400.0,7.0,4.0,1300.0,6.0
174,Number of Bedrooms,Square Feet,Home Comfort (1-10),4.0,1700.0,8.0,3.0,1600.0,6.0
175,Number of Bedrooms,Square Feet,Home Comfort (1-10),2.0,1200.0,5.0,3.0,1100.0,5.0
176,Number of Bedrooms,Square Feet,Home Comfort (1-10),3.0,1550.0,7.0,4.0,1450.0,6.0
177,Number of Bedrooms,Square Feet,Home Comfort (1-10),4.0,1650.0,8.0,3.0,1550.0,6.0
178,Number of Bedrooms,Square Feet,Home Comfort (1-10),2.0,1250.0,5.0,3.0,1150.0,5.0
179,Number of Bedrooms,Square Feet,Home Comfort (1-10),3.0,1450.0,7.0,4.0,1350.0,6.0
180,Weight (kg),Height (cm),Physical Fitness (1-10),70.0,175.0,7.0,75.0,170.0,6.0
181,Weight (kg),Height (cm),Physical Fitness (1-10),65.0,180.0,7.0,70.0,175.0,6.0
182,Weight (kg),Height (cm),Physical Fitness (1-10),80.0,165.0,6.0,75.0,170.0,6.0
183,Weight (kg),Height (cm),Physical Fitness (1-10),68.0,178.0,7.0,72.0,172.0,6.0
184,Weight (kg),Height (cm),Physical Fitness (1-10),72.0,172.0,6.0,76.0,168.0,6.0
185,Weight (kg),Height (cm),Physical Fitness (1-10),63.0,182.0,7.0,67.0,176.0,6.0
186,Weight (kg),Height (cm),Physical Fitness (1-10),74.0,168.0,6.0,78.0,164.0,6.0
187,Weight (kg),Height (cm),Physical Fitness (1-10),67.0,176.0,7.0,71.0,170.0,6.0
188,Weight (kg),Height (cm),Physical Fitness (1-10),69.0,174.0,7.0,73.0,168.0,6.0
189,Weight (kg),Height (cm),Physical Fitness (1-10),71.0,170.0,6.0,75.0,166.0,6.0
190,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),300.0,120.0,7.0,400.0,150.0,6.0
191,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),250.0,100.0,6.0,350.0,130.0,6.0
192,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),200.0,80.0,5.0,300.0,110.0,5.0
193,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),350.0,140.0,7.0,450.0,170.0,6.0
194,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),280.0,110.0,6.0,380.0,140.0,6.0
195,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),220.0,90.0,5.0,320.0,120.0,5.0
196,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),320.0,130.0,7.0,420.0,160.0,6.0
197,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),270.0,105.0,6.0,370.0,135.0,6.0
198,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),240.0,95.0,5.0,340.0,125.0,5.0
199,Number of Pages,Reading Time (minutes),Enjoyment Rating (1-10),310.0,125.0,7.0,410.0,155.0,6.0
200,Number of Pages,Font Size,Reading Time (minutes),200.0,10.0,40.0,250.0,8.0,46.0
201,Number of Pages,Font Size,Reading Time (minutes),300.0,12.0,60.0,280.0,10.0,58.0
202,Number of Pages,Font Size,Reading Time (minutes),250.0,11.0,50.0,260.0,9.0,52.0
203,Number of Pages,Font Size,Reading Time (minutes),180.0,10.0,36.0,190.0,8.0,38.0
204,Number of Pages,Font Size,Reading Time (minutes),220.0,12.0,44.0,210.0,11.0,43.0
205,Number of Pages,Font Size,Reading Time (minutes),280.0,10.0,56.0,300.0,8.0,60.0
206,Number of Pages,Font Size,Reading Time (minutes),240.0,11.0,48.0,230.0,10.0,46.0
207,Number of Pages,Font Size,Reading Time (minutes),270.0,10.0,54.0,260.0,12.0,56.0
208,Number of Pages,Font Size,Reading Time (minutes),200.0,9.0,40.0,210.0,8.0,42.0
209,Number of Pages,Font Size,Reading Time (minutes),250.0,10.0,50.0,240.0,11.0,52.0
210,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2000.0,1200.0,8.0,2500.0,1300.0,9.0
211,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2200.0,1400.0,9.0,2100.0,1300.0,8.0
212,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),1800.0,1100.0,7.0,1900.0,1200.0,8.0
213,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2400.0,1500.0,10.0,2300.0,1400.0,9.0
214,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2000.0,1300.0,8.0,1900.0,1200.0,7.0
215,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2500.0,1600.0,11.0,2400.0,1500.0,10.0
216,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),1900.0,1200.0,7.0,2000.0,1300.0,8.0
217,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2300.0,1400.0,9.0,2200.0,1300.0,8.0
218,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2100.0,1200.0,8.0,2000.0,1100.0,7.0
219,Engine Size (cc),Weight (kg),Fuel Consumption (L/100km),2400.0,1500.0,10.0,2300.0,1400.0,9.0
220,Number of Rooms,Square Feet,Rent (USD/month),3.0,1200.0,2000.0,4.0,1000.0,2100.0
221,Number of Rooms,Square Feet,Rent (USD/month),4.0,1300.0,2200.0,5.0,1100.0,2300.0
222,Number of Rooms,Square Feet,Rent (USD/month),2.0,1100.0,1800.0,3.0,1000.0,1900.0
223,Number of Rooms,Square Feet,Rent (USD/month),5.0,1400.0,2400.0,6.0,1200.0,2500.0
224,Number of Rooms,Square Feet,Rent (USD/month),3.0,1300.0,2100.0,4.0,1200.0,2200.0
225,Number of Rooms,Square Feet,Rent (USD/month),4.0,1200.0,2000.0,5.0,1100.0,2100.0
226,Number of Rooms,Square Feet,Rent (USD/month),2.0,1000.0,1700.0,3.0,1100.0,1800.0
227,Number of Rooms,Square Feet,Rent (USD/month),5.0,1300.0,2300.0,4.0,1200.0,2200.0
228,Number of Rooms,Square Feet,Rent (USD/month),3.0,1100.0,1900.0,4.0,1000.0,2000.0
229,Number of Rooms,Square Feet,Rent (USD/month),4.0,1400.0,2400.0,5.0,1300.0,2500.0
230,Hours of Study,Difficulty Level,Exam Score,5.0,3.0,70.0,6.0,4.0,73.0
231,Hours of Study,Difficulty Level,Exam Score,4.0,2.0,65.0,5.0,3.0,68.0
232,Hours of Study,Difficulty Level,Exam Score,6.0,4.0,75.0,7.0,5.0,77.0
233,Hours of Study,Difficulty Level,Exam Score,3.0,1.0,60.0,4.0,2.0,63.0
234,Hours of Study,Difficulty Level,Exam Score,5.0,2.0,65.0,6.0,3.0,68.0
235,Hours of Study,Difficulty Level,Exam Score,7.0,5.0,80.0,6.0,4.0,77.0
236,Hours of Study,Difficulty Level,Exam Score,4.0,3.0,68.0,5.0,4.0,70.0
237,Hours of Study,Difficulty Level,Exam Score,6.0,3.0,72.0,7.0,4.0,75.0
238,Hours of Study,Difficulty Level,Exam Score,5.0,4.0,73.0,6.0,5.0,76.0
239,Hours of Study,Difficulty Level,Exam Score,4.0,4.0,68.0,5.0,3.0,70.0
240,Distance (miles),Weight (lbs),Delivery Time (hours),10.0,5.0,2.0,15.0,3.0,3.0
241,Distance (miles),Weight (lbs),Delivery Time (hours),12.0,6.0,3.0,14.0,4.0,3.0
242,Distance (miles),Weight (lbs),Delivery Time (hours),8.0,4.0,2.0,10.0,5.0,2.0
243,Distance (miles),Weight (lbs),Delivery Time (hours),15.0,7.0,4.0,12.0,6.0,3.0
244,Distance (miles),Weight (lbs),Delivery Time (hours),10.0,3.0,2.0,12.0,4.0,2.0
245,Distance (miles),Weight (lbs),Delivery Time (hours),14.0,5.0,3.0,16.0,4.0,3.0
246,Distance (miles),Weight (lbs),Delivery Time (hours),9.0,4.0,2.0,11.0,5.0,2.0
247,Distance (miles),Weight (lbs),Delivery Time (hours),13.0,6.0,3.0,15.0,5.0,3.0
248,Distance (miles),Weight (lbs),Delivery Time (hours),11.0,3.0,2.0,13.0,4.0,2.0
249,Distance (miles),Weight (lbs),Delivery Time (hours),12.0,5.0,3.0,14.0,4.0,3.0
250,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),60.0,3000.0,25.0,70.0,3500.0,24.0
251,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),50.0,2500.0,28.0,60.0,3000.0,26.0
252,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),70.0,3500.0,22.0,60.0,3000.0,24.0
253,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),55.0,2800.0,26.0,65.0,3200.0,24.0
254,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),65.0,3200.0,23.0,55.0,2800.0,26.0
255,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),70.0,3300.0,21.0,60.0,3000.0,24.0
256,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),50.0,2700.0,27.0,60.0,3000.0,25.0
257,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),60.0,3000.0,25.0,70.0,3500.0,23.0
258,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),55.0,2900.0,26.0,65.0,3300.0,24.0
259,Speed (mph),Weight (lbs),Fuel Efficiency (mpg),65.0,3100.0,24.0,55.0,2700.0,27.0
260,Number of Ingredients,Prep Time (minutes),Cook Time (minutes),5.0,10.0,20.0,6.0,15.0,25.0
