prolific_id,condition_group,source_file,question_number,target,target_value,option1,option2,selected_option,button_pressed,optionA_trial_id,optionA_task_id,optionA_values,optionA_target_value,optionA_value1,optionA_value2,optionB_trial_id,optionB_task_id,optionB_values,optionB_target_value,optionB_value1,optionB_value2
UNKNOWN,ranking_A,comp-result_1248503_data.json,27,Exam Score,,Student Study Time,Time Spent on Social Media,OptionB,J,4,44,"3.0, 3",75,3.0,3.0,19,44,"5.0, 2",83,5.0,2.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,28,Student Exam Score,,Student Study Hours,Student Distractions,OptionA,F,3,4,"12.0, 1",88,12.0,1.0,14,4,"0.0, 8",65,0.0,8.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,29,BMI,,Height,Weight,OptionA,F,1,12,"180.0, 70",21.6,180.0,70.0,2,12,"170.0, 75",25.95,170.0,75.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,30,Fuel efficiency (km/l),,Engine size (cc),Weight (kg),OptionA,F,4,25,"1700.0, 1200",13,1700.0,1200.0,18,25,"1550.0, 1210",15,1550.0,1210.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,31,Customer satisfaction (1-10),,Number of reviews,Price (in $),OptionA,F,1,28,"100.0, 50",8,100.0,50.0,13,28,"70.0, 60",6.5,70.0,60.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,32,Comfort,,Age,Size,OptionB,J,8,35,"4.0, 25",8,4.0,25.0,7,35,"8.0, 30",5,8.0,30.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,33,Salary,,Experience,Years since graduation,OptionA,F,9,42,"9.0, 8",75000,9.0,8.0,2,42,"8.0, 7",75000,8.0,7.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,34,Market value,,House size,House floors,OptionB,J,1,33,"200.0, 2.0",300,200.0,2.0,15,33,"210.0, 2.0",310,210.0,2.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,35,School Success,,Student Study Time,Student Sleep Hours,OptionA,F,9,22,"9.0, 3",100,9.0,3.0,1,22,"5.0, 7",80,5.0,7.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,36,Dog Obedience Score,,Dog Training Hours,Dog Distractions,OptionA,F,8,8,"6.0, 5",7.5,6.0,5.0,12,8,"2.0, 7",7,2.0,7.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,37,Phone Performance Score,,Phone Processor Speed,Phone Battery Capacity,OptionA,F,6,6,"4.0, 3500",9,4.0,3500.0,19,6,"6.0, 1500",10.2,6.0,1500.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,38,Comfort level,,Room size,Room furniture,OptionB,J,13,30,"12.0, 4.0",5,12.0,4.0,1,30,"15.0, 2.0",8,15.0,2.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,39,Exercise Burned Calories,,Exercise Intensity,Exercise Duration,OptionA,F,12,9,"3.0, 80",210,3.0,80.0,13,9,"3.0, 80",210,3.0,80.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,40,Heart Health,,Age,Exercise Hours,OptionA,F,5,11,"25.0, 4",88,25.0,4.0,8,11,"55.0, 1",75,55.0,1.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,41,Enjoyment,,Book pages,Author fame,OptionA,F,8,46,"380.0, 6",80,380.0,6.0,5,46,"200.0, 10",65,200.0,10.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,42,Comfort Rating,,Shoe Weight,Brand Popularity,OptionA,F,9,17,"190.0, 8.0",8.3,190.0,8.0,14,17,"240.0, 8.0",7.6,240.0,8.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,43,Warmth Rating (1-10),,Shirt Thickness (mm),Shirt Weight (g),OptionA,F,17,20,"5.5, 125.0",10.5,5.5,125.0,16,20,"3.5, 145.0",8.5,3.5,145.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,44,Shadow coverage,,Tree height,Tree thickness,OptionB,J,18,29,"11.0, 3.0",75,11.0,3.0,8,29,"13.0, 3.0",80,13.0,3.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,45,Quality,,Price,Size,OptionA,F,2,14,"120.0, 6.0",75,120.0,6.0,8,14,"100.0, 4.0",84,100.0,4.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,46,Muscle gain,,Exercise intensity,Water intake,OptionB,J,12,48,"8.0, 2",65,8.0,2.0,4,48,"7.0, 4",75,7.0,4.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,47,Flower production,,Plant height,Plant width,OptionA,F,13,32,"70.0, 8.0",12,70.0,8.0,12,32,"120.0, 5.0",24,120.0,5.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,48,Mobile Phone Performance,,Mobile Phone RAM,Mobile Phone Battery Size,OptionA,F,3,24,"6.0, 3800",75,6.0,3800.0,17,24,"20.0, 2400",110,20.0,2400.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,49,Distance,,Fuel Efficiency,Weight,OptionA,F,14,36,"28.0, 1400",420,28.0,1400.0,5,36,"32.0, 1500",480,32.0,1500.0
UNKNOWN,ranking_A,comp-result_1248503_data.json,50,Calories Burned,,Exercise Duration,Exercise Intensity,OptionB,J,16,37,"40.0, 4.0",210,40.0,4.0,8,37,"45.0, 4.0",200,45.0,4.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,1,Exam Score,,Student Study Time,Time Spent on Social Media,OptionB,J,4,44,"3.0, 3",75,3.0,3.0,7,44,"7.0, 2",92,7.0,2.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,2,Energy boost,,Coffee strength,Caffeine content,OptionB,J,7,47,"2.0, 120",90,2.0,120.0,11,47,"3.0, 90",80,3.0,90.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,3,Battery life,,Battery capacity,Weight,OptionB,J,2,41,"4000.0, 250",10,4000.0,250.0,4,41,"5000.0, 270",12,5000.0,270.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,4,Dog Obedience Score,,Dog Training Hours,Dog Distractions,OptionA,F,9,8,"6.0, 5",7.5,6.0,5.0,11,8,"4.0, 6",7.2,4.0,6.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,5,Customer satisfaction (1-10),,Number of reviews,Price (in $),OptionA,F,16,28,"100.0, 60",7.5,100.0,60.0,13,28,"70.0, 60",6.5,70.0,60.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,6,Market value,,House size,House floors,OptionA,F,1,33,"200.0, 2.0",300,200.0,2.0,2,33,"180.0, 3.0",280,180.0,3.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,7,Phone Performance Score,,Phone Processor Speed,Phone Battery Capacity,OptionA,F,3,6,"4.0, 3500",9,4.0,3500.0,14,6,"1.0, 7000",7.5,1.0,7000.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,8,Mobile Phone Performance,,Mobile Phone RAM,Mobile Phone Battery Size,OptionA,F,14,24,"18.0, 2900",95,18.0,2900.0,1,24,"4.0, 4000",70,4.0,4000.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,9,Energy Boost (scale 1-10),,Coffee Strength (scale 1-10),Caffeine Content (mg),OptionA,F,10,15,"8.0, 95",6.5,8.0,95.0,15,15,"7.0, 110",6,7.0,110.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,10,Warmth Rating (1-10),,Shirt Thickness (mm),Shirt Weight (g),OptionA,F,15,20,"4.5, 135.0",9.5,4.5,135.0,6,20,"3.0, 140.0",8,3.0,140.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,11,Time to Destination (hours),,Car Speed (mph),Fuel Efficiency (mpg),OptionA,F,7,18,"90.0, 15.0",0.8,90.0,15.0,15,18,"85.0, 18.0",1,85.0,18.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,12,Health index,,Age,Exercise hours,OptionB,J,15,45,"55.0, 1",75,55.0,1.0,9,45,"25.0, 5",95,25.0,5.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,13,Restaurant Rating,,Restaurant Menu Variety,Restaurant Wait Time,OptionA,F,18,7,"80.0, 0",5,80.0,0.0,15,7,"80.0, 0",5,80.0,0.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,14,Exam points,,Time spent studying (hours),Number of breaks (times),OptionA,F,3,50,"4.0, 1",90,4.0,1.0,4,50,"1.0, 4",60,1.0,4.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,15,Deliciousness,,Cooking Time,Ingredients,OptionA,F,3,34,"20.0, 6",8,20.0,6.0,8,34,"50.0, 2",5,50.0,2.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,16,Exercise Burned Calories,,Exercise Intensity,Exercise Duration,OptionB,J,15,9,"10.0, 10",360,10.0,10.0,11,9,"4.0, 70",230,4.0,70.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,17,Student Exam Score,,Student Study Hours,Student Distractions,OptionB,J,6,4,"12.0, 1",88,12.0,1.0,19,4,"20.0, 2",94,20.0,2.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,18,Wait Time (minutes),,Restaurant Size,Restaurant Reviews,OptionA,F,15,40,"85.0, 4.3",26,85.0,4.3,13,40,"100.0, 4.5",29,100.0,4.5
UNKNOWN,ranking_A,comp-result_1248522_data.json,19,Cooking Time (minutes),,Number of Ingredients,Prep Time (minutes),OptionB,J,11,16,"4.0, 8.0",14,4.0,8.0,19,16,"12.0, 25.0",10,12.0,25.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,20,BMI,,Height,Weight,OptionA,F,1,12,"180.0, 70",21.6,180.0,70.0,5,12,"160.0, 60",23.4,160.0,60.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,21,Coffee Rating,,Coffee Amount,Sugar Amount,OptionA,F,20,13,"5.0, 3",6,5.0,3.0,7,13,"3.0, 3",6,3.0,3.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,22,Car efficiency,,Engine power (in horsepower),Weight (in kg),OptionA,F,14,49,"220.0, 1500",7,220.0,1500.0,15,49,"170.0, 1300",10,170.0,1300.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,23,Bicycle Speed,,Bicycle Weight,Bicycle Price,OptionA,F,4,23,"14.0, 440",19,14.0,440.0,5,23,"14.0, 460",23,14.0,460.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,24,Weight loss,,Exercise intensity,Exercise duration,OptionA,F,3,31,"7.0, 45.0",4,7.0,45.0,8,31,"7.0, 40.0",4,7.0,40.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,25,Water Usage (ml/day),,Plant Height,Plant Leaves,OptionA,F,2,39,"40.0, 12.0",180,40.0,12.0,3,39,"25.0, 8.0",180,25.0,8.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,26,Enjoyment (1-10),,Book Thickness (cm),Author Fame (1-10),OptionB,J,7,1,"5.0, 2",6,5.0,2.0,17,1,"5.0, 8",6,5.0,8.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,27,Quality,,Price,Size,OptionB,J,4,14,"90.0, 5.0",82,90.0,5.0,8,14,"100.0, 4.0",84,100.0,4.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,28,Comfort (1-10),,Shoe Width (cm),Arch Support (1-10),OptionA,F,9,3,"10.0, 4",7,10.0,4.0,15,3,"9.0, 7",8,9.0,7.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,29,Price,,House Size,Bedrooms,OptionA,F,17,10,"2200.0, 3",410000,2200.0,3.0,16,10,"1800.0, 5",340000,1800.0,5.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,30,School Success,,Student Study Time,Student Sleep Hours,OptionB,J,7,22,"8.0, 4",95,8.0,4.0,5,22,"7.0, 5",90,7.0,5.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,31,Muscle gain,,Exercise intensity,Water intake,OptionB,J,3,48,"6.0, 3",80,6.0,3.0,2,48,"8.0, 3",65,8.0,3.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,32,Salary,,Experience,Years since graduation,OptionA,F,15,42,"7.0, 11",68000,7.0,11.0,10,42,"7.0, 10",70000,7.0,10.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,33,Fuel efficiency (km/l),,Engine size (cc),Weight (kg),OptionB,J,2,25,"1800.0, 1300",12,1800.0,1300.0,18,25,"1550.0, 1210",15,1550.0,1210.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,34,Heart Health,,Age,Exercise Hours,OptionB,J,12,11,"45.0, 2",80,45.0,2.0,16,11,"38.0, 4",88,38.0,4.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,35,Race Finish Time (minutes),,Runner Speed (mph),Runner Weight (lbs),OptionA,F,15,21,"8.5, 135.0",15.5,8.5,135.0,1,21,"6.0, 150.0",20,6.0,150.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,36,Comfort,,Age,Size,OptionB,J,4,35,"12.0, 30",5,12.0,30.0,12,35,"10.0, 30",6,10.0,30.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,37,Distance,,Fuel Efficiency,Weight,OptionA,F,5,36,"32.0, 1500",480,32.0,1500.0,6,36,"28.0, 1400",420,28.0,1400.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,38,Shade Area (sq ft),,Tree Height (ft),Tree Diameter (in),OptionA,F,17,19,"75.0, 6.0",220,75.0,6.0,1,19,"40.0, 10.0",120,40.0,10.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,39,Fatigue (1-10),,Exercise Duration (min),Rest Time (min),OptionA,F,8,2,"40.0, 15",6,40.0,15.0,16,2,"40.0, 10",5,40.0,10.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,40,Test Score,,Student Study Time,Student Distractions,OptionB,J,15,38,"1.0, 4.0",70,1.0,4.0,11,38,"4.0, 9.0",70,4.0,9.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,41,Energy level (1-10),,Hours of sleep,Caffeine intake (mg),OptionA,F,8,27,"10.0, 20",10,10.0,20.0,3,27,"6.0, 150",5,6.0,150.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,42,House Price,,House Square Feet,House Age,OptionA,F,18,5,"2600.0, 3",420000,2600.0,3.0,6,5,"2200.0, 8",380000,2200.0,8.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,43,Shadow coverage,,Tree height,Tree thickness,OptionB,J,11,29,"14.0, 1.0",80,14.0,1.0,20,29,"8.0, 5.0",70,8.0,5.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,44,Comfort Rating,,Shoe Weight,Brand Popularity,OptionA,F,8,17,"230.0, 8.0",7.6,230.0,8.0,2,17,"250.0, 9.0",7.5,250.0,9.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,45,Calories Burned,,Exercise Duration,Exercise Intensity,OptionB,J,18,37,"45.0, 3.0",190,45.0,3.0,8,37,"45.0, 4.0",200,45.0,4.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,46,Heart rate,,Age,Exercise hours,OptionA,F,19,43,"50.0, 3",75,50.0,3.0,12,43,"30.0, 5",63,30.0,5.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,47,Flower production,,Plant height,Plant width,OptionB,J,1,32,"100.0, 5.0",20,100.0,5.0,15,32,"110.0, 5.0",22,110.0,5.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,48,Rent (per month),,Distance from center (km),Size (m²),OptionB,J,8,26,"5.0, 40",1200,5.0,40.0,5,26,"6.0, 60",1100,6.0,60.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,49,Comfort level,,Room size,Room furniture,OptionA,F,8,30,"18.0, 3.0",9,18.0,3.0,2,30,"12.0, 3.0",6,12.0,3.0
UNKNOWN,ranking_A,comp-result_1248522_data.json,50,Enjoyment,,Book pages,Author fame,OptionA,F,18,46,"680.0, 4",100,680.0,4.0,9,46,"600.0, 4",90,600.0,4.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,1,Salary,,Experience,Years since graduation,OptionA,F,15,42,"7.0, 11",68000,7.0,11.0,1,42,"10.0, 5",80000,10.0,5.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,2,Enjoyment (1-10),,Book Thickness (cm),Author Fame (1-10),OptionB,J,16,1,"4.0, 4",6,4.0,4.0,6,1,"4.0, 5",7,4.0,5.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,3,Muscle gain,,Exercise intensity,Water intake,OptionB,J,7,48,"8.0, 2",85,8.0,2.0,8,48,"9.0, 3",80,9.0,3.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,4,Calories Burned,,Exercise Duration,Exercise Intensity,OptionA,F,7,37,"35.0, 5.0",210,35.0,5.0,1,37,"30.0, 5.0",200,30.0,5.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,5,Weight loss,,Exercise intensity,Exercise duration,OptionA,F,12,31,"9.0, 35.0",6,9.0,35.0,3,31,"7.0, 45.0",4,7.0,45.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,6,Enjoyment,,Book pages,Author fame,OptionA,F,5,46,"200.0, 10",65,200.0,10.0,15,46,"350.0, 6",75,350.0,6.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,7,Fatigue (1-10),,Exercise Duration (min),Rest Time (min),OptionA,F,7,2,"50.0, 10",7,50.0,10.0,4,2,"30.0, 10",4,30.0,10.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,8,Wait Time (minutes),,Restaurant Size,Restaurant Reviews,OptionA,F,9,40,"120.0, 4.7",26,120.0,4.7,16,40,"105.0, 4.0",31,105.0,4.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,9,Dog Obedience Score,,Dog Training Hours,Dog Distractions,OptionA,F,7,8,"8.0, 4",7.8,8.0,4.0,12,8,"2.0, 7",7,2.0,7.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,10,Rent (per month),,Distance from center (km),Size (m²),OptionA,F,9,26,"4.0, 50",1300,4.0,50.0,14,26,"2.0, 50",1500,2.0,50.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,11,Exercise Burned Calories,,Exercise Intensity,Exercise Duration,OptionA,F,16,9,"9.0, 20",340,9.0,20.0,20,9,"11.0, 5",380,11.0,5.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,12,Warmth Rating (1-10),,Shirt Thickness (mm),Shirt Weight (g),OptionA,F,18,20,"4.5, 135.0",9.5,4.5,135.0,3,20,"3.0, 140.0",8,3.0,140.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,13,Comfort level,,Room size,Room furniture,OptionB,J,7,30,"20.0, 2.0",10,20.0,2.0,6,30,"8.0, 4.0",4,8.0,4.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,14,Battery life,,Battery capacity,Weight,OptionA,F,11,41,"4500.0, 280",11,4500.0,280.0,2,41,"4000.0, 250",10,4000.0,250.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,15,Deliciousness,,Cooking Time,Ingredients,OptionA,F,1,34,"30.0, 5",7,30.0,5.0,8,34,"50.0, 2",5,50.0,2.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,16,Race Finish Time (minutes),,Runner Speed (mph),Runner Weight (lbs),OptionA,F,13,21,"7.5, 145.0",17.5,7.5,145.0,3,21,"7.0, 140.0",18,7.0,140.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,17,Exam Score,,Student Study Time,Time Spent on Social Media,OptionA,F,1,44,"5.0, 1",85,5.0,1.0,2,44,"4.0, 2",80,4.0,2.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,18,Student Exam Score,,Student Study Hours,Student Distractions,OptionB,J,13,4,"2.0, 7",70,2.0,7.0,3,4,"12.0, 1",88,12.0,1.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,19,Water Usage (ml/day),,Plant Height,Plant Leaves,OptionA,F,16,39,"36.0, 11.0",160,36.0,11.0,8,39,"38.0, 11.0",165,38.0,11.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,20,Flower production,,Plant height,Plant width,OptionB,J,20,32,"80.0, 7.0",16,80.0,7.0,3,32,"120.0, 4.0",24,120.0,4.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,21,Comfort Rating,,Shoe Weight,Brand Popularity,OptionA,F,16,17,"260.0, 6.0",7.2,260.0,6.0,1,17,"200.0, 8.0",8,200.0,8.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,22,Mobile Phone Performance,,Mobile Phone RAM,Mobile Phone Battery Size,OptionA,F,4,24,"8.0, 3400",70,8.0,3400.0,3,24,"6.0, 3800",75,6.0,3800.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,23,Test Score,,Student Study Time,Student Distractions,OptionB,J,3,38,"1.0, 4.0",70,1.0,4.0,15,38,"1.0, 4.0",70,1.0,4.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,24,School Success,,Student Study Time,Student Sleep Hours,OptionA,F,11,22,"10.0, 2",105,10.0,2.0,1,22,"5.0, 7",80,5.0,7.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,25,Energy level (1-10),,Hours of sleep,Caffeine intake (mg),OptionA,F,14,27,"7.0, 140",5,7.0,140.0,1,27,"7.0, 100",6,7.0,100.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,26,Fuel efficiency (km/l),,Engine size (cc),Weight (kg),OptionB,J,16,25,"1550.0, 1250",14,1550.0,1250.0,6,25,"1900.0, 1400",11,1900.0,1400.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,27,Comfort (1-10),,Shoe Width (cm),Arch Support (1-10),OptionA,F,17,3,"10.0, 6",7,10.0,6.0,4,3,"9.0, 6",8,9.0,6.0
UNKNOWN,ranking_A,comp-result_1248464_data.json,28,House Price,,House Square Feet,House Age,OptionA,F,5,5,"2400.0, 5",400000,2400.0,5.0,3,5,"2200.0, 8",380000,2200.0,8.0
