prolific_id,condition_group,source_file,question_number,target,target_value,option1,option2,selected_option,button_pressed,optionA_trial_id,optionA_task_id,optionA_values,optionA_target_value,optionA_value1,optionA_value2,optionB_trial_id,optionB_task_id,optionB_values,optionB_target_value,optionB_value1,optionB_value2
UNKNOWN,direction_B,comp-result_1248930_data.json,35,Weight loss,,Exercise duration,Intensity level,OptionB,J,15,60,"25.0, 4.0",1,25.0,4.0,20,60,"40.0, 6.0",1.8,40.0,6.0
UNKNOWN,direction_B,comp-result_1248930_data.json,36,Book Reading Time,,Book Thickness,Book Length,OptionA,F,16,89,"600.0, 240.0",170,600.0,240.0,6,89,"600.0, 220.0",160,600.0,220.0
UNKNOWN,direction_B,comp-result_1248930_data.json,37,Market value ($),,Number of bedrooms,House size (sq ft),OptionA,F,1,78,"3.0, 1200.0",240000,3.0,1200.0,13,78,"2.0, 1100.0",220000,2.0,1100.0
UNKNOWN,direction_B,comp-result_1248930_data.json,38,Exam score,,Study time (hours),Class attendance (%),OptionA,F,15,79,"4.0, 90.0",83,4.0,90.0,4,79,"3.0, 75.0",70,3.0,75.0
UNKNOWN,direction_B,comp-result_1248930_data.json,39,Phone Performance,,Phone RAM,Phone Storage,OptionB,J,1,74,"4.0, 64.0",70,4.0,64.0,11,74,"24.0, 2048.0",120,24.0,2048.0
UNKNOWN,direction_B,comp-result_1248930_data.json,40,Post reach,,Number of followers,Engagement rate (%),OptionB,J,1,80,"1000.0, 5.0",15000,1000.0,5.0,2,80,"2000.0, 3.0",16000,2000.0,3.0
UNKNOWN,direction_B,comp-result_1248930_data.json,41,Exam Score (out of 100),,Time Spent Studying (hours),Number of Chapters Covered,OptionA,F,16,81,"6.0, 6.0",80,6.0,6.0,15,81,"5.0, 5.0",75,5.0,5.0
UNKNOWN,direction_B,comp-result_1248930_data.json,42,Growth Rate (cm/week),,Plant Leaf Size,Plant Water Usage,OptionA,F,13,71,"13.0, 7.0",3.8,13.0,7.0,14,71,"11.0, 6.0",3.4,11.0,6.0
UNKNOWN,direction_B,comp-result_1248930_data.json,43,Prep Time (min),,Number of Ingredients,Cooking Time (min),OptionA,F,2,83,"10.0, 40.0",25,10.0,40.0,19,83,"6.0, 24.0",17,6.0,24.0
UNKNOWN,direction_B,comp-result_1248930_data.json,44,Strength,,Coffee Beans,Water,OptionA,F,14,95,"14.0, 280.0",18,14.0,280.0,7,95,"6.0, 160.0",11,6.0,160.0
UNKNOWN,direction_B,comp-result_1248930_data.json,45,Battery life,,Phone battery,Screen size,OptionA,F,4,61,"3500.0, 5.0",11,3500.0,5.0,3,61,"2500.0, 4.0",10,2500.0,4.0
UNKNOWN,direction_B,comp-result_1248930_data.json,46,Flavor Strength,,Coffee Bean Size,Bean Roast,OptionB,J,16,57,"5.0, 2.0",6,5.0,2.0,9,57,"7.0, 5.0",10,7.0,5.0
UNKNOWN,direction_B,comp-result_1248930_data.json,47,Apartment price,,Distance from city center,Room size,OptionB,J,15,52,"3.0, 50.0",1400,3.0,50.0,1,52,"2.0, 40.0",1200,2.0,40.0
UNKNOWN,direction_B,comp-result_1248930_data.json,48,Performance Score (1-100),,Hours of Practice,Number of Lessons,OptionA,F,14,51,"18.0, 7.0",75,18.0,7.0,6,51,"8.0, 4.0",55,8.0,4.0
UNKNOWN,direction_B,comp-result_1248930_data.json,49,Time to destination (hours),,Distance (miles),Speed (mph),OptionB,J,6,99,"16.0, 45.0",0.36,16.0,45.0,20,99,"30.0, 80.0",0.43,30.0,80.0
UNKNOWN,direction_B,comp-result_1248930_data.json,50,Performance,,Hours of Practice,Natural Talent (1-10),OptionA,F,18,66,"10.0, 6.0",85,10.0,6.0,15,66,"6.0, 6.0",75,6.0,6.0
UNKNOWN,direction_B,comp-result_1248911_data.json,1,Dog Energy Lvl,,Dog Size,Exercise Needs,OptionA,F,1,76,"50.0, 8.0",9,50.0,8.0,2,76,"40.0, 7.0",8,40.0,7.0
UNKNOWN,direction_B,comp-result_1248911_data.json,2,Speed,,Car Engine Size,Horsepower,OptionA,F,4,55,"1.8, 140.0",115,1.8,140.0,3,55,"1.6, 120.0",100,1.6,120.0
UNKNOWN,direction_B,comp-result_1248911_data.json,3,Tea Strength (1-10),,Tea Leaf Quality (1-10),Tea Steeping Time (minutes),OptionA,F,5,68,"8.0, 4.0",7,8.0,4.0,3,68,"6.0, 2.0",5,6.0,2.0
UNKNOWN,direction_B,comp-result_1248911_data.json,4,Plant Growth Rate (cm/week),,Plant Soil Quality (1-10),Plant Water Frequency (times/week),OptionA,F,1,69,"7.0, 3.0",5,7.0,3.0,3,69,"6.0, 2.0",4,6.0,2.0
UNKNOWN,direction_B,comp-result_1248911_data.json,5,Bike Speed,,Bike Weight,Bike Power,OptionA,F,5,75,"14.0, 250.0",50,14.0,250.0,2,75,"12.0, 200.0",40,12.0,200.0
UNKNOWN,direction_B,comp-result_1248911_data.json,6,Training Difficulty (1-10),,Dog Size,Dog Energy Level,OptionB,J,2,70,"45.0, 6.0",5,45.0,6.0,3,70,"60.0, 8.0",7,60.0,8.0
UNKNOWN,direction_B,comp-result_1248911_data.json,7,Comfort,,Shoe Weight,Brand Reputation,OptionB,J,6,56,"230.0, 6.0",80,230.0,6.0,1,56,"200.0, 4.0",70,200.0,4.0
UNKNOWN,direction_B,comp-result_1248911_data.json,8,Market value ($),,Number of bedrooms,House size (sq ft),OptionA,F,3,78,"4.0, 1500.0",300000,4.0,1500.0,4,78,"5.0, 1200.0",280000,5.0,1200.0
UNKNOWN,direction_B,comp-result_1248911_data.json,9,Growth Rate,,Plant Leaf Size,Plant Height,OptionA,F,2,58,"12.0, 60.0",4,12.0,60.0,1,58,"10.0, 50.0",3,10.0,50.0
UNKNOWN,direction_B,comp-result_1248911_data.json,10,Performance Score (1-100),,Hours of Practice,Number of Lessons,OptionB,J,1,51,"10.0, 5.0",70,10.0,5.0,3,51,"20.0, 8.0",80,20.0,8.0
UNKNOWN,direction_B,comp-result_1248911_data.json,11,Room Area (m²),,Room Length (m),Room Width (m),OptionA,F,2,77,"5.0, 4.0",20,5.0,4.0,3,77,"3.0, 6.0",18,3.0,6.0
UNKNOWN,direction_B,comp-result_1248911_data.json,12,Flavor Strength,,Coffee Bean Size,Bean Roast,OptionA,F,2,57,"6.0, 3.0",8,6.0,3.0,1,57,"5.0, 2.0",7,5.0,2.0
UNKNOWN,direction_B,comp-result_1248911_data.json,13,Muscle gain,,Minutes of exercise,Protein intake,OptionA,F,3,53,"45.0, 25.0",1.5,45.0,25.0,2,53,"40.0, 15.0",1,40.0,15.0
UNKNOWN,direction_B,comp-result_1248911_data.json,14,House Price (thousands),,House Size (m²),House Distance to City (km),OptionB,J,3,67,"100.0, 3.0",280,100.0,3.0,2,67,"150.0, 10.0",350,150.0,10.0
UNKNOWN,direction_B,comp-result_1248911_data.json,15,Physical strength,,Height (cm),Weight (kg),OptionA,F,2,72,"170.0, 80.0",75,170.0,80.0,1,72,"180.0, 75.0",80,180.0,75.0
UNKNOWN,direction_B,comp-result_1248911_data.json,16,Phone Performance,,Phone RAM,Phone Storage,OptionB,J,2,74,"6.0, 128.0",80,6.0,128.0,5,74,"8.0, 256.0",90,8.0,256.0
UNKNOWN,direction_B,comp-result_1248911_data.json,17,Growth Rate (cm/week),,Plant Leaf Size,Plant Water Usage,OptionA,F,4,71,"10.0, 5.0",3,10.0,5.0,6,71,"6.0, 3.0",2,6.0,3.0
UNKNOWN,direction_B,comp-result_1248911_data.json,18,Light amount,,Room size (m2),Number of windows,OptionB,J,2,73,"25.0, 2.0",7,25.0,2.0,1,73,"20.0, 3.0",8,20.0,3.0
UNKNOWN,direction_B,comp-result_1248911_data.json,19,Exam Score (out of 100),,Time Spent Studying (hours),Number of Chapters Covered,OptionB,J,1,81,"3.0, 4.0",70,3.0,4.0,2,81,"4.0, 5.0",75,4.0,5.0
UNKNOWN,direction_B,comp-result_1248911_data.json,20,Exam score,,Study time (hours),Class attendance (%),OptionA,F,3,79,"5.0, 90.0",85,5.0,90.0,2,79,"6.0, 70.0",80,6.0,70.0
UNKNOWN,direction_B,comp-result_1248911_data.json,21,Post reach,,Number of followers,Engagement rate (%),OptionA,F,2,80,"2000.0, 3.0",16000,2000.0,3.0,1,80,"1000.0, 5.0",15000,1000.0,5.0
UNKNOWN,direction_B,comp-result_1248911_data.json,22,Apartment price,,Distance from city center,Room size,OptionA,F,3,52,"4.0, 60.0",1500,4.0,60.0,6,52,"2.0, 40.0",1100,2.0,40.0
UNKNOWN,direction_B,comp-result_1248911_data.json,23,Exercise Intensity,,Time to Walk (min),Number of Steps,OptionB,J,2,82,"12.0, 1200.0",6,12.0,1200.0,4,82,"10.0, 1000.0",5,10.0,1000.0
UNKNOWN,direction_B,comp-result_1248911_data.json,24,Recipe difficulty,,Number of ingredients,Prep time (minutes),OptionB,J,3,54,"4.0, 10.0",5,4.0,10.0,2,54,"6.0, 20.0",7,6.0,20.0
UNKNOWN,direction_B,comp-result_1248911_data.json,25,Home value,,House size,Neighborhood quality,OptionA,F,2,62,"150.0, 7.0",290000,150.0,7.0,1,62,"120.0, 8.0",300000,120.0,8.0
UNKNOWN,direction_B,comp-result_1248911_data.json,26,Natural light,,Room size,Window count,OptionB,J,3,59,"80.0, 2.0",6,80.0,2.0,1,59,"100.0, 3.0",7,100.0,3.0
UNKNOWN,direction_B,comp-result_1248911_data.json,27,Weight loss,,Exercise duration,Intensity level,OptionB,J,2,60,"45.0, 4.0",1.2,45.0,4.0,5,60,"60.0, 7.0",2.2,60.0,7.0
UNKNOWN,direction_B,comp-result_1248911_data.json,28,Battery life,,Phone battery,Screen size,OptionA,F,4,61,"3500.0, 5.0",11,3500.0,5.0,2,61,"4000.0, 6.0",13,4000.0,6.0
UNKNOWN,direction_B,comp-result_1248911_data.json,29,Engagement rate (%),,Number of followers,Post quality score,OptionA,F,3,63,"12000.0, 6.0",5,12000.0,6.0,4,63,"14000.0, 4.0",5.2,14000.0,4.0
UNKNOWN,direction_B,comp-result_1248911_data.json,30,Reading time,,Book pages,Book chapters,OptionB,J,1,64,"300.0, 15.0",6,300.0,15.0,5,64,"450.0, 25.0",10,450.0,25.0
UNKNOWN,direction_B,comp-result_1248911_data.json,31,Performance,,Hours of Practice,Natural Talent (1-10),OptionB,J,1,66,"10.0, 7.0",85,10.0,7.0,2,66,"8.0, 9.0",90,8.0,9.0
UNKNOWN,direction_B,comp-result_1248911_data.json,32,Movie enjoyment,,Movie runtime,Movie rating,OptionA,F,4,65,"140.0, 8.0",8.5,140.0,8.0,1,65,"120.0, 7.5",8,120.0,7.5
UNKNOWN,direction_B,comp-result_1248911_data.json,33,Fun Score,,Number of Players,Game Length (min),OptionB,J,3,85,"3.0, 50.0",6,3.0,50.0,2,85,"5.0, 50.0",6,5.0,50.0
UNKNOWN,direction_B,comp-result_1248911_data.json,34,Prep Time (min),,Number of Ingredients,Cooking Time (min),OptionA,F,2,83,"10.0, 40.0",25,10.0,40.0,1,83,"5.0, 30.0",20,5.0,30.0
UNKNOWN,direction_B,comp-result_1248911_data.json,35,User satisfaction,,Screen size (inches),RAM (GB),OptionB,J,1,100,"10.0, 2.0",6,10.0,2.0,4,100,"14.0, 4.0",8,14.0,4.0
UNKNOWN,direction_B,comp-result_1248911_data.json,36,Distance Traveled,,Speed,Weight,OptionA,F,6,94,"80.0, 1300.0",325,80.0,1300.0,5,94,"70.0, 1100.0",315,70.0,1100.0
UNKNOWN,direction_B,comp-result_1248911_data.json,37,Product Score,,Price ($),Rating (1-10),OptionB,J,1,84,"50.0, 7.0",60,50.0,7.0,3,84,"60.0, 8.0",70,60.0,8.0
UNKNOWN,direction_B,comp-result_1248911_data.json,38,Time to destination (hours),,Distance (miles),Speed (mph),OptionB,J,1,99,"10.0, 30.0",0.33,10.0,30.0,2,99,"12.0, 35.0",0.34,12.0,35.0
UNKNOWN,direction_B,comp-result_1248911_data.json,39,Value Score,,Price ($),Size (GB),OptionA,F,1,86,"50.0, 128.0",70,50.0,128.0,3,86,"60.0, 256.0",80,60.0,256.0
UNKNOWN,direction_B,comp-result_1248911_data.json,40,Coffee Enjoyment,,Coffee price,Coffee acidity,OptionA,F,1,88,"3.0, 4.0",6,3.0,4.0,2,88,"4.0, 5.0",7,4.0,5.0
UNKNOWN,direction_B,comp-result_1248911_data.json,41,Bike Efficiency,,Bike Weight,Bike Wheel Size,OptionA,F,2,91,"12.0, 26.0",22,12.0,26.0,5,91,"14.0, 29.5",30,14.0,29.5
UNKNOWN,direction_B,comp-result_1248911_data.json,42,Quality,,Price,Size,OptionA,F,1,93,"100.0, 10.0",70,100.0,10.0,6,93,"100.0, 10.0",70,100.0,10.0
UNKNOWN,direction_B,comp-result_1248911_data.json,43,Room Size,,Room Width,Room Length,OptionB,J,2,92,"4.0, 5.0",20,4.0,5.0,1,92,"5.0, 6.0",30,5.0,6.0
UNKNOWN,direction_B,comp-result_1248911_data.json,44,Top Speed,,Engine Size,Horsepower,OptionB,J,1,96,"2.0, 120.0",150,2.0,120.0,2,96,"2.5, 140.0",160,2.5,140.0
UNKNOWN,direction_B,comp-result_1248911_data.json,45,Book Reading Time,,Book Thickness,Book Length,OptionA,F,1,89,"500.0, 200.0",150,500.0,200.0,2,89,"400.0, 180.0",130,400.0,180.0
UNKNOWN,direction_B,comp-result_1248911_data.json,46,Strength,,Coffee Beans,Water,OptionB,J,5,95,"12.0, 240.0",17,12.0,240.0,1,95,"10.0, 200.0",15,10.0,200.0
UNKNOWN,direction_B,comp-result_1248911_data.json,47,Recipe Complexity,,Recipe Servings,Recipe Ingredients,OptionA,F,5,90,"8.0, 14.0",9,8.0,14.0,3,90,"6.0, 12.0",8,6.0,12.0
UNKNOWN,direction_B,comp-result_1248911_data.json,48,Job Success,,Age,Experience,OptionB,J,2,98,"35.0, 6.0",75,35.0,6.0,4,98,"30.0, 5.0",70,30.0,5.0
UNKNOWN,direction_B,comp-result_1248911_data.json,49,Jump Height,,Height,Arm Length,OptionA,F,2,97,"190.0, 72.0",85,190.0,72.0,1,97,"180.0, 70.0",80,180.0,70.0
UNKNOWN,direction_B,comp-result_1248911_data.json,50,Instrument Performance,,Skill Level,Practice Time,OptionA,F,4,87,"5.0, 18.0",8.1,5.0,18.0,2,87,"6.0, 15.0",8.2,6.0,15.0
UNKNOWN,direction_B,comp-result_1248929_data.json,1,Performance,,Hours of Practice,Natural Talent (1-10),OptionA,F,4,66,"9.0, 8.0",88,9.0,8.0,16,66,"12.0, 7.0",90,12.0,7.0
UNKNOWN,direction_B,comp-result_1248929_data.json,2,Muscle gain,,Minutes of exercise,Protein intake,OptionB,J,6,53,"30.0, 15.0",1.2,30.0,15.0,7,53,"50.0, 30.0",1.7,50.0,30.0
UNKNOWN,direction_B,comp-result_1248929_data.json,3,Plant Growth Rate (cm/week),,Plant Soil Quality (1-10),Plant Water Frequency (times/week),OptionA,F,5,69,"8.0, 4.0",6,8.0,4.0,6,69,"7.0, 3.0",5,7.0,3.0
UNKNOWN,direction_B,comp-result_1248929_data.json,4,Prep Time (min),,Number of Ingredients,Cooking Time (min),OptionA,F,18,83,"10.0, 36.0",25,10.0,36.0,14,83,"8.0, 26.0",17,8.0,26.0
UNKNOWN,direction_B,comp-result_1248929_data.json,5,Market value ($),,Number of bedrooms,House size (sq ft),OptionB,J,16,78,"4.0, 1400.0",290000,4.0,1400.0,8,78,"4.0, 1400.0",290000,4.0,1400.0
UNKNOWN,direction_B,comp-result_1248929_data.json,6,Speed,,Car Engine Size,Horsepower,OptionA,F,1,55,"2.0, 150.0",120,2.0,150.0,16,55,"1.9, 150.0",120,1.9,150.0
UNKNOWN,direction_B,comp-result_1248929_data.json,7,Recipe Complexity,,Recipe Servings,Recipe Ingredients,OptionA,F,15,90,"4.0, 10.0",7,4.0,10.0,7,90,"3.0, 9.0",6,3.0,9.0
UNKNOWN,direction_B,comp-result_1248929_data.json,8,Exam score,,Study time (hours),Class attendance (%),OptionA,F,10,79,"4.0, 90.0",86,4.0,90.0,12,79,"6.0, 85.0",84,6.0,85.0
UNKNOWN,direction_B,comp-result_1248929_data.json,9,Book Reading Time,,Book Thickness,Book Length,OptionB,J,6,89,"600.0, 220.0",160,600.0,220.0,11,89,"650.0, 230.0",165,650.0,230.0
UNKNOWN,direction_B,comp-result_1248929_data.json,10,Growth Rate (cm/week),,Plant Leaf Size,Plant Water Usage,OptionB,J,5,71,"8.0, 4.0",2.5,8.0,4.0,19,71,"12.0, 6.0",3.5,12.0,6.0
UNKNOWN,direction_B,comp-result_1248929_data.json,11,Dog Energy Lvl,,Dog Size,Exercise Needs,OptionB,J,2,76,"40.0, 7.0",8,40.0,7.0,14,76,"45.0, 9.0",9,45.0,9.0
UNKNOWN,direction_B,comp-result_1248929_data.json,12,Exam Score (out of 100),,Time Spent Studying (hours),Number of Chapters Covered,OptionA,F,5,81,"4.0, 5.0",75,4.0,5.0,8,81,"4.0, 3.0",60,4.0,3.0
UNKNOWN,direction_B,comp-result_1248929_data.json,13,Battery life,,Phone battery,Screen size,OptionA,F,4,61,"3500.0, 5.0",11,3500.0,5.0,11,61,"3000.0, 5.0",12,3000.0,5.0
UNKNOWN,direction_B,comp-result_1248929_data.json,14,Physical strength,,Height (cm),Weight (kg),OptionB,J,7,72,"150.0, 55.0",50,150.0,55.0,13,72,"155.0, 60.0",58,155.0,60.0
UNKNOWN,direction_B,comp-result_1248929_data.json,15,Apartment price,,Distance from city center,Room size,OptionB,J,1,52,"2.0, 40.0",1200,2.0,40.0,16,52,"2.0, 60.0",1500,2.0,60.0
UNKNOWN,direction_B,comp-result_1248929_data.json,16,Coffee Enjoyment,,Coffee price,Coffee acidity,OptionA,F,9,88,"7.0, 8.0",10,7.0,8.0,14,88,"3.0, 4.0",6,3.0,4.0
UNKNOWN,direction_B,comp-result_1248929_data.json,17,Tea Strength (1-10),,Tea Leaf Quality (1-10),Tea Steeping Time (minutes),OptionA,F,14,68,"7.0, 3.0",6,7.0,3.0,1,68,"7.0, 3.0",6,7.0,3.0
UNKNOWN,direction_B,comp-result_1248929_data.json,18,Reading time,,Book pages,Book chapters,OptionA,F,11,64,"400.0, 22.0",9,400.0,22.0,15,64,"320.0, 16.0",7,320.0,16.0
UNKNOWN,direction_B,comp-result_1248929_data.json,19,Engagement rate (%),,Number of followers,Post quality score,OptionA,F,2,63,"15000.0, 5.0",6,15000.0,5.0,5,63,"8000.0, 8.0",5.8,8000.0,8.0
UNKNOWN,direction_B,comp-result_1248929_data.json,20,Bike Efficiency,,Bike Weight,Bike Wheel Size,OptionB,J,4,91,"14.0, 27.5",24,14.0,27.5,5,91,"14.0, 29.5",30,14.0,29.5
UNKNOWN,direction_B,comp-result_1248929_data.json,21,Weight loss,,Exercise duration,Intensity level,OptionA,F,19,60,"30.0, 5.0",1.5,30.0,5.0,15,60,"25.0, 4.0",1,25.0,4.0
UNKNOWN,direction_B,comp-result_1248929_data.json,22,Value Score,,Price ($),Size (GB),OptionB,J,1,86,"50.0, 128.0",70,50.0,128.0,18,86,"80.0, 512.0",75,80.0,512.0
UNKNOWN,direction_B,comp-result_1248929_data.json,23,Bike Speed,,Bike Weight,Bike Power,OptionB,J,6,75,"16.0, 300.0",60,16.0,300.0,13,75,"22.0, 450.0",90,22.0,450.0
UNKNOWN,direction_B,comp-result_1248929_data.json,24,Time to destination (hours),,Distance (miles),Speed (mph),OptionB,J,1,99,"10.0, 30.0",0.33,10.0,30.0,8,99,"18.0, 50.0",0.37,18.0,50.0
UNKNOWN,direction_B,comp-result_1248929_data.json,25,User satisfaction,,Screen size (inches),RAM (GB),OptionA,F,2,100,"12.0, 3.0",7,12.0,3.0,1,100,"10.0, 2.0",6,10.0,2.0
UNKNOWN,direction_B,comp-result_1248929_data.json,26,Growth Rate,,Plant Leaf Size,Plant Height,OptionA,F,5,58,"14.0, 70.0",5,14.0,70.0,8,58,"8.0, 40.0",2,8.0,40.0
UNKNOWN,direction_B,comp-result_1248929_data.json,27,Job Success,,Age,Experience,OptionA,F,18,98,"50.0, 13.0",95,50.0,13.0,5,98,"35.0, 8.0",80,35.0,8.0
UNKNOWN,direction_B,comp-result_1248929_data.json,28,Comfort,,Shoe Weight,Brand Reputation,OptionA,F,5,56,"220.0, 5.0",75,220.0,5.0,19,56,"150.0, 2.0",60,150.0,2.0
