prolific_id,condition_group,source_file,question_number,target,target_value,option1,option2,selected_option,button_pressed,optionA_trial_id,optionA_task_id,optionA_values,optionA_target_value,optionA_value1,optionA_value2,optionB_trial_id,optionB_task_id,optionB_values,optionB_target_value,optionB_value1,optionB_value2
UNKNOWN,,comp-result_1248683_data.json,36,Exam Grade,,Student Study Time (hours),Class Attendance (%),OptionB,J,17,34,"6.0, 85.0",74,6.0,85.0,19,34,"5.0, 90.0",76,5.0,90.0
UNKNOWN,,comp-result_1248683_data.json,37,Phone Performance Score,,Phone RAM (GB),Battery Capacity (mAh),OptionA,F,17,33,"5.0, 2700.0",69,5.0,2700.0,1,33,"4.0, 3000.0",70,4.0,3000.0
UNKNOWN,,comp-result_1248683_data.json,38,Energy Level,,Hours of Sleep,Caffeine Intake (mg),OptionA,F,1,39,"8.0, 50.0",7,8.0,50.0,14,39,"7.0, 30.0",5,7.0,30.0
UNKNOWN,,comp-result_1248683_data.json,39,Fuel Consumption (L/100km),,Speed (km/h),Weight (kg),OptionA,F,19,37,"145.0, 1900.0",13,145.0,1900.0,1,37,"120.0, 1500.0",9,120.0,1500.0
UNKNOWN,,comp-result_1248683_data.json,40,Fitness Level,,Exercise Time (min/day),Healthy Diet (%),OptionA,F,18,40,"40.0, 70.0",6,40.0,70.0,19,40,"40.0, 85.0",8,40.0,85.0
UNKNOWN,,comp-result_1248683_data.json,41,Popularity Score,,Number of Likes,Number of Comments,OptionB,J,19,44,"110.0, 22.0",132,110.0,22.0,18,44,"150.0, 30.0",180,150.0,30.0
UNKNOWN,,comp-result_1248683_data.json,42,Natural Light,,Problem 6: Room Size,Number of Windows,OptionB,J,2,47,"250.0, 3.0",7,250.0,3.0,19,47,"160.0, 2.0",4,160.0,2.0
UNKNOWN,,comp-result_1248683_data.json,43,Cooking Time (min),,Number of Ingredients,Prep Time (min),OptionB,J,13,42,"4.0, 9.0",21,4.0,9.0,9,42,"5.0, 10.0",25,5.0,10.0
UNKNOWN,,comp-result_1248683_data.json,44,Speed (km/h),,Engine Horsepower,Weight (kg),OptionA,F,2,41,"180.0, 1300.0",185,180.0,1300.0,4,41,"220.0, 1500.0",195,220.0,1500.0
UNKNOWN,,comp-result_1248683_data.json,45,Weight Loss,,Problem 4: Calories,Exercise Time,OptionB,J,4,45,"700.0, 30.0",1.5,700.0,30.0,7,45,"400.0, 40.0",1.5,400.0,40.0
UNKNOWN,,comp-result_1248683_data.json,46,Customer Satisfaction,,Price ($),Quality Rating (1-10),OptionA,F,14,43,"120.0, 8.0",8,120.0,8.0,17,43,"80.0, 6.0",7,80.0,6.0
UNKNOWN,,comp-result_1248683_data.json,47,Battery Life,,Phone Weight,Battery Capacity,OptionA,F,1,48,"200.0, 4000.0",32,200.0,4000.0,4,48,"200.0, 3600.0",29,200.0,3600.0
UNKNOWN,,comp-result_1248683_data.json,48,User Satisfaction,,Problem 5: Screen Size,Battery Life,OptionA,F,2,46,"7.0, 25.0",6,7.0,25.0,1,46,"6.0, 30.0",7,6.0,30.0
UNKNOWN,,comp-result_1248683_data.json,49,Doneness,,Cooking Time,Size,OptionA,F,2,50,"35.0, 220.0",75,35.0,220.0,1,50,"30.0, 200.0",70,30.0,200.0
UNKNOWN,,comp-result_1248683_data.json,50,Tea Taste,,Leaf Strength,Flavor Variety,OptionB,J,2,49,"6.0, 2.0",7,6.0,2.0,4,49,"5.0, 3.0",7.4,5.0,3.0
