prolific_id,condition_group,source_file,question_number,target,target_value,option1,option2,selected_option,button_pressed,optionA_trial_id,optionA_task_id,optionA_values,optionA_target_value,optionA_value1,optionA_value2,optionB_trial_id,optionB_task_id,optionB_values,optionB_target_value,optionB_value1,optionB_value2
UNKNOWN,ranking_B,comp-result_1248667_data.json,21,Comfort Level,,Room Size,Lighting,OptionB,J,7,78,"35.0, 2.0",6,35.0,2.0,1,78,"20.0, 5.0",8,20.0,5.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,22,Cooling Time (min),,Room Size (m²),Window Size (m²),OptionA,F,8,87,"20.0, 2.0",35,20.0,2.0,16,87,"25.0, 3.2",27,25.0,3.2
UNKNOWN,ranking_B,comp-result_1248667_data.json,23,App Performance,,Phone RAM,Phone Storage,OptionA,F,8,99,"12.0, 128",6,12.0,128.0,11,99,"2.0, 64",2,2.0,64.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,24,Car Value,,Age (years),Mileage (km),OptionA,F,17,75,"2.0, 5000",55000,2.0,5000.0,1,75,"5.0, 20000",30000,5.0,20000.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,25,Walking speed (km/h),,Person height (cm),Age (years),OptionB,J,11,95,"165.0, 32.0",4.8,165.0,32.0,5,95,"185.0, 35.0",5.8,185.0,35.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,26,Plant Health,,Plant Height,Water Amount,OptionB,J,1,98,"30.0, 1",7,30.0,1.0,3,98,"40.0, 1",8,40.0,1.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,27,Cooking time (minutes),,Number of ingredients,Prep time (minutes),OptionB,J,3,86,"8.0, 8",20,8.0,8.0,9,86,"6.0, 10",24,6.0,10.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,28,Heating cost (per month),,House size (sqm),Number of windows,OptionB,J,3,91,"90.0, 5.0",280,90.0,5.0,4,91,"110.0, 6.0",320,110.0,6.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,29,Car speed (mph),,Engine power (hp),Weight (kg),OptionA,F,11,52,"240.0, 1500",120,240.0,1500.0,8,52,"160.0, 1400",100,160.0,1400.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,30,Reading Enjoyment,,Book Length,Author Fame,OptionB,J,14,77,"1000.0, 1.0",14,1000.0,1.0,11,77,"800.0, 3.0",12,800.0,3.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,31,Shoe Demand,,Shoe price (in USD),Comfort rating (1-10),OptionA,F,14,74,"100.0, 8.0",50,100.0,8.0,13,74,"90.0, 7.0",60,90.0,7.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,32,Flower size (cm),,Plant height (cm),Plant age (months),OptionA,F,4,89,"35.0, 7",4,35.0,7.0,15,89,"29.0, 4",5.7,29.0,4.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,33,Speed (km/h),,Bicycle weight (kg),Wheel size (inches),OptionB,J,13,72,"14.0, 25",22,14.0,25.0,4,72,"13.0, 26",23,13.0,26.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,34,Reliability,,Car age,Maintenance cost,OptionA,F,1,51,"5.0, 1000",70,5.0,1000.0,5,51,"10.0, 500",50,10.0,500.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,35,Daily travel cost ($),,Distance to work (miles),Commute time (minutes),OptionA,F,16,84,"7.0, 12",28,7.0,12.0,13,84,"10.0, 10",60,10.0,10.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,36,Engagement rate (%),,Number of followers (count),Time posted (hours ago),OptionB,J,13,58,"1000.0, 6",4,1000.0,6.0,20,58,"1300.0, 1",6,1300.0,1.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,37,Battery Life (hours),,Phone RAM (GB),Screen Size (inches),OptionA,F,6,62,"5.0, 6.8",14,5.0,6.8,16,62,"7.0, 6.9",15,7.0,6.9
UNKNOWN,ranking_B,comp-result_1248667_data.json,38,Exam Grade,,Study Time (hours),Difficulty Level (1-10),OptionB,J,14,76,"6.0, 4",85,6.0,4.0,12,76,"6.0, 5",80,6.0,5.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,39,Reading time (hours),,Book pages,Book weight (g),OptionB,J,4,68,"450.0, 370",5.4,450.0,370.0,15,68,"520.0, 340",6.2,520.0,340.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,40,Popularity,,Book age,Page count,OptionA,F,10,80,"7.0, 440",75,7.0,440.0,4,80,"4.0, 350",82,4.0,350.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,41,Bike Speed,,Bike Weight,Bike Frame Size,OptionB,J,6,63,"13.0, 22",22,13.0,22.0,7,63,"8.0, 17",27,8.0,17.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,42,Phone price ($),,Phone battery capacity (mAh),Phone screen size (inches),OptionA,F,10,92,"5300.0, 5.8",560,5300.0,5.8,16,92,"5200.0, 5.7",540,5200.0,5.7
UNKNOWN,ranking_B,comp-result_1248667_data.json,43,Height (cm),,Age of the plant (weeks),Water given (ml/day),OptionB,J,10,53,"2.0, 700",9,2.0,700.0,1,53,"4.0, 500",12,4.0,500.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,44,Fuel Efficiency (km/l),,Car Engine Size (liters),Weight (kg),OptionA,F,1,61,"2.0, 1400.0",12,2.0,1400.0,9,61,"2.2, 1350.0",11,2.2,1350.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,45,Exam score (%),,Time spent studying (hours),Number of breaks (times),OptionA,F,3,85,"4.0, 4",65,4.0,4.0,17,85,"2.0, 2",55,2.0,2.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,46,Flower blooming time,,Hours of sunlight,Humidity,OptionA,F,3,60,"8.0, 60.0",3,8.0,60.0,10,60,"8.0, 35.0",3,8.0,35.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,47,Retention Rate (%),,Study Time (hours),Number of Distractions,OptionA,F,15,94,"5.0, 1",88,5.0,1.0,14,94,"1.0, 5",50,1.0,5.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,48,Mood Score (1-10),,Hours of Sleep,Screen Time (hours),OptionA,F,7,64,"9.0, 1",10,9.0,1.0,13,64,"8.0, 3",8,8.0,3.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,49,Energy Level (scale 1-10),,Age (years),Number of Pets,OptionA,F,15,96,"3.0, 2",6,3.0,2.0,9,96,"10.0, 4",2,10.0,4.0
UNKNOWN,ranking_B,comp-result_1248667_data.json,50,Energy Boost (1-10),,Number of Calories,Sugar (g),OptionB,J,18,66,"160.0, 10",3,160.0,10.0,8,66,"180.0, 12",3,180.0,12.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,1,Reading time (hours),,Book pages,Book weight (g),OptionB,J,5,68,"600.0, 310",7,600.0,310.0,6,68,"500.0, 360",5.8,500.0,360.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,2,Weight Loss (lbs),,Exercise Minutes,Diet Score (1-10),OptionB,J,19,67,"120.0, 9",11,120.0,9.0,5,67,"50.0, 10",4,50.0,10.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,3,Customer Satisfaction,,Restaurant Wait Time (in mins),Restaurant Rating (1-5),OptionA,F,17,100,"10.0, 4",8,10.0,4.0,18,100,"26.0, 1",4,26.0,1.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,4,Retention Rate (%),,Study Time (hours),Number of Distractions,OptionB,J,2,94,"2.0, 3",60,2.0,3.0,19,94,"4.0, 0",90,4.0,0.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,5,Battery Life (hours),,Phone RAM (GB),Screen Size (inches),OptionA,F,6,62,"5.0, 6.8",14,5.0,6.8,18,62,"5.0, 7.0",13,5.0,7.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,6,App Performance,,Phone RAM,Phone Storage,OptionB,J,3,99,"6.0, 64",4,6.0,64.0,17,99,"8.0, 64",5,8.0,64.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,7,Garden yield (kg),,Amount of fertilizer (grams),Rainfall (mm/week),OptionA,F,19,54,"300.0, 100",60,300.0,100.0,11,54,"240.0, 110",56,240.0,110.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,8,Taste Rating,,Number of Ingredients,Prep Time (min),OptionB,J,6,90,"7.0, 35.0",6,7.0,35.0,1,90,"5.0, 20.0",8,5.0,20.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,9,Lighting (lux),,Room size (m2),Number of windows,OptionB,J,3,69,"25.0, 1",600,25.0,1.0,2,69,"18.0, 3",480,18.0,3.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,10,Skill Level,,Experience,Years of Education,OptionB,J,18,83,"4.0, 16.0",8,4.0,16.0,17,83,"6.0, 14.0",7,6.0,14.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,11,Flower blooming time,,Hours of sunlight,Humidity,OptionA,F,18,60,"6.0, 70.0",4,6.0,70.0,13,60,"6.0, 65.0",4,6.0,65.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,12,Heating cost (per month),,House size (sqm),Number of windows,OptionA,F,17,91,"140.0, 2.0",400,140.0,2.0,2,91,"120.0, 5.0",350,120.0,5.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,13,Phone price ($),,Phone battery capacity (mAh),Phone screen size (inches),OptionA,F,1,92,"4000.0, 6.1",600,4000.0,6.1,4,92,"5200.0, 6.0",590,5200.0,6.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,14,100m sprint time (s),,Runner stride length (cm),Runner age (years),OptionA,F,1,88,"80.0, 25",11.5,80.0,25.0,3,88,"75.0, 28",11.8,75.0,28.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,15,Car speed (mph),,Engine power (hp),Weight (kg),OptionB,J,18,52,"140.0, 1700",90,140.0,1700.0,2,52,"150.0, 1400",100,150.0,1400.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,16,Calories burned,,Exercise time (min),Heart rate (bpm),OptionA,F,17,70,"40.0, 110",330,40.0,110.0,3,70,"40.0, 95",300,40.0,95.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,17,Morning Alertness,,Hours of Sleep,Number of Alarms,OptionA,F,3,93,"8.0, 0",9,8.0,0.0,1,93,"7.0, 1",8,7.0,1.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,18,Fuel Efficiency (km/l),,Car Engine Size (liters),Weight (kg),OptionB,J,9,61,"2.2, 1350.0",11,2.2,1350.0,11,61,"1.5, 1100.0",16,1.5,1100.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,19,Cooling Time (min),,Room Size (m²),Window Size (m²),OptionB,J,19,87,"23.0, 2.5",29,23.0,2.5,12,87,"21.0, 2.2",33,21.0,2.2
UNKNOWN,ranking_B,comp-result_1248652_data.json,20,Plant Health,,Plant Height,Water Amount,OptionB,J,10,98,"70.0, 2",10,70.0,2.0,14,98,"90.0, 2",12,90.0,2.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,21,Battery life (hours),,Laptop weight (kg),Screen size (inches),OptionA,F,3,71,"1.6, 13",7.8,1.6,13.0,18,71,"1.4, 15",6.8,1.4,15.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,22,Speed (km/h),,Bicycle weight (kg),Wheel size (inches),OptionB,J,14,72,"16.0, 26",21,16.0,26.0,1,72,"10.0, 26",25,10.0,26.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,23,Walking speed (km/h),,Person height (cm),Age (years),OptionB,J,15,95,"180.0, 31.0",5.6,180.0,31.0,5,95,"185.0, 35.0",5.8,185.0,35.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,24,House Value,,House Size,Housing Age,OptionA,F,6,59,"180.0, 12",300,180.0,12.0,5,59,"120.0, 15",250,120.0,15.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,25,Cooking time (minutes),,Number of ingredients,Prep time (minutes),OptionB,J,19,86,"5.0, 12",25,5.0,12.0,17,86,"9.0, 7",27,9.0,7.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,26,Energy Level (scale 1-10),,Age (years),Number of Pets,OptionA,F,4,96,"4.0, 2",5,4.0,2.0,9,96,"10.0, 4",2,10.0,4.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,27,Flower size (cm),,Plant height (cm),Plant age (months),OptionA,F,16,89,"39.0, 7",3.7,39.0,7.0,10,89,"37.0, 7",3.8,37.0,7.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,28,Height (cm),,Age of the plant (weeks),Water given (ml/day),OptionA,F,11,53,"5.0, 400",15,5.0,400.0,9,53,"4.0, 500",13,4.0,500.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,29,Reliability,,Car age,Maintenance cost,OptionB,J,2,51,"4.0, 1200",75,4.0,1200.0,5,51,"10.0, 500",50,10.0,500.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,30,Travel Time (min),,Distance (km),Speed (km/h),OptionB,J,1,97,"10.0, 60",10,10.0,60.0,20,97,"20.0, 50",24,20.0,50.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,31,Daily travel cost ($),,Distance to work (miles),Commute time (minutes),OptionA,F,3,84,"8.0, 12",48,8.0,12.0,2,84,"10.0, 10",60,10.0,10.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,32,Exam score (%),,Time spent studying (hours),Number of breaks (times),OptionA,F,17,85,"2.0, 2",55,2.0,2.0,18,85,"4.0, 4",65,4.0,4.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,33,Commute time (minutes),,Distance to work (miles),Number of traffic lights,OptionA,F,10,56,"4.0, 12",29,4.0,12.0,1,56,"5.0, 10",30,5.0,10.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,34,Endurance,,Age,Height,OptionB,J,14,73,"65.0, 145.0",65,65.0,145.0,10,73,"55.0, 155.0",70,55.0,155.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,35,Mood Score (1-10),,Hours of Sleep,Screen Time (hours),OptionA,F,1,64,"8.0, 2",9,8.0,2.0,3,64,"7.0, 1",8,7.0,1.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,36,Shoe Demand,,Shoe price (in USD),Comfort rating (1-10),OptionB,J,2,74,"120.0, 9.0",40,120.0,9.0,9,74,"120.0, 10.0",30,120.0,10.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,37,Project Success (%),,Experience (years),Team Size,OptionB,J,1,65,"5.0, 3",80,5.0,3.0,18,65,"14.0, 8",83,14.0,8.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,38,Job Success,,Age,Experience,OptionA,F,17,79,"70.0, 0.1",3,70.0,0.1,18,79,"75.0, 0.05",2.5,75.0,0.05
UNKNOWN,ranking_B,comp-result_1248652_data.json,39,Post reach (people),,Number of likes (count),Time posted (hours ago),OptionA,F,14,55,"1200.0, 3",6000,1200.0,3.0,15,55,"800.0, 4",4000,800.0,4.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,40,Bike Speed,,Bike Weight,Bike Frame Size,OptionB,J,2,63,"12.0, 20",23,12.0,20.0,3,63,"9.0, 18",26,9.0,18.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,41,Popularity,,Book age,Page count,OptionA,F,9,80,"5.0, 340",83,5.0,340.0,10,80,"7.0, 440",75,7.0,440.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,42,Morning alertness (1-10),,Amount of sleep (hours),Time to bed (minutes past 10pm),OptionA,F,1,57,"8.0, 30",8,8.0,30.0,11,57,"7.0, 30",6,7.0,30.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,43,Car Value,,Age (years),Mileage (km),OptionA,F,17,75,"2.0, 5000",55000,2.0,5000.0,10,75,"4.0, 20000",38000,4.0,20000.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,44,Energy Boost (1-10),,Number of Calories,Sugar (g),OptionB,J,4,66,"140.0, 10",5,140.0,10.0,7,66,"160.0, 10",4,160.0,10.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,45,Engagement rate (%),,Number of followers (count),Time posted (hours ago),OptionA,F,1,58,"1000.0, 2",5,1000.0,2.0,17,58,"1200.0, 5",5,1200.0,5.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,46,Reading Enjoyment,,Book Length,Author Fame,OptionB,J,9,77,"700.0, 4.0",11,700.0,4.0,2,77,"400.0, 7.0",8,400.0,7.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,47,Comfort Level,,Room Size,Lighting,OptionB,J,10,78,"45.0, 1.0",5,45.0,1.0,12,78,"50.0, 0.8",4.5,50.0,0.8
UNKNOWN,ranking_B,comp-result_1248652_data.json,48,Exam Grade,,Study Time (hours),Difficulty Level (1-10),OptionB,J,11,76,"5.0, 6",75,5.0,6.0,10,76,"4.0, 2",80,4.0,2.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,49,Physical Endurance,,Age,Height,OptionB,J,3,81,"40.0, 175.0",6,40.0,175.0,9,81,"35.0, 170.0",7,35.0,170.0
UNKNOWN,ranking_B,comp-result_1248652_data.json,50,Nutritional Value,,Weight,Calories,OptionB,J,18,82,"110.0, 100.0",65,110.0,100.0,19,82,"90.0, 100.0",75,90.0,100.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,1,Exam score (%),,Time spent studying (hours),Number of breaks (times),OptionA,F,18,85,"4.0, 4",65,4.0,4.0,9,85,"6.0, 1",80,6.0,1.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,2,Reading Enjoyment,,Book Length,Author Fame,OptionA,F,4,77,"500.0, 6.0",9,500.0,6.0,17,77,"1100.0, 0.5",15,1100.0,0.5
UNKNOWN,ranking_B,comp-result_1248646_data.json,3,Project Success (%),,Experience (years),Team Size,OptionA,F,11,65,"10.0, 4",91,10.0,4.0,8,65,"9.0, 4",93,9.0,4.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,4,Customer Satisfaction,,Restaurant Wait Time (in mins),Restaurant Rating (1-5),OptionB,J,4,100,"25.0, 2",5,25.0,2.0,19,100,"16.0, 5",6,16.0,5.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,5,Flower size (cm),,Plant height (cm),Plant age (months),OptionB,J,5,89,"28.0, 5",5.5,28.0,5.0,20,89,"34.0, 6",4.2,34.0,6.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,6,Taste Rating,,Number of Ingredients,Prep Time (min),OptionB,J,19,90,"6.0, 25.0",7,6.0,25.0,4,90,"5.0, 25.0",8,5.0,25.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,7,House Value,,House Size,Housing Age,OptionB,J,3,59,"200.0, 8",350,200.0,8.0,19,59,"240.0, 9",380,240.0,9.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,8,Reliability,,Car age,Maintenance cost,OptionA,F,6,51,"9.0, 600",55,9.0,600.0,13,51,"4.0, 1400",80,4.0,1400.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,9,Battery Life (hours),,Phone RAM (GB),Screen Size (inches),OptionB,J,7,62,"5.0, 6.4",19,5.0,6.4,13,62,"6.0, 6.3",21,6.0,6.3
UNKNOWN,ranking_B,comp-result_1248646_data.json,10,Flower blooming time,,Hours of sunlight,Humidity,OptionA,F,9,60,"9.0, 40.0",2,9.0,40.0,11,60,"4.0, 90.0",6,4.0,90.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,11,Daily travel cost ($),,Distance to work (miles),Commute time (minutes),OptionB,J,16,84,"7.0, 12",28,7.0,12.0,7,84,"7.0, 16",42,7.0,16.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,12,Cooling Time (min),,Room Size (m²),Window Size (m²),OptionB,J,17,87,"17.0, 1.6",36,17.0,1.6,14,87,"23.0, 2.8",29,23.0,2.8
UNKNOWN,ranking_B,comp-result_1248646_data.json,13,Energy Boost (1-10),,Number of Calories,Sugar (g),OptionB,J,18,66,"160.0, 10",3,160.0,10.0,16,66,"140.0, 12",4,140.0,12.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,14,Mood Score (1-10),,Hours of Sleep,Screen Time (hours),OptionA,F,3,64,"7.0, 1",8,7.0,1.0,12,64,"9.0, 1",9,9.0,1.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,15,Lighting (lux),,Room size (m2),Number of windows,OptionA,F,15,69,"16.0, 4",450,16.0,4.0,12,69,"25.0, 3",680,25.0,3.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,16,Cooking time (minutes),,Number of ingredients,Prep time (minutes),OptionA,F,8,86,"2.0, 15",16,2.0,15.0,16,86,"7.0, 5",22,7.0,5.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,17,Commute time (minutes),,Distance to work (miles),Number of traffic lights,OptionB,J,2,56,"6.0, 8",32,6.0,8.0,12,56,"6.0, 10",31,6.0,10.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,18,Exam Grade,,Study Time (hours),Difficulty Level (1-10),OptionA,F,16,76,"7.0, 3",90,7.0,3.0,2,76,"4.0, 5",80,4.0,5.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,19,Speed (km/h),,Bicycle weight (kg),Wheel size (inches),OptionB,J,1,72,"10.0, 26",25,10.0,26.0,19,72,"9.0, 28",26,9.0,28.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,20,Fuel Efficiency (km/l),,Car Engine Size (liters),Weight (kg),OptionA,F,18,61,"2.7, 1400.0",10,2.7,1400.0,10,61,"3.0, 1450.0",9,3.0,1450.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,21,Calories burned,,Exercise time (min),Heart rate (bpm),OptionB,J,20,70,"45.0, 105",380,45.0,105.0,11,70,"45.0, 105",340,45.0,105.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,22,Height (cm),,Age of the plant (weeks),Water given (ml/day),OptionB,J,6,53,"3.0, 600",11,3.0,600.0,9,53,"4.0, 500",13,4.0,500.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,23,Morning alertness (1-10),,Amount of sleep (hours),Time to bed (minutes past 10pm),OptionB,J,1,57,"8.0, 30",8,8.0,30.0,15,57,"9.0, 15",9,9.0,15.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,24,Skill Level,,Experience,Years of Education,OptionA,F,4,83,"8.0, 12.0",9,8.0,12.0,13,83,"7.0, 12.0",8,7.0,12.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,25,Physical Endurance,,Age,Height,OptionA,F,18,81,"25.0, 165.0",8,25.0,165.0,4,81,"35.0, 170.0",7,35.0,170.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,26,Engagement rate (%),,Number of followers (count),Time posted (hours ago),OptionA,F,11,58,"1300.0, 2",6,1300.0,2.0,16,58,"1400.0, 2",6,1400.0,2.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,27,Reading time (hours),,Book pages,Book weight (g),OptionA,F,4,68,"450.0, 370",5.4,450.0,370.0,8,68,"350.0, 380",4.7,350.0,380.0
UNKNOWN,ranking_B,comp-result_1248646_data.json,28,Endurance,,Age,Height,OptionB,J,17,73,"70.0, 130.0",55,70.0,130.0,16,73,"50.0, 200.0",80,50.0,200.0
